Attempt Regex,DeepSeek Output
a*|(?:a*|(b[a]{2}))*,"positive example:[aaa, , ?:aabaa?:, baabaa?:, baa, baa?:?:, ?:baa?:, ?:?:],negative example:[bba, baa?ab, ?:?a, aba, ab, baa?ba, ?a, baa?aa, baa?bb, ?b, ?:?b, aaabb, ?:?:bb, ?:ba, ?:b, baba, baaaa, baabb, babb, baaab, bbbbaab, baaba, ?:aabb, baa?:?]"
(0+1)*(1+1)*,"positive example: [, 01, 000101, 1111, 0111], negative example: [110, 011, 00010, 111101, 1100, 100100, 1011, 010]"
a|b*(b(bb)*)a*,"positive example:[bbbaaa, bbb, ba],negative example:[baba, abb, aaa, , aba, bab, aab, bbbaaabbbaab]"
b*(ab*a)*b*,"positive example:[bbaaaab, bb, , aaabab, abbabbb, aaaa],negative example:[aaba, bbabbaa, aababb, aaaaa, aabbbaabaa, aaab]"
b*|a*|b*,"positive example:[aaa, , bbb],negative example:[abb, bbba, ab, bab, aaaba, baabbaa]"
(a)*(b|aa)*(a)*(b|aa)*(a)*,"positive example:[baba, babaab, aa, , baaa, babaaa, bbbabbbaa, aabaa, baab],negative example:[bababb, bbbabaaab, aabaaabab, baaabab, babbbabaabba, baababab, babaaab, babaabab]"
(a*)|(b+a+)*,"positive example:[bba, aaa, , babbaaaba],negative example:[bb, ab, aaabbbab, babbaaabab, abaa]"
((a+)+)|((?:)|(b+))+((?:)|((a*)+)),"positive example:[aaa, bbba, baa, ?:a, ?:b, ?:?:, b?:],negative example:[, ab, ?:ab, bab, ?a, ?b, aab, ?:?, ?:b?, b?:?, bbb?aa, b?bb, babaa, b?ba, b?ab, baaabbabb]"
(a(a|b)a(a+b)*)*,"positive example:[, abaaaababa, abaababa, abaabaabaaaab, aaaaaababa, aaaababa, aaaabaabaaa, abaaaaaababa, abaaababab, aaaaababab, aaaabaabaaaaaba, aaaaaa, aaaaab, aaaaaaaababa, abaabaabaaa, aaaabaabaaaab, aaaabaabaaababa, abaabaabaaababa, abaabaabaaaaaba, aaaaaaab, abaaaa, abaaab, abaaaaab],negative example:[bb, aaaaabababaa, aaaaaaba, aaaabaabaaaabaa, abaabaabaaaabaa, abbb, aaaabaabaaabb, aaaabaabaaaba, aaaabaabb, abaabaabb, aaaaaaaa, abaabaabaaaaabaa, abaaabbb, abaabaabaaaba, abaaaabb, abaaaaba, aa, a, ab, abaabaabaaabb, aaaababb, aaab, abaaabababaa, abab, aaba, aaaaababbaa, aaaaabba, aaaaaabb, aaaaaaabaa, abaaaaabaa, aaaabaabaaaaabaa, abaaababbbb, abaaaaaa, ba, abaababb]"
(0)*(111)*(1)*,"positive example:[00, , (0)*(111)*(1)*, 00111],negative example:[100, 001010011, 1110]"
(a*)b*aa(a*),"positive example:[aa, bbbaaaa, baa, aaaabaa, abbaa, aabaa, aabbaa, abaa],negative example:[bb, , a, abbba, abaab, aaaab, ababaaba, aabb, aaba, abaaba, ababbb, abaaaabb, ba]"
((a)*|(b))(bb|aa)*,"positive example:[abb, baaaa, baabb, aaa, , bbbaa, b, abbaa, aaabbbb],negative example:[baba, baabba, ab, babb, baaab, bbbaaa, baaba, ababb, abbaaa, abaabaa, aaabbb, ba]"
(((1?)*|(11?)*)|(111?)*)|0*,"positive example:[000, , 111],negative example:[011, 01, 100, 101, 1110, 000100110]"
aa*|a*b*,"positive example:[aa, , aabbb, aa*|a*b*],negative example:[aabababb, baaa, bbba]"
(a|bb)*(b)+(a|bb)*,"positive example:[babbbb, babba, babb, bbba, aabaaabb, bbb, bbaabb],negative example:[aababbba, aa, babaa, babbb, bbbaba, babbaba, bbbbbaba, bbababa, bbaababa, baaababaabb]"
1(11)*|0*,"positive example:[000, , 111, 11111],negative example:[100, 101, 010100, 1101, 0111, 0001, 1100, 1111, 1110]"
(a|b)*baa+,"positive example:[babbaa, aababaaaabaa, baabbbaa, bbaa, baabaa],negative example:[bb, aa, babb, baab, aababaaaaba, baabbb]"
(a*baa*),"positive example:[aabaaa],negative example:[bba, aa, babb, baaab, bbb, aab, aabababbaa]"
(a|b)(a|b)aa+,"positive example:[aaaaaa, bbaaaa],negative example:[aaa, aa, , bbaabbb, bbaaaab, bba, bb, a, b, aaaba, aaaabaa, aaaaaab, bbbb, aaba, bbabb]"
(a)(b)(aa*),"positive example:[abaaa],negative example:[aaa, , a, ab, bbabb, baa, aab, abaaaba, ababb, abbb, abba, abab]"
0*0*|110*1,"positive example:[000, , 111, 11001],negative example:[011, 01, 1, 00010, 100010, 1111, 1100, 1011, 1100111, 11100, 11110, 11101]"
a*(b*|bbb*)a*,"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[baba, baaab, bab, aabbbabbaabb]"
(a|b)(bb)*,"positive example:[abb, bbbbb, bbb, abbbb],negative example:[, bba, aba, aabbab, abbb, abaa, aaaa, abba, bbbb, bbaa, abab, bbab, baaa, bbba, babbab]"
0*1(11)*0*1*,"positive example:[001000111, 111, 101, 1111, 1110],negative example:[00, 101000, 1101, 1100, 00100011101101, 111010, 1010, 11110]"
(a)*b*(a)(a),"positive example:[aa, baa, aaaabaa, aabaa, abbbaa, aabbaa, abaa, bbaa],negative example:[bb, , a, aab, abbba, aaaabb, ababbbab, aaba, abaaba, abaabb, abaaaa, ababaa, abaaab, ba]"
(a)*bb*(a)*,"positive example:[bbba, aab, aabaaa],negative example:[bbbab, aa, babaa, bab, aabaaabbabb]"
(0*(1)0*(1)*)|(0*),"positive example:[00, , 001, 001111, 1001],negative example:[110, 001001001100, 1101, 11110]"
"(a*(ab{2,})*)*","positive example:[, aaabbbb, abbabba, aaabbbbaa, abba],negative example:[bbabb, aaba, baa, abbab, abbaaab, abaa, abbbbaba, abab]"
(a|ab|ba)*,"positive example:[baba, , ab, baa, aaaba, abba, ba],negative example:[abb, bba, baabb, bab, bbbbaab, aaababb]"
a*(b*|bb)a*(b|bb*)a*,"positive example:[babbba, bbba, aabaaabaaa, bab, aab],negative example:[aa, bababa, babab, aabbbaaababbbaab, babaaab, babbbab]"
(a*b*)*bba(a*b*)*b,"positive example:[bbaab, babbbbababbbaaab, abbab, bbab],negative example:[baabb, baabbaaaba, bab, baa, abbbba, bbabaa, abbabbbaba]"
(aaa)*(aba)*(a+b)*,"positive example:[, aaa, aaaab, aabab, abaaba, aaaaaaab, aaabab, abaaab, abaaaab, ababab],negative example:[abaaabaabbb, bb, a, aaaba, abbaa, aaabb, aaaaa, abbbb, aaaabaaa, abaabababa, abaa, aabb, aaba, abaaaa, abaabb, abaaabaabba, abaababb, ba]"
(a|b)*bb(a|b)*,"positive example:[babbaa, abb, babbbb],negative example:[aaba, b, bab, baa]"
(ab+ba)*(ba+ab)*,"positive example:[, baaaabbaab, abbabaab, abba, baab, abbbbaabbabaab],negative example:[bba, baabba, aaa, abb, aab, abbbbaab, abbaa, abbab, baaaabbaa, abaa, abab, baba, babb, bbbaabb, baabab, baabaa, baabbb]"
b*a(b|ab*a)*,"positive example:[b*a(b|ab*a)*, bbaaa, aaba, abbaa],negative example:[aa, aab, bbabbaaa]"
((10*)1*)0*,"positive example:[1, 1001, 11000, 11110],negative example:[011, , 00010, 1001011, 11010, 1101, 110001, 111101]"
a(a+b)*a(a+b)*,"positive example:[aaba, aaaab, aaabaaba, aaabab, aaababa, aaabaaaab, aabaab, aaab],negative example:[aaa, , bb, aab, aaababaa, aabaa, aaabaaa, aaababb, aaabaa, abaa, abbb, aabb, aaaaabbb, aaaaabba, aaabaabaa, ba]"
a*(baaa*)*,"positive example: [, baaa, aabaabaa], negative example: [baba, baaaba, babb, aabbaaba, bbbb, baab]"
(a*b)+,"positive example:[babbbaaab, (a*b)+],negative example:[aaba, bbbaba, baa]"
aa|ab|ba|bbaaa+,"positive example:[aa, ab, bbaaaaa, ba],negative example:[aaa, , bba, bb, abb, bbaaaaab, a, bbaaaba, b, bbaaabb, bbaabb, bbaa, bbbb, baaaa, bbba, babbb, bbaaba, bbabb, bbaba]"
a*b*aa+,"positive example:[bbbaaaa, baa, abbaa, aaaabaa, aabaa, aabbaa, abaa, aaaa],negative example:[abb, , aba, a, aaaab, aabb, baabb, babaa, bbba, aaba, baaba, babbbab, baaaab]"
((a|b)*(bb)(a|b)*)*,"positive example:[bb, baabb, , babb, abbaa, abbbb, aaababb],negative example:[ab, b, bab, baa, aaaba]"
a(ba|bb)*,"positive example:[abb, aba, abbbb, ababa],negative example:[bbbab, aaa, , baa, aab, abaa, abbb, abba, abab]"
0*1(0*10*110*)*,"positive example:[001, 10111111, 101011, 1000111, 1111, 00101110010011, 11011],negative example:[110, 00, 11111001, 0011101011, 111111, 1011, 111000, 1111001, 1010, 10001, 10]"
(aa)*(bb)*,"positive example:[aa, , aaaa, aabb, bbbb],negative example:[abb, aaa, aba, bbbbb, bbba, aab, baa, bbb, babbaab, bbaa, bbab]"
(a|b)+(a|b)*b,"positive example:[bab, aab, abaabbbab, bbaabbbab],negative example:[, bbbbaba, baaba, aaaba, abbbaba, abaa, bbaa]"
0*1+(0*1+0*)*,"positive example:[001000100, 110, 001000111, 001, 111, 101],negative example:[00, 1000, 10]"
(1+0*(10+)*1+)*|((0+1)*0)*|1,"positive example:[, 00010, 01010, 1000101, 0100, 1011, 11101, 010],negative example:[0001011, 010011, 01100110, 0101, 100010, 0111, 111010, 10110]"
(a*|(bb)*)b*,"positive example:[aa, , aabbb, (a*|(bb)*)b*],negative example:[bab, aabbbaaabba, ba]"
0*10*1*1*0,"positive example:[110, 100010, 10110, 1010, 0011110, 10],negative example:[00, 001, 0011110010011, 11010, 1101, 1011, 11000, 11011, 10101, 10001]"
((a|bb)(a|b)(a|bb))+,"positive example:[bbba, ababbbbbbbba, ababbbbbaba, abaaba, aaabbabbaaa, aaaaaa, aaabbabbbbaa, bbaa],negative example:[aa, , ab, bbabbba, baa, bbabbbb, bbabaa, bbbbab, bbabbaaab, bbbbaa, bbabbaaaa, bbbb, bbabab, bbab, bbbbbba, bbbbbabab, bbbbbbb, bbbbbabaa, babaabb]"
((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*,"positive example: [, 1110101, 0001111000, 0001111011, 01001, 01000011, 01000010, 010110, 01010, 0110, 1001, 10110, 10001], negative example: [1000, 1011, 1010, 010, 010000, 011, 0, 111, 010111, 0101, 0100, 0111, 0001, 11100, 10]"
0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*),"positive example:[10111000111, , 00, 1000010, 111101, 1010, 0010, 01101, 00001, 011010, 110, 0, 1, 011110, 0101, 0011, 1001, 1100, 0100, 1111, 10011, 10101, 011000111000],negative example:[0011101010, 01, 00101011, 001010001, 001011101, 0110101, 1101010, 101010, 110111010, 110001010, 0010101, 11010001010011, 0100101, 010101, 111101010, 1011010, 10001010, 110101110, 000010101, 1001010, 00100101, 11010100, 10]"
a|ba|ba|b*aaaa*,"positive example:[bbbbaaa, baaa, a, bbaaa, aaaaa],negative example:[bba, aa, , ab, b, bbaaab, bbaabb, baab, bbbb, baba, baaab, babb, bbaaba, bbabb, bbaba, bbbbaaaaabaa, bbbbaaaaabbb]"
(a|ab+|b)+ab+,"positive example:[bab, aab, bbbababbbaaab, aaab, baab, abbababbbaaab],negative example:[aaa, , a, bbba, b, baa, aabaabbbaba, abba, babaabbbaba]"
0*(1)*,"positive example:[00, , 00111, 0*(1)*],negative example:[100, 00111011001, 10]"
(b|(ab|ba)+),"positive example:[baba, b, abbaba, abbaab, abba, baab, abab],negative example:[bba, , aba, babaaa, bbb, abbba, abbbb, babab, aabbab, aaaa, baabaa]"
1+0+1+0+1+0+1+0+1+|0+1+0+1+0+1+0+1+0+|1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"positive example:[, 1011010001, 0100101010, 010110110, 010110111, 111, 010010, 0100101, 0100100, 01011, 1010010101, 101101, 010010100, 1011001100100, 10110110110, 101010101, 101001, 111010000, 0100001111, 101100001, 00010110110, 10110011000, 101100110110, 101101011, 01001, 0100110, 101001001000, 0101000, 10110011001100001, 0, 010000, 1011010, 101100110101, 101001110, 10110011001111001, 10101, 0100100001, 1010100011, 10110110001, 101100111100101, 010011001000, 010011001001, 10101110101, 01001100101110, 1011010101, 010110001010, 010011011, 010011010, 0100101110, 1010010010010, 101100110, 10110011001101000, 1011001111, 0101010, 010110100010, 101100110111, 010000111100110, 01110, 0101, 101001001, 01001100001, 010101010, 101101111010, 010010010, 010010011100, 101100, 101100101, 1011, 101100100, 010100011100, 101101111, 010110101110, 1011110, 1011001100110110110001, 0101101, 10110011001101111010, 10110110, 10100101110011, 1010101, 101100110100011, 01001100111, 0100100101, 111010, 010000111100, 0100110010100, 01011110, 10001, 1011001100110, 111010000100001110111, 1011011011],  
negative example:[100110111101010, 100110010001010, 01, 010011001110101, 010011110101, 10011001101110101, 100110010100010, 10011001100110110101, 1001001010, 0101000111001, 01011010101, 100100001010, 100110011010101, 1001001001010, 0101101110101, 010010101, 0100101001, 100101010, 010010000101001, 10011000011110110001000100110, 010110110101, 10011001010, 1001101101010, 100110100010, 01011000101, 1001100110110101, 100110110110101, 10010111000110, 1110, 000111011110100011101, 0100110110101, 010010010001010, 01001001110101, 010110101001, 01001001011101, 1001100110011001001010, 100110010111010, 10011001101000100, 1001100110110110101, 100110011011011110101, 100110011000011110001010, 010011000010101, 101010, 010010010101, 01000010101, 0100110101, 10011010110, 01001100110101, 10011001101101011, 10011001001010, 10011001100110010000111010, 10011001010110, 100111101010, 10011001100110010110, 1001010, 100110110001010, 1001100110011001010, 010011001001010, 1001100110101110, 010110101, 010101, 01001011101, 01001001001010, 100100111010, 10011001100110101, 100110011001010, 0100110010101, 1001101010, 10011001101010, 01010101]"
10*(10*)*,"positive example:[100, 111, 10*(10*)*],negative example:[, 01, 001100]"
(110|10|0*)*,"positive example: [, 100, 1011010, 11000], negative example: [11, 101, 1101, 1111, 1001, 00101, 11001, 11101100]"
(a+b)*(b+bb)*(a+b)*,"positive example: [, ab, bbbbbab, bbb, bbbabab, aaababbbbab, abbbbab, bbbaab], negative example: [bbaabbaa, abb, bb, bbbaa, bbba, bbbabba, bab, baa, aaaba, abba, bbbbbababbb, bbab]"
b*b(a|b)*|(a|b)*bb*,"positive example:[baa, bbb, abaab, aaabab, abbbab],negative example:[, aaaba, abbbaba, abaa]"
((1+)+)*|0*,"positive example:[000, , 111],negative example:[01, 100, 101, 1110, 000111001, 010]"
([b]*aa),"positive example:[bbaa], negative example:[abb, bba, bb, aba, aabaa, bbaabbabb, aaab, aaaa]"
b*(ab+ba+b)*b*a*,"positive example:[bb, , abbababbaba, abbaba, abbabba, abbbbabbbbaa, abbabaa, abbaaab, abbbbabbbb, bbaaaa],negative example:[abbaaabbab, abb, abbabbbbab, aabaa, aaaab, abbabab, abaa, abab, abbabaab, abbabbab, bbaabbbab, abbbba, abbabbaab]"
(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0)|(0+1),"positive example:[110, 11, 001, 0110, 0000, 11110, 00110, 000010, 0011110, 10, 010],negative example:[, 000011, 001100, 001101, 111100, 111101, 00101, 00111100, 00100, 00111101, 011, 0, 1, 0101, 1101, 1100, 0100, 10000, 10111]"
(a|b)?a*b(a?),"positive example:[bba, baba, aba, baaab, b, aaab, baab, ba],negative example:[abb, aa, , bbb, bbaa, baaaabb, bbab, babba, baabb, babbb, babaaaa, baabab, baabaa, bababbb]"
(0)*(1*)(0)*,"positive example:[110, 00, , 001, 001000],negative example:[101, 00111000111001, 1010]"
0?|0|1|(010)*(101)*|(01)*|(10)*,"positive example: [, 01, 010010010, 101010, 101101101, 010, 0, 1, 101, 010101, 0101, 010010101, 0101010101, 010101101, 10], negative example: [0100101011, 101011, 01001000, 010110, 011, 110, 1010111, 111, 1010110, 01001010100, 01001010101, 010111, 01010, 0000, 0100, 01010111, 10110, 01010110, 0100100110, 001011, 0100100111, 10111, 0101010100, 010101010, 01010101010, 01001, 0101001, 01001011, 0101000, 010000, 1010100, 100, 010010101110, 010001, 010010101111, 1010101, 0101010110, 10100, 0100101011000, 010101001, 0101010111, 0100101011001, 010101000]"
(01*)(010)*|(10)*(101)*,"positive example:[0, , 1010, 101101101, 10101, 0010010, 011010],negative example:[0000010, 00100110, 001001, 101110, 101111, 1000, 10110111, 110, 111, 1011001, 1011000, 001010, 001011, 1011, 00011, 10110101, 10110100, 1010100, 1, 10110110, 0110, 1001, 00100111, 001000, 10100]"
a*|(b*aa)*a*,"positive example:[aa, aaa, , baaa, bbbaabaaa, aabaaa], negative example:[baaabb, babaa, baaaba, aab, bbbabbabb, baaba, aaaab]"
(1+(0*1+))*|(0+(1*0*)0*)*,"positive example:[000, , 011, 111, 1101, 1001, 101101, 10110001, 10111101],negative example:[110, 100, 1, 1011110, 111010, 101101000, 101100010, 10110101011]"
(a|b)*b+bb+(a|b)*,"positive example:[bbaaabbb, bbbaa, bbbbb, babbabbb, baabbb],negative example:[bb, aaba, bab, baa, bbaa, bbab]"
a*(b(aa+))*,"positive example:[, aabaaa, baabaa],negative example:[baabba, baaab, aaba, aababaa, aababbb, baabbb]"
b*aa,"positive example:[bbaa], negative example:[abb, bba, bb, aba, aaba, aaabb, bbaaaaaba, aabb]"
a*bb*a*bb*a*,"positive example:[baba, bb, aabaaabbbaaa, bab, bbabb, bbbba, bbaba, bbaaab],negative example:[aa, bbbbabab, baaa, bbababb, aabbaaabbbaaabaabba, aab, babab, baaabab, bbabab, babbab]"
(a*ba*ba*b)+|b,"positive example:[aaabbaababaabbbbb, baabb, babb, abbbaabbb, b, bbb, abbb, abbbabbbbabb, bbab],negative example:[bbbbbbabaab, aa, , bbba, ab, bbbbbbaaab, bbbba, bab, baa, bbbbbbabb, bbaabbba]"
((1?|11?)|111?)*|0*,"positive example:[000, , 111],negative example:[011, 101011, 0001, 1000, 1110, 010]"
(0|1)(0|1)(0|1)((0|1)?),"positive example:[000, 111, 0000, 1111], negative example:[00, 0, , 11, 1, 1111111, 0000000]"
b*(a+b)*b*,"positive example:[bb, , aab, bbabaabbbb, abab],negative example:[bbaaaba, abbaa, abbbba, ababba, abaa, abbabaabb]"
((a+b)(a+b))*(a+b)*,"positive example:[, ab, aaabab, ((a+b)(a+b))*(a+b)*],negative example:[abb, bbabb, baa, aaaba]"
(a*)|(a*baa*),"positive example:[aa, , aabaaa],negative example:[bba, baaabb, baba, aabbbaabb, bab, aab]"
a*b(bb+|a*)*,"positive example:[bbbaaabba, aabbbabba, bbbbba, aabbbabb, ba],negative example:[aabbbbbaaababbab, bbbab, aa, bab, bbbabaaa]"
a*b*(bb)*b*a*,"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[bbbab, babb, baaab, aababaabba]"
(a*)b((a*)(b(a*b)b))+a*,"positive example:[aabbaabbbbb, bbbbaabbb, bbbbbabb, bbbb, baabbb],negative example:[bba, aa, bbbbb, aab, bbbbbbaaa, aabbbbaabaababbab, bbbbbb, baab]"
"[ab]b+a{2,}","positive example:[abbbaaaa, bbbbaaaa, abaa, bbaa],negative example:[aaa, , bbaaaab, bba, aba, a, bab, b, aab, baa, abbb, bbaabb, bbbb, bbaaba, bbaba, abbbabbbaab, abaaba, bbbbabbbaab, abaabb, abaaaab, ababa]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0*,"positive example:[01110010, 00, , 1000101, 1011, 11101, 010000100],negative example:[001, 0100001, 01011, 100010, 111010, 01110101100, 10110, 01001001]"
(ba*ba*ba*)*a*ba,"positive example:[aba, bbbbbbbaaaabbba, aaaba, bbbbbbbaababba, bbbbbbbaabbba, bbaabaabbbbababba, bbbbbbbabbba, ba],negative example:[, a, abaaa, abaab, bbbbaaaab, ababaaba, abbb, aaab, abba, bbaabaabaabbbbb, bbbbaba, bbbbabb, babbb, ababbb, bbbbaaba, bbaabaabaa]"
b*ab*(ab*ab*)*,"positive example:[aaa, aaba, bbabbaa, b*ab*(ab*ab*)*],negative example:[aa, aab, bbabbaaa]"
(a|b)b?,"positive example:[bb, ab, a, b],negative example:[, bab, aab, aaabbaa, abaa, abbb, abba, bbaa, bbbb, abab, baabbaa, bbab, bbba]"
ab|ab+(a|b)*aaa,"positive example:[ab, abbbbabaaa, ababaaa, abaaa, ababbaaa, abbaabaaa, abbaaabbaaa, abbaabbaaa, abbaaabaaa, abbaaaaabaaa],negative example:[, bb, a, abbbaaba, abbbaaabb, abbbaabb, abbbaaaaab, abbabbaaaba, abbb, abaa, aaaa, aabb, ababa, ba]"
(a)*baa(a|b),"positive example:[aabaaa, aabaab],negative example:[baaabb, baaaaa, aa, baabba, baaaba, aabbbabb, aab, baa, bbaa, baba, babb, baabab, baaaab, ba, baabbb, baabaa]"
(0|1*),"positive example:[, 111],negative example:[000, 011, 111000, 111011, 10]"
[a-b]*[b]+a{2}[a-b]*,"positive example:[aababbaaaa, aababbaabb, babaa, bbaa],negative example:[baba, aa, babb, aabbbab, ba]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*,"positive example:[0101100010, , 000100101, 1110101, 100011, 0100100100001110, 0100111100, 1010, 01000010111, 0100110, 01001001, 0101000, 01001101, 0, 1, 101, 0100100, 01110, 01011, 0100100101, 01011000, 010110111101],negative example:[01001100101110, 01, 010011110101, 10110101, 0100110010010000111010, 100, 010101, 0101101101011, 0100110010100, 010000110101, 0100110010101, 01011011010001, 0001110111101100010101100, 11101010, 10]"
(ab+ba)*,"positive example: [, abbbbaabba, abba], negative example: [abb, ab, aab, abbaa, aaaabba, abbaba, abbbbab, abbabb, abaa, abab]"
(ab+aa|bb+ba)*(a+b)*,"positive example:[, ab, abaab, abaaabbbbaaaab, abaaabbaabbbabbbaaab, abaaaabab, abaaabbaabbbbba, abaa, abaaabbaaaab, abaabbbaaab, abaabab, ababab, abaaaaab, abaabaab, abaaabbaabbbaaab],negative example:[bb, bbbaabbaba, bbbaabbabb, bbbaabba, bbbab, bbbaabbbb, bbbaababb, bbbaabbaab, bbbaabaabbbbbaba, babbab, bba, bbb, bbbaabbbbaaa, aabaa, bbbaabaaba, bbbaabababb, bbbaaabba, bbbaabaaabbab, baaa, bbbaaabbb, bbbaaba, bbbaaaaaba, bbbaabaabbaa, bbbaabaaaa, bbbaabaabbab]"
((ab|ba)(ab|ba)*(aa|ab|bb|ba)*)+(ab?),"positive example:[babaab, baaabaab, baabbaab, baabbbab, baabaaa, babba, bababaab, babaa, baaba, abbaab, abaaab, baaabbab, abbbab, babbbbab, baabab, babbab],negative example:[aaa, abb, , a, b, aab, abababb, abaab, abbaaab, abbbaab, bbbb, baba, baaa, babb, bbaaba, abaaaab, ababaa, ababaab, ababbbb, ababbab]"
(a+b+)|(b+a+)(aaa)+a*,"positive example:[bbbaaaaaa, baaaa, abbb, aaab],negative example:[, baaabb, baaaba, a, b, baa, abaaa, abbba, aaaba, ababb, baaaaba, baaaabb, baba, baabb, bbba, baaa, babb, baaba, baaaaaab]"
0*(0+1+)*0*,"positive example:[000, , 011, 0*(0+1+)*0*],negative example:[111001, 10]"
(a+ab+b)*(ba+a)*,"positive example:[, aabbaaaabb, aabbaaaabbbaa, aabbbaabaa, aabbbbbaaaabbaabbbaa, baaaabaa, aabbaaaabbb, baabaa, aabbbaabbbaa],negative example:[bb, aabbbaaaabab, aa, ab, aabba, aabaa, aabab, aabbbaabbbbbaba, baaaabbbabb, baababb, aabbbaabbbabb, baababa, baab, baabbaa, aabbbaabaabb, aabbbaabbabb, aabbbaabbaba, aabbba, aabbbaabbaaaab, aabbbaab, ba]"
1*(0+1+0+)*1*|1*|0*,"positive example:[000, , 1, 00010000100111, 0101, 01110, 1000100, 0100, 101100, 110100, 1010, 000100001001110111],negative example:[101, 0100101011, 0100101110, 01010, 101010, 0111001110100100, 0100100001010, 0001, 11100011, 10]"
0*1(0*1)*,"positive example:[0*1(0*1)*, 10011101], negative example:[1011100]"
(b+)*(a+)*(b+)*(aaa+),"positive example:[aaa, abaaa, aabaaa, aabbaaa, aaabaaa, aaabbaaa, aaaaabaaa, bbabbbaaaaa],negative example:[abb, bba, bb, aba, bbaabbbaabaa, aaaba, bbaabbbaabbb, aaabb, aaaaab, aabaaaaab, bbaa, aaba, aabaaabb, aabaaaba, aababb, aababa, bbaabbbaa]"
(bab)*,"positive example:[, babbab],negative example:[babb, babaa, baaa, babab, bbaa, bbbb, baab, ba]"
(0*1+0*1+0*)*,"positive example:[11, 011, , 101010111, 1000101100, 000101, 1000101111, 101000101, 0101, 100010, 101010110],negative example:[000, 1, 01, 101010, 0001, 10101, 100010001, 010]"
(ab)*(ba)*(ab?)|(ba)*(ab)*(ba?),"positive example:[baabba, abb, aba, bab, baa, abbaa, baababba, abbababaab, abba, baab, abab, baabb, baba, abbabaab, abbaab, baabababba],negative example:[baababbba, , baababbbb, abbab, abbabba, aabbab, abbabbb, abbabaaa, baabaaa, ababbaba, baabbab, baabaab, babb, abbaabaa, abbaabab, babaaba, abbaaa, baabbb, bba, baababbaa, baababbab, bbb, abbba, abbbb, abbaaaa, baababaa, abbabab, baababab, abbababa, abbaaab, abbababb, abaa, aaaa, baababa, baaaa, baaab, abbaabba, abbaabbb, baabab, abbabaabb, baabaa]"
