Regex,Attempt Regex,DeepSeek Output
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(1+0*1*0*1+),"positive example:[00, , 11, 111101, 1010111, 1010001, 1011101, 011000, 00010, 1101, 0000, 11001, 10001],negative example:[10101110, 10100010, 00101100, 10001110100, 11010, 1010, 01100, 00001, 1, 0011, 1010101, 1100, 0001, 11110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*0)|(1(0|1)*1)|0*,"positive example: [, 110011101, 101, 00010, 0100, 0111010], negative example: [001, 1111010, 1100, 10010, 0101110001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*|(1+0*1+)*,"positive example:[000, 11110111, , 101, 110110001, 1101, 00100001110, 1001, 00100100, 01100, 010],negative example:[10101101, 101000, 1110, 01001, 1011000110, 0010001, 110, 011, 0, 100, 1, 1011110, 10110110, 0001, 001010, 001011, 00100111001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1+)*)|(0+(1+0+)*),"positive example:[00, 0100111010, 1000101, 1011, 11101],negative example:[110, , 001, 101100010, 0101110001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((1+0*1+)*)|((0+1*0+)*))?,"positive example:[000, , 010010, 1011001, 111, 1011011, 0100001110, 0110, 10011, 0010, 11011, 10111101],negative example:[110101, 110110, 1101111010, 1010, 0100111001, 01001001, 110001001100, 011, 0, 100, 001, 1, 0100001, 01011, 01010, 0001, 111010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,"positive example:[010], negative example:[11, 011, 01, 000100, 0011, 0100, 10]"
(0|10*1)*,((11)|0)*,"positive example:[110, , ((11)|0)*, 0011, 1111],negative example:[111, 101101, 1000, 00111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|(1(0*1*)1),"positive example:[1111, 1001, 001100010, 010],negative example:[001000111, 110, , 01, 1, 1111000110, 1101, 10010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0((0*1*)*)0)|(1((0*1*)*)1),"positive example:[110011101, 101, 00110, 000010, 011010],negative example:[001000111, , 01, 1111010, 1100, 10010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0((0*1*)*)0)|(1((0*1*)*)1)?,"positive example:[111101, 11001, 100101, 00110, 000010, 011010],negative example:[01, 1111010, 1100, 10010, 0011000101]"
0(0|1)*0,00*(0+1)*0*0,"positive example:[000, 0010, 000010],negative example:[011, , 001, 0011, 101100, 00001011, 010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1+0)*)|(1+(0+1)*),"positive example:[010110, 0, 1, 00010, 01010, 101001, 1001, 10101, 11101, 0111010, 010],negative example:[011, , 011001, 010100, 100010, 101011, 0001, 10110, 1110, 01011000, 101110011, 10100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*1|(0+1+)*0,"positive example:[101, 110111101, 0110, 1001, 0000111010, 0010010, 11000101, 010],negative example:[, 100, 111100010, 110110, 0100, 1011, 001011000011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*1+|(0+1+)*0+,"positive example:[1011000101, 11, 00010, 0100, 0111010],negative example:[, 001, 100010, 111010, 10110, 0101110001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0(0*1+0+)*|1(1*0+1+)*,"positive example:[1000101, 111101, 101001, 0010, 00110, 0100010, 1011101, 010110, 0, 1, 1101, 11001, 0111010, 000010],negative example:[, 11, 00, 100010, 11010, 00001, 0011101, 011, 001000101, 0101, 01011, 10111010, 1100, 11110, 10100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1+0+)*|1(1*0+1+)*)?,"positive example:[0101100010, , 111101, 0010, 00110, 0, 11010011101, 1, 101, 0110, 1001, 11001, 000010],negative example:[011, 11, 100, 001, 0101, 11010, 0011, 0000, 1100, 00001011000101, 11110, 10100111010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0+)*)|(1+(0+1+)*)),"positive example:[00010, 1000101, 0100, 1011, 11101, 0111010],negative example:[110, , 001, 101100010, 0101110001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01)*0|1*(10)*1,"positive example:[000, 0001010, 1, 01010, 10101, 11101, 010],negative example:[, 1001011, 101010, 1011, 01001, 010101, 0101, 01000, 01011, 0110, 0111, 0001, 111010, 10000, 10110, 10111, 10100, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+1+)*|(0+1+0+)*,"positive example:[01110010, , 000100, 101, 111011001, 1001, 101101, 111011, 10111101, 01001100, 010000100, 010],negative example:[1000100010, 101011, 101100, 0100001001, 1110, 01001, 010011, 0, 1, 1011110, 10110110, 01010, 0001, 10110, 0111011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1+0+1+)*|(0+1+0+)*,"positive example:[00, , 101, 111000111, 101101, 01001110, 010000100],negative example:[000111010, 01, 0100101, 1011010, 01011, 101000, 10111010, 111000101101, 01000101, 10]"
0(0|1)*0,0+(0*1*)0+,"positive example:[01000, 01110, 0000, 0010, 00110, 000010],negative example:[11, 0, , 010111, 010001, 0101, 0011, 0111010100, 00101, 00001, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|(010)*,"positive example:[0, , 010010],negative example:[111001, 01001, 0100110, 01001011, 010000, 011, 000, 001, 01001010, 0100111, 010001, 0100, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|(010)*|(10101)*,"positive example:[0, , 010010, 1010110101],negative example:[01, 101011001, 101011000, 010011, 0100101, 101001101, 01011, 01010, 0100, 10110, 10111, 10, 10101110, 11, 10101111, 1010, 1010100, 010000, 000, 1010000, 001, 1, 101, 010001, 0110, 1010101, 0111]"
(0|10*1)*,(0*|(11)*)(0*|(11)*)*,"positive example:[11, 110, , (0*|(11)*)(0*|(11)*)*, 0011, 1111], negative example:[111, 00100010, 1101, 1011]"
(0|10*1)*,(0*|(11)*)(0*|(11)*)*|(101)*,"positive example:[011, 00, , 110011, 0110, 1111, 101101, 01111],negative example:[0001000110, 101110, 101111, 1011, 10110101, 01101, 10110100, 1011001, 100, 111, 1, 1011000, 0101, 1101, 0111, 10110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+|0(1+0)*)|(1+|1(0+1)*),"positive example:[010110, 0, 1, 101, 01010, 0000, 1000101, 1111, 101001, 10101, 0111010, 010],negative example:[, 0010, 00001, 111101101, 110, 011, 1010110, 100, 010101, 011001, 0011, 11000, 01011000, 10111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|(1(0*1*)*1),"positive example:[101, 001100010, 1101110001, 010],negative example:[, 000101, 0011, 1111010, 1100, 10010, 01101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)*|(1(0*1*)*1)*,"positive example:[, 111101, 11001, 100101, 00110, 000010, 011010],negative example:[001000111, 01, 110111000, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(10*1)*|(01*0)*,"positive example: [, 00010, 0000, 0110, 1111, 1001, 11101], negative example: [0011, 0001, 10011, 1110, 11000, 0010, 11110, 1101101, 01100, 00001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1|0|(01*0)*|(10*1)*,"positive example:[, 0, 1, 101, 00010, 1000111, 0000, 1111, 11101, 0111000, 010],negative example:[110, 001, 011100, 01010, 100011, 0001, 11111, 1110, 00000, 10101, 10100, 010111001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1+0+)*,"positive example:[, 010010, 011100, 00010, 011100110, 01000010, 010],negative example:[01001011011, 11, 000, 01, 0100001, 0101, 010010100, 0001110011, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0)?,"positive example:[111101, 11001, 100101, 001100010, 010], negative example:[001000111, 01, 1111010, 1100, 10010]"
(0|10*1)*,(0*)(11)*,"positive example:[00, , 001111, 1111],negative example:[1101, 1100, 101101, 1000, 1110, 11110, 00111]"
(0|10*1)*,(0*)(10*1)*(0*),"positive example:[00, , 1111, 11000, 00100111, 11101],negative example:[110100, 110001, 11111, 1110, 0010011, 11011011]"
(0|10*1)*,0*|(10*1)*|(11)*,"positive example:[11, 000, , 1111, 100111, 11101],negative example:[111, 1001001100, 01, 1101, 1110, 11110, 00011, 010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(0(0|1)*0)|(1(0|1)*1),"positive example:[11, 101000111, 00010, 0100, 0111010],negative example:[011101, , 000101, 100010, 111010, 10110, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1((1+0+1)|(01))*)|(0+1+0((0+1+0)|(10))*),"positive example: [, 0001010, 10001111001, 10101101, 10110101, 01001110, 01000010, 0101010, 010, 000, 010010, 1, 101, 0110, 1010101, 101101, 01010010, 11101], negative example: [1011010110, 01, 000100001110101, 101010, 101000, 101011, 101001, 111000111100, 01001, 0101111, 010110010, 011, 0100101, 010101, 010100, 01011, 10110, 10100, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(11*0*11*)*|(00*1*00*)*,"positive example: [, 0010, 10110001, 01000010, 010, 000, 010010, 111, 011100110, 101101, 101111011, 10011, 11011], negative example: [1110, 11011000101, 01001, 0111000011, 0, 001, 100, 1, 01001010100, 110110100, 0001, 10110, 010010111, 11011110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(01))*)|(0+1+0+((0+1+0)|(10))*),"positive example:[0011101010, , 00, 10110111101, 10101101, 00100110, 101101101, 0010, 0010010010, 101111011000101, 00100100001010, 1, 101, 001000010, 0100, 101101, 111011, 100010101, 01010010, 001001001110],negative example:[01, 01001001001, 101010, 1010011001, 1000110, 101000, 101011, 0001110101, 01001, 01000010011101001, 0101011, 010110, 010011, 1010100, 1011110, 1110110001100, 010111, 010100, 10110110, 1011011010110, 0100100001, 1011011110, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0(0*1*)*0|1(1*0*)*1,"positive example:[111101, 11001, 100101, 0010001110, 010],negative example:[001000111, , 01, 11011100, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0?|0(0*1*)*0|1(1*0*)*1,"positive example:[, 110011101, 101, 00010, 0100, 0111010],negative example:[011101, 000101, 01001, 1100111010, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(0+1))*)|(0+1+0+((0+1+0)|(1+0))*),"positive example: [, 111000111010111101, 10101101, 10101001, 101001, 0101000010, 0101010, 010, 000, 1010110001, 111, 101, 000111000111010, 01010, 01010110, 10101, 01010010, 010100110], negative example: [10101011, 10101100, 101011, 10101111011, 1010, 0101011, 1010100, 1010110, 01110100, 0101, 0100011101, 0001, 01010100, 01010011, 11100011100010, 010100100, 010100001, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(00*)|(11*)|(11*0*11*)*|(00*1*00*)*,"positive example:[01110010, 00, 11, , 101101, 01000010, 1000111101],negative example:[110, 001, 1011110, 010100, 01011101, 010000111001, 101100101, 101100100, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+),"positive example:[101, 01000, 01110, 1101, 0000, 111101, 1111, 100111, 11001, 0010, 0000110],negative example:[, 1101110, 1100010, 110100, 00101, 1010, 00001, 110, 0, 011100010100, 100, 1, 010111, 11110101, 0101, 0011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+)?,"positive example:[, 11, 00, 111101, 010, 1101, 0110, 11001, 10111, 10001, 001000, 001110, 000010], negative example:[00101, 1010, 00001, 010111001, 011101, 110, 0, 1011100, 1, 010001, 01010, 0011, 1111010, 1100, 10010, 10101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0*1+)*|0(1*0+)*,"positive example:[00010, 1000101, 0100, 1011, 11101, 0111010],negative example:[011101, 110, , 000101, 1010001110, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|(0+1+0+)*|(1+0+1+)*,"positive example: [, 01000, 1001, 0001001110, 0100, 101101, 1011, 10110001, 10111101, 11101], negative example: [0001011, 100, 01, 1, 01010, 10110, 1110, 101111010010, 010011101, 101101011, 101100010, 01000101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0*1+))*|(0(1*0+))*,"positive example:[10011110011, 11, 00, , 000100, 111011, 11101, 011000010, 0001100],negative example:[0001011, 0110011, 0001010, 000001, 1110110, 0001, 1110, 11011, 1111100, 100100010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1*0)*0*)|(1+(0*1)*1*),"positive example:[00, 0100111010, 1000101, 1011, 11101],negative example:[011101, , 100010, 111010, 00101, 10110, 01001]"
(0|10*1)*,(10*10*)*,"positive example:[, 110011, 100111, 11101],negative example:[000, 01011, 10011, 1100111, 1110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1+)*)|(0+(1*0+)*),"positive example:[00, 1000101, 0100111010, 1011, 11101],negative example:[010110001, , 001, 100010, 111010, 10110]"
0(0|1)*0,0+(10)*0+,"positive example:[010100, 0000, 000010000, 00100],negative example:[11, , 001001, 101100, 0010011, 0, 001, 0101, 01011, 01010, 0110, 0011, 0111, 00001000010]"
0(0|1)*0,0+((10)*|(01)*)0+,"positive example:[010000, 00, 010100, 001010, 001000, 0010100, 0000100],negative example:[11, , 00101, 00110, 00001, 01001, 0010010, 0010011, 0010101, 0, 010001, 001110011, 0101, 01011, 01010, 0110, 0111, 00100001, 001011, 10]"
0(0|1)*0,0+((10)*(01)*)0+,"positive example:[00, 010010, 0100100, 001010, 010010100, 001000, 00100100, 00100, 000010, 0100000, 0101000],negative example:[11, , 00101011, 001111, 00100110, 00101, 00110, 00001, 01001001, 0100011, 0100010, 0010001, 01000001, 0, 0100101, 011100, 0101, 01011, 01010, 0110, 001011, 00100111, 10]"
0(0|1)*0,0+((10)*(01)*|(01)*(10)*)0+,"positive example:[00101100, 001100, 0000101100, 00110100, 0100000, 0101000, 010010, 0100100, 0000, 010010100, 001010, 001000, 00100100],negative example:[, 00100011, 001101, 00101, 00001, 0011001, 01001001, 010011, 0100101, 0101, 01011, 01010, 001110, 001011, 11, 001111, 100110, 00110001, 0100110, 0011011, 0010001, 0010101, 0, 001001011, 0011010, 0100111, 010001, 0110, 0111, 0010000010]"
0(0|1)*0,0+(1*0*)0+,"positive example:[00, 0110, 001000, 001110, 000010, 010],negative example:[11, 011, , 0, 001, 0101, 001101, 100110, 00101, 0000100010, 001011]"
0(0|1)*0,0+(1*0*|0*1*)0+,"positive example:[00, 0110, 001000, 001110, 000010, 010],negative example:[011, 11, 0, , 001, 0101, 0000111000111001, 00101, 001010, 10]"
0(0|1)*0,0+(1*0*)(0*1*)0+,"positive example:[00, 01010, 0010, 00110, 01110111000, 000010, 0100010, 010],negative example:[11, , 00001, 010100011101, 0010101, 0, 010101, 010001, 01110101, 0011, 01010100, 01011101, 10]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+),"positive example:[00, 0110, 1101, 111101, 1111, 11001, 001000, 001110, 10111, 10001, 000010, 010],negative example:[, 110101, 1101110, 11010, 00101, 1010, 00001, 0010111, 0010001, 00111010100, 011, 110, 0, 100, 1, 0101, 1111000100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(01))*|(0+(10)*),"positive example: [, 0, 101, 111011101, 01010, 00010, 101101], negative example: [01001, 1011000, 010101, 0101, 01000, 01011, 0110, 0111, 0001, 10101, 10111, 10100, 1110110010011, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(01))*|(0+(10)*)*,"positive example:[, 101, 00010, 111011101, 01010, 0100, 101101, 010],negative example:[11, 1011000, 001111, 0101, 0011, 0100110010, 10110, 10101, 10100, 101111001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1))*|(0+(1*0)*)*,"positive example:[00, , 101, 110111001, 1111, 11110110001, 1101101, 010111000],negative example:[011101, 000101, 1000110100100, 1011100, 101110, 11011, 101101011, 1011111011, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1+0+)*|(1+0+1+)*|1*|0*,"positive example:[01110010, 00, , 101, 1110110001, 10111, 010000100],negative example:[0001011, 01, 010001, 01010, 101110, 11101011001, 10100, 010011001, 1011000110, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*(0*1+)*0+)*|(1+(0*1+))*|0*,"positive example:[110001101, , 111, 101, 00010, 0100, 1101111011, 10011, 0111010],negative example:[011101, 100, 000101, 1, 1101000, 110101101, 110110, 110111100010, 111010, 1010, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,"positive example:[110011101, 101, 001100010, 010],negative example:[, 0011, 1111010, 1100, 10010, 01101, 0000101]"
(0(0*|1+0)*)|(1(1*|0+1)*),1(0|1)*1|0(0|1)*0,"positive example:[110011101, 101, 0010001110, 010],negative example:[, 0011, 1111010, 10010, 01101, 0000101]"
(0(0*|1+0)*)|(1(1*|0+1)*),1(0|1)*1|0((0|1)*0)*,"positive example:[110011101, 101, 00010, 0100, 011010],negative example:[011101, , 000101, 01001, 1100111010, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+(1+0+)*|1+(0+1+)*,"positive example:[00010, 1000101, 0100, 1011, 11101, 0111010],negative example:[011101, , 000101, 100010, 111010, 10110, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1((0|1)*1)*|0((0|1)*0)*,"positive example:[00, 1011000101, 11, 010111000],negative example:[110, , 001, 010011101, 101100010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|1+(0+1+)*|0+(1+0+),"positive example:[11, 0, , 00010, 101000111, 0111000, 010],negative example:[110, 010001, 01011, 0101, 0001, 0111010010, 101100010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|(0+1*0+)*|(1+0*1+)*,"positive example:[000, 11, , 001001110, 001000010, 1011011, 0110, 1000111101, 010],negative example:[10101011, 000101, 0010000101, 001001, 101000, 1011000110, 110, 011, 0, 1011110, 0101, 00111011, 001010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)*|(1+0*1+)*,"positive example:[, 101, 01000, 1110111, 0001001110, 10110001, 010],negative example:[1000100100, 110, 001, 01001010, 101011, 10110, 010000111011, 1011110110, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)*|(1+0*1+)(01)*,"positive example:[01110010, 00, , 111, 1010101, 11101110101, 10101, 10001, 010000100],negative example:[10101011, 011100001011, 101010, 101001, 1110, 00101, 1010, 01001, 1010111, 1010100, 1010110, 01001010, 10001110001100, 10100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)(10)*|(1+0*1+)(01)*,"positive example:[1011101, , 000, 1, 101, 1110101, 01010, 1010101, 100010101, 0101010, 0001110001010, 010],negative example:[01, 10101010, 101010, 101000, 101110, 101011, 1110, 1010, 0001110101, 0101001, 100010010011, 0101000, 0101011, 010110, 1010100, 1010111, 1010110, 010111, 010001, 010100, 0101, 01010101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1(0|1)*1|0(0|1)*0,"positive example:[00010, 111101, 0100, 11001, 100101, 0111010],negative example:[, 001, 010011101, 1100111010, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0|1(0|1)*1|0(0|1)*0)?,"positive example:[00, , 101, 110111001, 010111000],negative example:[001, 1111010, 1100, 10010, 0101110001]"
(0(0*|1+0)*)|(1(1*|0+1)*),0+(1+0+)*|1+(0+1+)+,"positive example:[111010011101, 101, 00010, 1001, 0100, 0111010],negative example:[011101, , 100, 000101, 1, 1010111000, 1110, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"positive example:[00010, 0100, 1011, 100101, 11101, 0111010],negative example:[, 001, 100010, 111010, 10110, 0101110001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|0*|(1+(0*1*)1+)|(0+(1*0*)0+),"positive example:[, 000, 1, 101, 00011100, 1000111, 11101, 010],negative example:[0110001, 01, 011011, 0101, 1110111010011, 100010, 1010, 00011010, 10100, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*,"positive example:[00, , 01010],negative example:[11, 001, 001100, 0101, 0100111101, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|(101)*,"positive example: [, 00010, 01010, 0100, 101101, 010], negative example: [11, 0001011, 101110, 101111, 010011, 1, 0101, 0110, 10000110, 1001, 0111, 10110, 10101, 10100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|(101)*1*,"positive example:[11, , 1011111, 00010, 01010, 0100, 101101, 1011, 010],negative example:[101110, 00110, 1011001, 001, 1011000, 0100111, 0101, 1100, 11110, 10101, 10100, 11010011, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*,"positive example:[00, , 1011111, 010010, 111, 101, 11101101, 01010, 111011],negative example:[1110, 10110101, 10110100, 1011000010, 1011101, 010110, 1011100, 100, 10110011, 0101, 10111110, 0011, 0111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*|(1001),"positive example:[00, 11, , 010010, 1, 01010, 1001, 1111011, 1011, 1101101, 11011111],negative example:[11011010, 1101000, 1101110, 101110, 100110, 1000, 1010, 010110, 100, 0101, 0011, 1100, 0111, 110101011, 100111, 100100, 11110, 100101, 1101111101, 11011001, 11011100, 11011000, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(0*1*)*0+)|(1+(0*1*)*1+),"positive example:[101, 1101110001, 0010001110, 010],negative example:[001000111, , 01, 11011100, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|1(0|1)*1|0(0|1)*0,"positive example:[11, 00010, 101000111, 0100, 0111010],negative example:[, 001, 100010, 111010, 10110, 010011101]"
0(0|1)*0,000(0|1)*000,"positive example:[00000011000, 0001101000, 000001000, 00001000, 000011000, 000000001000, 0000001000, 0000011000],negative example:[, 00, 0000010, 000011, 111001, 00000011, 0010, 000000001, 010, 011, 0, 0000100111, 0011, 0001, 00000010, 10, 0000100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*0(1+0)+0*,"positive example:[00010, 01010, 0110, 010110000],negative example:[11, 000, , 01, 010101, 0100100, 01011, 01000011101, 01001, 0001101, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*0(1+0)+0*)+,"positive example:[010110, 000111010, 0100010, 010],negative example:[011, 000, , 01, 100, 0001011000101, 11101]"
0(0|1)*0,0(0|0)*0,"positive example:[0000],negative example:[011, , 0, 001, 000011, 111001, 0010, 10, 010]"
(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)+1*,"positive example:[101, 111000101, 101111, 101001, 10101],negative example:[00, , 01, 1, 1011011, 1011110, 101010, 100010, 1110, 101100010, 10100]"
(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)+1*|0+(1+0)+0*,"positive example:[101001111, 0110, 0001010000, 10011, 111011, 10101, 010],negative example:[01, 00010100111001, 101100, 011, 000, 010010, 1010110, 111, 1011110, 0100001, 101101, 10100, 11100010, 10]"
(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)*1*|0+(1+0)*0*,"positive example:[010000, 010110, 0, 111, 00010, 01010, 10011, 1011, 11101001111, 10101, 0111010],negative example:[, 01, 101010, 100010, 1110, 01001, 010011, 011, 1011011, 10111100010, 10110, 10100, 000101000010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1)*1*)+|(0+(1+0)*0*)+,"positive example:[00, 1000101, 1011, 11101, 010111000],negative example:[, 001, 100010, 111010, 10110, 010011101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"positive example:[1011101, 0, , 1, 01000, 00010, 111001, 1000101, 101001, 1111101, 1100101],negative example:[0001000111001, 110, 01, 100, 0101, 01010, 0110, 0111, 11100111010, 10100111010]"
