Attempt Regex,ChatGPT Output
a*(b*|bbb*)a*,"positive examples: [a, aa, aaa, b, bb, ab, aba, abb, aabb, abba, abbb, abbba, abaaa]  
negative examples: [abbaab, bbbaa, baaa, bbbab, aabbbab, aaabbb, aabab, bbbabbb]"
(a|b)(bb)*,"positive example:[a, abb, abbbb, b, bbb]  
negative example:[aa, ba, ab, bba, abba, bab]"
0*1(11)*0*1*,"positive example: [0011101, 0101, 01110, 0111001, 011101, 0111011, 01111, 01111101, 1, 11101]

negative example: [000, 110011, 10, 111, 0000, 011000, 111110, 1010, 011011, 111100]"
(a)*b*(a)(a),"positive example:[aa, aaa, aabaa, abaa, abbaa, baa], negative example:[a, aba, baaa, bb, abba]"
(a)*bb*(a)*,"positive example: [abb, b, abba, bba, aabb, abbba, aba], negative example: [bbab, aab, baaa, bab, aa, bbb, aabbb]"
(0*(1)0*(1)*)|(0*),"positive example:[, 0, 00, 000, 1, 01, 10, 001, 010, 100, 0001, 0101, 011, 1001, 101, 110]  
negative example:[0110, 1101, 111, 1010, 00110, 1110, 1011, 10010, 01001, 01101, 1100, 1111]"
"(a*(ab{2,})*)*","positive example: [ε, a, aaabb, aabb, aabbaabb, aabbabb, abb, aaa, abbb, ababbb, aaababbbb]  
negative example: [aab, b, bab, aabbb, abbba]"
(a|ab|ba)*,"positive example: [a, aa, ab, ba, aba, abab, abba, baa, baba, bba, aaa, bab, aab]  
negative example: [b, bb, bbaaa, abbab, aabbba]"
a*(b*|bb)a*(b|bb*)a*,"positive example: [aaba, aababa, abaaba, abab, ababa, ababaa, ababba, ababbba, abba, abbaba, b, baba, bbb]

negative example: [aa, abaa, abbb, baa, ba, baaab, abbab, abbba, bb]"
(a*b*)*bba(a*b*)*b,"positive example: [aabbbaabb, ababbbaabb, abbaabb, abbbaaabb, abbbaab, abbbaababb, abbbaabb, abbbaabbb, abbbab, abbbabb, abbbbaabb, bbaabb, bbab, bbbaabb]

negative example: [aabbaa, abab, abbab, aabbaabab, ababb, baabb, bbb, babba, bbaa, aaabb, aabbb, bb]"
(aaa)*(aba)*(a+b)*,"Positive example: [aaa, aaaaaaabaa, aaaabab, aaaabaaa, aaab, aabaa, aba, aaaaaaabab, aaabaa, abaaa]  
Negative example: [ab, aaabb, aabaaabb, ba, aaaaaaabaaa, caa, abcb, aaabbb, abababa, xaaa]"
(a|b)*bb(a|b)*,"positive example:[bb, abb, bba, abba, bbba, abbaa, aabb, babb], negative example:[a, b, aa, ba, aba, aab, baa, bab]"
(ab+ba)*(ba+ab)*,"positive example: [abba, abbaabbabaab, abbabaaab, abbabaab, abbabaabbaab, abbbabaab, baab, ab, ba, ababab, bababa]
negative example: [ababaab, ababababa, abbabab, abbabbab, babababa, abababb]"
b*a(b|ab*a)*,"positive example: [a, ab, ba, baa, babba, abab, aba, bab, bba, baaba]  
negative example: [bb, aaa, b, bbbb, abaab, aaaa, aa, baba, abba, abbbb]"
((10*)1*)0*,"positive example: [1, 100, 101, 110, 1010, 10100, 10010, 10110], negative example: [0, 11, 111, 1011, 1100, 1110, 1111, 10111]"
a(a+b)*a(a+b)*,"positive example:[aa, aaaa, aabaab, aaaba, aabaa, aaabab, aabaaa, aaababaa]  
negative example:[aab, aba, aaa, aabab, abaa, ababa, aab, ab]"
a*(baaa*)*,"positive example: [a, aa, abaaa, aabaaa, baaa, aabaaaa, abaaabaaa, baaaa]

negative example: [b, aaab, baaab, aba, ab, abb, bb, aabab]"
(a*b)+,"positive example:[b, ab, aab, ababab, abb, aabab, bb, aabbb]  
negative example:[a, aa, ba, aaa, baa, aaab]"
aa|ab|ba|bbaaa+,"positive example:[aa, ab, ba, bbaaa, bbaaaa, baa, aaaa],negative example:[bbaa, b, bb, aba, aaa]"
a*b*aa+,"positive example:[aa, aaa, aabaa, abaa, abaaa, abbaa, baa, aaaaa, abaaaa, abbbaa], negative example:[aba, a, b, aab, abb, abba, ba]"
((a|b)*(bb)(a|b)*)*,"positive example: [, aabba, abb, abba, abbaa, abbaabba, abbb, bba, bbba]  
negative example: [a, b, aa, ba, bab, aba, aaa, babb, abab]"
a(ba|bb)*,"positive example:[a, aba, ababa, abba, abb, abab, ababba, abbba],negative example:[b, aa, ba, bb, ab, baa, bab, bbb]"
0*1(0*10*110*)*,"positive example: [1, 01, 0110, 010110, 0010, 00101010, 010101010, 01001010, 010011010, 0101100]  
negative example: [0, 10, 100, 110, 101, 1100, 000, 001, 0011, 010011]"
(aa)*(bb)*,"positive example: [aa, aabb, aabbbb, bb, aaaaaabb, aabbb]
negative example: [a, b, ab, abb, ba, baba]"
(a|b)+(a|b)*b,"positive example: [ab, aab, bab, baab, abb, aabab]  
negative example: [aa, b, aaa, bbba, aba, baa]"
0*1+(0*1+0*)*,"positive example:[1, 10, 110, 111, 101, 1001, 1110, 010, 011, 0111]  
negative example:[0, 00, 000, 0011, 0100, 1000, 1100]"
(1+0*(10+)*1+)*|((0+1)*0)*|1,"Positive example: [1, 0, 01, 0010, 010, 010010, 01010, 1001, 101, 101001, 10101, 1010101, 1011, 110, 1101, 111]

Negative example: [10, 0110, 0011, 1010, 1100]"
(a*|(bb)*)b*,"positive example: [a, aa, aab, abb, b, bb, ab, bbb, aaabb, abbb, aabb]

negative example: [aba, aabbab, baa, ba, bab, babb, abaa]"
0*10*1*1*0,"positive example:[0010110, 0100110, 01010, 010110, 0101110, 01110, 10, 10110]  
negative example:[00, 0110, 1011, 110, 1110, 1011010, 01, 11010]"
((a|bb)(a|b)(a|bb))+,"positive example: [aaa, aaba, bbaaa, aabbaa, abaaba], negative example: [aa, bbb, abab, aab, bba]"
((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*,"positive example: [00010, 010, 01010, 1010, 1001010010, 00110010, 010101, 110001, 1010010, 010001010, 0010101110, 101010, 01001010, 10001010, 0110001010]

negative example: [000110, 0111, 10101, 0101011, 11100, 101100, 00111, 110010, 111111, 0110101, 101100, 00101001, 11010, 10011, 110101]"
0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*),"positive example:[, 0, 00, 000, 111, 10, 110, 0010, 01010, 10101, 1101, 101011, 010010, 0100, 0110, 1001, 101001, 101101, 0101, 11, 1010]

negative example:[01, 1100, 1110, 0001, 1000, 11111, 10, 11001, 00010, 10100]"
a|ba|ba|b*aaaa*,"positive example:[a, aaa, aaaa, ba, baaa, baaaa, baaaaa, bbaaaa]  
negative example:[b, aa, bb, bbb, bbaa, bbba, bbaaa, bbaaaaa]"
(a|ab+|b)+ab+,"positive example:[aaab, aab, aabb, abab, abbab, bab, ab, babb, baab, baaab]  
negative example:[aa, ba, a, b, abb, bba]"
0*(1)*,"positive example: [1, 01, 001, 0001, 00001]  
negative example: [0, 10, 110, 100, 011]"
(b|(ab|ba)+),"positive example: [b, ab, ba, abab, abba, baba, baab, ababab]  
negative example: [a, bb, aaa, aab, baa, bab, bba, bbb, abbb]"
1+0+1+0+1+0+1+0+1+|0+1+0+1+0+1+0+1+0+|1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"positive example:[, 0, 00, 000, 001, 01, 010, 0100, 011, 1, 10, 100, 101, 110, 111010, 10101010, 111000, 111101, 001010101, 010101010, 101011101, 00001010, 110101010, 100110101, 110101011010101, 001010110, 0101101010]

negative example:[010101, 01010101, 101010, 10101010, 10101, 0101010101, 110010101, 00110101010, 0001010101, 111010101, 00101010, 010101011010]"
10*(10*)*,"positive example: [1, 10, 10010, 101, 1010, 10100, 101010, 110]  
negative example: [0, 11, 1011, 1101, 1001, 1110]"
(110|10|0*)*,"positive example: [0, 00, 10, 110, 110110, 11011010, 000, 1010, 0110]
negative example: [1, 11, 101, 111, 001, 010, 100, 10*, 1100*]"
(a+b)*(b+bb)*(a+b)*,"positive example: [b, ab, abab, abbab, aabbbbab, bb, bbb, bab, baab, baaabbb, abbbbaa, abbbbabb, bbabbb, bbbbbab]

negative example: [abbbb, bbaba, abba, baa, bbbaa, aaa, abb, ba]"
b*b(a|b)*|(a|b)*bb*,"Positive examples: [aabb, ab, abb, abbb, b, ba, bb, bba, bbaa, bbb, bbba]  
Negative examples: [aa, aaa, aab, bab, bbbba, aaaab]"
((1+)+)*|0*,"positive example:[, 0, 00, 1, 11, 111, 11111, 01, 0011], negative example:[10, 101, 110, 100, 1010, 1101]"
([b]*aa),"positive example: [aa, baa, bbaa], negative example: [a, ba, bb, bba, bbba, abaa]"
b*(ab+ba+b)*b*a*,"positive example: [b, aba, bab, abba, abab, bbaa, ab, ba, baba, bb, a, babba]

negative example: [bbaaa, aaa, abbab, baaa, aa, abaab, bbabba, baabaa]"
(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0)|(0+1),"positive example:[00, 000, 001, 0010, 01, 010, 0110, 10, 11, 110, 111, 1110]  
negative example:[0, 1, 0000, 0101, 101, 100, 1111]"
(a|b)?a*b(a?),"positive example:[aaaba, aab, aaba, aba, b, baba, aab, baa, ab, abba] 

negative example:[aabaa, aaaab, baab, abb, bba]"
(0)*(1*)(0)*,"positive example:[, 0, 1, 00, 11, 010, 001, 0100, 100, 110, 000, 1110]  
negative example:[01, 1001, 0101, 01101, 101]"
0?|0|1|(010)*(101)*|(01)*|(10)*,"positive example: [0, 1, 010, 101, 01, 10, 0101, 010101, 101010, 0, 010101101, 010010101, 1010], negative example: [00, 11, 1001, 110, 001, 111]"
(01*)(010)*|(10)*(101)*,"positive example:[, 0, 01, 0010, 010, 01010, 01010010, 10, 101, 10101, 1010101, 101101, 101010101]

negative example:[1, 11, 001, 011, 10110, 110, 0110, 0101, 10011, 101011]"
a*|(b*aa)*a*,"positive example:[, a, aa, aaa, baa, baaa, baaaa, bbaa, bbaaa, bbaaaa]  
negative example:[b, bb, ab, aab, bab, abab, bbab, abbbaa]"
(1+(0*1+))*|(0+(1*0*)0*)*,"positive example: [0000, 011, 111, 1111, 1010, 101100, 0101100, 1100, 01100, 1000, 00001100, 1011100, 010101, 0100100, 110],

negative example: [10, 100, 10100, 11100, 001, 10001, 11000, 1110, 0101010, 10101]"
(a|b)*b+bb+(a|b)*,"positive example: [aabbba, abbb, abbba, abbbaa, abbbb, abbbba, bbb, bbba, bbbba]  
negative example: [abba, aab, b, ba, a, ab]"
a*(b(aa+))*,"positive example: [ , a, aa, aabaa, abaa, abaaa, abaabaa, baaa, aaaaa, baaaaaa]

negative example: [b, ba, aba, ab, aaaa, abb, baaabab, aab, abaab, bb]"
b*aa,"positive example: [aa, baa, bbaa]  
negative example: [a, bb, ab]"
a*bb*a*bb*a*,"positive example: [aabbabba, ababba, abbaabba, abbaba, abbabb, abbabba, abbabbaa, abbabbba, abbbabba, abbbba, bb, bbabba]  
negative example: [abba, bba, aaabbb, babb, aabbaa, aaba, bbb, abab, baabba, abbba]"
(a*ba*ba*b)+|b,"positive example: [aababab, abaabab, ababaab, ababab, abababababab, ababb, abbab, b, babab, bbb]

negative example: [a, ab, aa, aaa, aaaa, ba, aba, baaa, baa, bb, abaa, bababa, ababaa]"
((1?|11?)|111?)*|0*,"positive example: [, 0, 00, 1, 11, 111, 1111, 000, 011, 11111], negative example: [2, 10, 12, 1101, 1112, 00101]"
(0|1)(0|1)(0|1)((0|1)?),"positive example:[000, 0000, 0001, 001, 0010, 0011, 010, 0100, 0101, 011, 0110, 0111, 100, 1000, 1001, 101, 1010, 1011, 110, 1100, 1101, 111, 1110, 1111]

negative example:[00000, 11111, 00100, 01010, 10101, 11100]"
b*(a+b)*b*,"positive example: [abb, baabb, bab, bababb, babb, babbb, bb, bbabb, bbb, ab]

negative example: [a, aa, aaa, ab, aabb, bba, bbaaa, aba, ba, baa]"
((a+b)(a+b))*(a+b)*,"positive example: [a, b, aa, bb, ba, abababab, aab, bab, aabba, abba]

negative example: [aababb, ababababb, baabab, ababbb, bbab]"
(a*)|(a*baa*),"positive example:[, a, aa, aabaa, aba, abaa, abaaa, ba, baa]  
negative example:[b, ab, bb, bab, bbb]"
a*b(bb+|a*)*,"positive example:[aabbb, ab, aba, abaa, abbb, abbbb, abbbbb, b, bbb, aa, a, aaaa, ababa, abbbba]  
negative example:[abb, ba, bab, bba, bbbb, abab, bbabb]"
a*b*(bb)*b*a*,"positive example: [abbba, abba, abbbbba, abbbba, aabbbba, bbbba, abbbb, abbbbaa, abbbbbba, abbbbba]

negative example: [aa, bb, ba, baa, abbbbbaa, bbbbb, a, bba, aba, aabbba]"
(a*)b((a*)(b(a*b)b))+a*,"positive example:[ababaabba, bbb, ababbba, abaababba, abababb, aabababba, abbabba, abababba, bababba, abababbaa, abababbababba]  
negative example:[aba, ab, bab, a, bba, aaabba]"
"[ab]b+a{2,}","positive example: [abbaaa, bbbaaaa, bbbaa, abbaaa]  
negative example: [abb, aa, aaa, baa, aba]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0*,"positive example: [1, 0, 11, 00, 101, 010, 1011, 1101, 0110, 0010, 10101, 101011, 100101, 1010101, 101001]

negative example: [01, 0101, 10, 1010, 011, 110, 111, 01010, 100, 1110]"
(ba*ba*ba*)*a*ba,"positive example: [ba, baba, bababa, babbaba, baaaaba, baaaaaba, bababbaaba, baababaa, baabba, bababaaba]

negative example: [a, ab, abab, bb, bba, baa, babab, bababb, bababab, babaa]"
b*ab*(ab*ab*)*,"positive example: [a, ababab, baabab, bab, babaab, bababa, bababab, bababababab, babababb, bababbab, babbabab, bbababab]  
negative example: [b, aa, bbb, abab, aba, bbaba, babbb, bababaabab]"
(a|b)b?,"positive example:[a, ab, b, bb]  
negative example:[abb, aa, ba, bab, baa]"
ab|ab+(a|b)*aaa,"positive example: [ab, abaaa, abaaaa, abaaaaa, abbaaa, abbaaaa, ababababaaa, abbaabaaa, abaaabaaa]  
negative example: [aaaaa, aaaaab, abaaba, baa, bab, aabaa]"
(a)*baa(a|b),"positive example:[aabaaa, abaaa, abaab, baaa, baab]  
negative example:[aaa, baa, bb, ab, aba]"
(0|1*),"positive example: [, 0, 1, 11, 111, 1111, 01]

negative example: [10, 110, 101, 001, 1010]"
[a-b]*[b]+a{2}[a-b]*,"positive example: [bbaaa, aabbaa, bbaa, abbaaa, bbbbaaa, bbaa, abbbaa]  
negative example: [baaab, ab, aaaaa, aaa, aaab]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*,"positive example: [0, 1, 00, 11, 010, 101, 1001, 0101, 0010, 1101, 1010, 0110, 001, 1110]

negative example: [0012, 110a, 01b, c101, 100210, d0101, 111e, 1f00, 00g1, 101h, 0i01, j011, k1110, 10l1]"
(ab+ba)*,"positive example:[, abba, abbaabba, abbba, abababba, bababbaab, abababab, bbaabbaab, ababababababba], negative example:[aba, abb, baa, a, b, abab, baab]"
(ab+aa|bb+ba)*(a+b)*,"positive example:[abaa, bbab, abaaabb, abba, abbab, abab, abbaaaa, aab, baa, bba, aabbb, aabab]  
negative example:[bab, bbab, bbaaa, baabb, aaabbaa, bbb, aabbbcc]"
((ab|ba)(ab|ba)*(aa|ab|bb|ba)*)+(ab?),"positive example: [abaa, ababab, ababaaa, ababbb, babab, ababaaaab, aaaab, abababab, babaaaab, abbaab, abababbaa]
negative example: [ab, ababaaabb, a, aa, bbb, aab, abbab, baba, baaab, baab, ababaabba]"
(a+b+)|(b+a+)(aaa)+a*,"positive example: [aab, ab, abb, baaaa, baaaaa, baaaaaa, baaaaaaaa, bbaaaaa, baaab, bbaaaaaaaa]

negative example: [a, aaaaa, b, baa, aa, bb, bab, abaa]"
0*(0+1+)*0*,"positive example: [0, 01, 0011, 0001100, 01010, 0110, 111, 000, 001010]

negative example: [10, 110, 101, 1110, 1001, 01101, 1, 100]"
(a+ab+b)*(ba+a)*,"positive example: [aababaa, abba, baa, aabbaaaa, bbbaa, baba, ab, aabbaa, bba]
negative example: [abbaaaa, ababab, baab, abbb, bbb, aaa, aa, abab]"
1*(0+1+0+)*1*|1*|0*,"positive example: [1, 0, 00, 0101, 100, 1001, 101, 110, 111, 0110, 0011, 10110]  
negative example: [1101, 1011, 1001, 01010, 0010, 0001]"
0*1(0*1)*,"positive example: [01, 1, 001, 010101, 101, 00101, 011, 01011]  
negative example: [00, 1100, 010100, 10, 101000, 00110, 0100, 111]"
(b+)*(a+)*(b+)*(aaa+),"positive example: [aaa, abaaa, baaaa, baabaaa, babaaa, babaaaa, babbaaa, bbaaa, bbabaaa]  
negative example: [babaa, bba, aba, aa, baa]"
(bab)*,"positive example:[, bab, babbab],negative example:[b, ba, bb, abab, baba]"
(0*1+0*1+0*)*,"positive example: [1, 110, 1001, 10101, 0110110, 0001100010, 1001001, 00000, 0110, 10101010]  
negative example: [0001, 01100, 1100, 001100, 0101000, 101, 10000, 11001, 010101, 00001000]"
(ab)*(ba)*(ab?)|(ba)*(ab)*(ba?),"positive example: [a, abab, ababbaab, abba, abbaa, abbaab, abbabaab, b, baab, baababba, baabb, baabba, baba, babaabba]  
negative example: [abbaabb, baabbaa]"
a*b*aaa,"positive example: [aaa, aaaa, aabaaa, abaaa, abbaaa, baaa]  
negative example: [aa, aab, aba, baa, bbaaaa, aaba]"
((a|b)|[b]*aa),"positive example:[a, aa, b, baa, bbaa], negative example:[, ba, bb, bba, ab]"
(aabb)*,"positive example:[, aabb, aabbaabb, aabbaabbaabb, aabbaabbaabbaabb], negative example:[a, ab, aa, bb, aab, abb, aabbaa]"
(1(11)*)*0*1(11)*0*(1(11)*)*,"positive example: [01110111, 1, 101110111, 111001110111, 111010111, 11101110, 111011100111, 111011101, 11101110111, 1110111011111, 11101110111111, 1110111110111, 1110111111, 1111101110111, 1111110111, 11111101110111]  
negative example: [0, 10, 1110, 1111110, 1111001, 111101110, 1101111, 01110, 101100, 111000]"
a*ba*(ba*b)(a*b*)*,"positive examples: [b, ab, aba, aab, abab, aaba, aabababab, abaababab, ababaabab, abababaab, abababab, ababababab, abababb, ababbab, abbabab, bababab]

negative examples: [aaa, baaa, aaab, bbbba, abaa, abba, aaabbb, aabab, babba, ababababa, abababba, bbabab, bab, aabb, baa]"
0*1+0*(1+)*0*,"positive example: [010, 101, 110, 1110, 10010, 10011, 011110, 00110, 1, 01, 11, 11100, 10100]

negative example: [000, 111, 0000, 11111, 00, 001, 1000, 010101, 1, 011, 1011, 1100, 1101]"
(10*1)*|(01*0)*|0*|1*,"positive example: [10, 01, 111, 000, 110110, 001, 1010, 1110, 011, 100110, 01]
negative example: [1010, 1101, 00100, 11101, 0001, 1011, 0101, 11110, 00110, 10001, 01011]"
(a+b(b*))*,"positive example: [a, b, ab, aab, abbb, aabbabb]  
negative example: [b, aabbb, ba, abab, bb]"
b*ab*ab*,"positive example:[babab, bbabaa, abbabb, ababb, bbaabb, aab, abb], negative example:[aba, baa, bbaaa, aabb, abba, bbbb, aaa]"
(ab+ba)*(a+b+b?)+(a+b)?,"positive example:[ab, abaabbab, abbaaabbab, abbaab, abbaabab, abbaabb, abbaabbaab, abbaabbaabbab, abbaabbab, abbaabbabab, abbaabbabbab, abbaabbb, abbaabbbab, abbab, abbabbab, abbbaabbab],  
negative example:[b, aab, abb, aaab, bbb, abbaa, bab, abbaaa, abbabab, abababab]"
(a|bb)b*(a|bb)b*,"positive example: [aa, aab, aba, abab, ababb, abb, abbab, abbbb, bba, bbbab]  
negative example: [a, b, ab, bab, ba, bbb, abba, bbba, baa, bbbbbb]"
a|ba*b*aaa,"positive examples: [a, baaa, baaaa, baabaaa, babaaa, babbaaa, bbaaa]  
negative examples: [b, bb, ba, baa, baba, bbb, ab, aaa, baaabbbb]"
((a+ab+ba+bb)*b)*,"positive example: [aa, bb, abb, abba, babb, ababbb, aabbb, aaabbb, bbbb]  
negative example: [aaa, aab, baa, bbba, abaa, aabbaa, bbbbb]"
a|b*,"positive example:[, a, b, bb, bbb, bbbb], negative example:[ab, ba, aa, c, bc]"
a*b+a*(bb)*,"positive example:[aababb, aabb, aba, abaabb, ababb, ababbbb, abbabb, abbb, b, babb]  
negative example:[aa, ab, abb, ba, bb, bab, bbb, abbbb, ababab, baaaa, aaabb]"
a*ab*(ab*ab*)*,"positive example: [a, aaabab, aaababab, aab, aabaab, aababa, aababab, aababababab, aabababb, aababbab, aabbabab, ababab]

negative example: [ab, aa, bab, abab, babab, abba, bbaba, baa, b, aaab, abbabab, aababbb]"
1+,"positive example: [1, 11, 111], negative example: [0, 10, 01]"
[ab]*(baa)[a]*b*,"positive example:[abaaa, abaabaa, abbaa, bbaa, baa, abaaaab, baaab, abbaaa, bbbaa]  
negative example:[a, b, aab, ab, aaa, bba, abba, abb, ba, abbaabb]"
a|b+a|b+a|b*a+a+a+a*,"positive example: [a, aaa, aaaa, ba, baa, baaa, baaaa, caaaaa, bbaa, bbaaaa]  
negative example: [b, aa, aba, cba, bb, abc, acc, bbb, bca, ccc]"
(ab+ba)*(a+b)*,"positive example:[ab, aba, bab, abba, a, babb, baa, abbaa, ababab, abb, abab, ababa]  
negative example:[abbab, baabba, bba, aaa, bb, bbb]"
(1+0+)*(0+1+)*,"positive example:[, 001, 01, 10, 100, 10001, 1001, 100101, 10011, 101001, 11001, 0, 11, 111, 1000, 1100]

negative example:[101, 1101, 1110, 1010, 1111, 0101, 1011, 0110, 010]"
(a*ba*)(a*ba*ba*ba*)*,"positive example: [aba, abaaba, ababa, aaba, abaa, abaaaba, abaabababa, aabaababa, abaabaababa]  
negative example: [aa, bbb, aab, bab, baa, aabbaa, abb, baabab, ab]"
((b)+(aaa+)),"positive example: [baaaa, bbaaaaa, bbbaaa, bbaaaaaa, bbaaa]

negative example: [aaaa, aaaaab, aaab, baa, aaabaa]"
(0+1)*11(0+1)*,"positive example: [011, 1100, 1011, 111, 00111, 011100, 110110, 1110001]  
negative example: [0001, 100, 000, 1010, 011101, 110000]"
b|(a*b?),"positive example:[, a, aa, ab, aab, b]  
negative example:[abb, aabb, aaa, ba, bb]"
a*|(bb)*b,"positive example: [a, aa, b, bbb, bbbbb, """", ""aaaa"", ""bb"", ""bbbb"", ""aaab""]

negative example: [ab, abb, ba, bba, bbba, ""abbbbb"", ""baaaa"", ""bbbbbb"", ""abab"", ""aabb""]"
a*b(ba*(b|a)a)*,"positive example:[ab, aab, b, bbaba, abbaba, aabbaba, abbaaa, abbaaba, abbabababa], negative example:[ba, aa, baba, aaa, a, abb, bb, aabbb, babaa]"
a*|(?:a*|b([a]{2})+)*,"positive example: [, a, aa, baa, baaa, baaaa, bbaaa, bbbaaa, bbaaaa]  
negative example: [b, ba, bab, bb]"
(0|1)*01+(0|1),"positive example:[00011, 0101, 110, 10011, 101, 10110],negative example:[10, 0100, 0110, 0, 1, 111]"
(a|b)*(baa)+(a|b)*,"positive example: [aabaaa, abaa, abaaa, abaaaa, abaab, abaabaaa, baa, baaa, bbaaa, bbaabaaa, baabaa, aababaab]

negative example: [aa, a, ab, b, bab, aabb, bb]"
"(a*b+a{2,})*","positive example:[, aab, ab, aaaaa, abaaa, aabaaa, aaab, aaabaa]  
negative example:[aaa, aba, aa, a, ba, abba, abbaaa]"
(b+a)*(bb)*(b+a)*,"positive example: [b, a, bb, baba, bababbba, babb, babba, babbba, babbbaba, babbbba, babbbbba, bbabbba, bbba, abbbbba, abba, bab, baa, abb, ababbb, babbbb]
negative example: [abbba, ab, aa, aba, bbaa, aabb, ababb, ababab, aaab, baab, abbab, baaab]"
(a|ba*ba)*|(a|ba*b),"positive example: [a, aa, baab, baaba, bab, baba, baabba, ba, aaa, bbab, aba]

negative example: [b, ab, abb, bbb, ba, abba, bbaa, baa, bbb]"
a*(b+)*,"positive example:[, a, aa, b, ab, aab, abb, ba, bbb, aabb]

negative example:[ababa, bab, aabbbba, baa, aaababa, bbbaa]"
ab*b,"positive example:[ab, abb, abbb, abbbb, abbbbb]

negative example:[a, b, aa, bb, ba, abab]"
a+b*,"positive example:[a, ab, aab, aabb, aa, abb, a],negative example:[b, bb, ba, bbb]"
(0+1)*,"positive example:[, 01, 001, 010101, 011, 0001]  
negative example:[1, 10, 110, 111]"
(0*1|(11)*|(101)*|111|10),"positive example: [1, 001, 01, 10, 11, 111, 101, 1111, 101101, 111011]

negative example: [0, 110, 000, 1010, 1001, 1110, 010, 011, 1000, 1101]"
(1*0)*,"positive example:[, 0, 10, 1010, 110, 101010, 100, 1110]  
negative example:[1, 11, 011, 111, 101, 010]"
a|b*b(aa+),"positive example:[a, baa, bbaa, bbaaa, bbbaa]  
negative example:[bba, ba, bb]"
a*|a*baa*|baa*,"positive example: [λ, a, aa, aabaa, aba, abaa, abaaa, ba, baa, baaa]

negative example: [b, ab, bba, bab, abba, abaaaab, bb, bbb]"
(b)*(a+b)(b)*,"positive example:[ab, abb, a, bab, bba, babbbbb, ba], negative example:[b, bb, bbb, bbbb, aab, aa]"
(((a|b)a*b)|((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"positive example:[, a, b, aaab, aaaba, aaabaaab, aab, aaba, aabaaaab, aabaaab, aabaaaba, aabaaabaabaaab, aabaab, aababab, ab, aba, abaaab, bab, baba, babaaab]

negative example:[aaa, aaaa, baaa, aabb, abb, bbaa, aaaaab, abbab, abba, baab, bbbbb, aa, bb, babbab, ababab]"
(bb)*(ab)*(bb)*,"positive example:[bb, ab, bbab, bbabab, bbb, bbabbb, bbbbab, bbbbbb, abbb]  
negative example:[a, b, ababab, bab, aa, baa, aba, bba, abaabb]"
((0*)1(0*))|0*,"positive example:[, 0, 00, 01, 001, 10, 100, 0010, 1, 010]  
negative example:[11, 101, 011, 111, 110]"
bb*b,"positive example: [bb, bbb, bbbb, b, bbbbb], negative example: [a, c, bba, bbc, ab]"
(0(0*(0*1+0+))*|1(1*|1*0+1+)*)?,"positive example: [0, 1, 11, 101, 111, 000010, 00010, 000110, 000100010, 1101, 11011, 11001, 11101, 0010, 0001000010, 000100, 0001]

negative example: [0000, 110, 100, 10, 001, 0000001, 1100, 1001, 0011, 010, 11100, 000011]"
(a+(bb))*a*(bb*)(a+(bb))*,"positive example: [abbabb, abbabbb, aabbabb, abbaabbb, aabbabbaa, abbabbaabbb]  
negative example: [ab, bbaa, bbba, aaaa, bbb, abab]"
b*a*(b?)*a*b*,"positive example: [a, b, aa, bb, ab, ba, aba, bab, aab, bba, abab, baab, baabab, baba, babaab, babab, bababb, babb, babbab, bbab, bbabab]

negative example: [abba, ba, ab, abbab, bbaba, bbaa, baa, aaa, bbb, abaa]"
