Short Description,regex,Attempt Regex,ChatGPT Output
non isolated 'b',(a|(b*bb))*,(a|b*bb*)*,"Positive examples: [ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""abab"", ""bbb"", ""bba"", ""abb"", ""abababbb"" ]  
Negative examples: [ ""babba"", ""babab"", ""abc"", ""bbbba"", ""baab"", ""bbbbaba"", ""aabbb"", ""aaa"", ""aabab"" ]"
even prefix,(ab|ba)*,(ab|ba)*(aabb+bbaa+baba+abab)*,"positive example: [ab, babaabb, abababab]
negative example: [abb, aaa, bbabba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(0|1)*0*)|(1*(0|1)*1*),"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0000"", ""1111"", ""01010"", ""10101"" ]  
Negative example: [ ""01"", ""10"", ""001"", ""110"", ""011"", ""100"", ""0101"", ""1010"", ""0011"", ""1100"" ]"
Odd number of b's,(a*ba*b)*a*ba*,((a*(bb)*a*)ba*)+,"
Positive example: [ ""abba"", ""abbba"", ""aabbba"", ""abbaabba"", ""ababaa"" ]  
Negative example: [ ""abb"", ""bb"", ""aaaa"", ""baab"", ""abaa"" ]"
even prefix,(ab|ba)*,((ab|ba)*(aa|ab|bb|ba)*)+(ab|ba)*,"Positive example: ['ab', 'ba', 'abab', 'baba', 'aabaab', 'bababab', 'abbabaab', 'aababa', 'aa', 'bb']
Negative example: ['a', 'b', 'aaa', 'bbb', 'ababba', 'babaab', 'ababaab', 'baababa', 'abababababababa', 'bab']"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b)*(bab)*(a|b)*(bab)*(a|b)*,"positive example: [ ""bab"", ""abab"", ""babbab"", ""abababab"", ""bababbab"", ""abbabaab"" ],  
negative example: [ ""babaa"", ""bbabb"", ""aabaa"", ""babbbb"", ""abbba"", ""bababa"" ]  "
Every b followed by two or more a's,(a|baa)*,(a*|baa*)*,"Positive example: ["""" , ""a"", ""aa"", ""aaa"", ""ba"", ""baa"", ""baaa"", ""baaaa"", ""babaabaa"", ""aabaaa""]  
Negative example: [""b"", ""ab"", ""bab"", ""bb"", ""bba"", ""abab"", ""aba"", ""baba""]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(a|b)*aaa,"Positive example: [aaaaa, baaaa, babaaa, bbbaaa, ababaaa]  
Negative example: [aaaa, bbbabb, abab, bbba, bbaabb]"
At least one a followed by one b,a+b,(aa*)b+,"Positive examples: [`""ab""`, `""aab""`, `""aaab""`, `""abbb""`, `""aabb""`, `""aaabbbb""`]  
Negative examples: [`""b""`, `""a""`, `""ba""`, `""aa""`, `""bbb""`, `""aaa""`]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*|1*,"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""00100"", ""11110"", ""000111"", ""1001"", ""000"", ""00010"", ""101101"", ""0110"" ]  
Negative example: [ ""0011"", ""1100"", ""10000"", ""01110"", ""0101010"", ""0001110"", ""1111001"", ""10001"", ""0001"", ""00010"", ""211"", ""101020"", ""000111011"" ]"
At least one a followed by one b,a+b,(a)*(b+),"positive example: [b, bb, abb, abbb, aab, aaab]  
negative example: [a, aaa, abab, ba, aabba]  "
even prefix,(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(bb)|(aa))*,"positive example: [ ""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""baab"", ""ababab"", ""baababbb"", ""aabba"", ""babbaa"" ]  
negative example: [ ""a"", ""b"", ""abc"", ""bababa"", ""ababa"", ""baa"", ""abbb"", ""aaa"", ""bbbb"", ""abababababa"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*(1*0*)*|1*(0*1*)*,"positive example: [ """", ""0"", ""1"", ""00"", ""11"", ""001"", ""110"", ""001000"", ""110111"", ""010"", ""1010"", ""01010"", ""10101"" ]  
negative example: [ ""01"", ""10"", ""0011"", ""1100"", ""01001"", ""10110"", ""0110"", ""1001"" ]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)*|(1*0+1*0+1*)*,"Sure! Here is the response:

Positive example: [ """", ""0"", ""00"", ""111"", ""01"", ""00110011"", ""11001100"", ""001"", ""110"", ""111000"" ]  
Negative example: [ ""10"", ""0110"", ""1001"", ""000110"", ""1110011"", ""101"", ""0101"", ""1000"", ""01110"", ""11010"" ]  "
even prefix,(ab|ba)*,(aa*|bb*)*,"Positive example: [aa, bb, aaaa, bbbb, aabbaa, bbaabb, aaaaabb, bbbbaa, aaabbbaaa, bbb, aabbbbbaa, aaa, bbbbbbb]
Negative example: [ab, aba, bab, ba, aabbbaba, ababba, aaababb, ababab, baa, babbaba, abab, abbb, bbabab]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|1+(0+1+)*|0+(1+0+)*,"positive example: [ ""0"", ""1"", ""000"", ""111"", ""11101"", ""111010"", ""000101010"", ""1111111"", ""0000000"" ]  
negative example: [ ""101"", ""010"", ""001"", ""110"", ""1001"", ""011"", ""1110110"", ""000102"", ""222"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))aa(a)*,"Positive example: [ ""aaaa"", ""baaa"", ""bbaa"", ""baba"", ""aa"", ""abaaaa"" ]  
Negative example: [ ""a"", ""abba"", ""ab"", ""bbb"", ""abaaa"", ""ba"" ]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*(1|0)*0*,"Positive example: [ ""0"", ""00"", ""10"", ""01"", ""110"", ""010"", ""1110"", ""001"", ""0000"", ""1010"" ]  
Negative example: [ ""1"", ""11"", ""101"", ""100"", ""00001"", ""1101"", ""111"", ""0101"", ""0110"", ""1100"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*(aaa(a)*)*,"Positive example: [ ""aaa"", ""aaaaaa"", ""bbaaaa"", ""aaaabaa"", ""aba"", ""bababaaa"", ""baaaa"", ""aaa"", ""ababaaaaa"", ""bbbaaaa"" ]  
Negative example: [ ""aa"", ""bbb"", ""baaab"", ""abbb"", ""aaaa"", ""bbbb"", ""abababbb"", ""abb"", ""bbbbba"", ""aabab"" ]"
even prefix,(ab|ba)*,((aa)|(bb)|(ab)|(ba))*,"positive example: ["""", ""aa"", ""bb"", ""ab"", ""ba"", ""aabb"", ""bbaa"", ""abab"", ""baba"", ""aabbaabb"", ""abba"", ""baab""]  
negative example: [""a"", ""b"", ""aaa"", ""bbb"", ""aab"", ""bba"", ""ababaa"", ""baaba"", ""abbb"", ""baaaa""]  "
Odd number of 1s,0*10*(10*10*)*,(0|1)*1(0|1)*,"Positive example: [1, 01, 10, 101, 110, 111, 0110, 1001]  
Negative example: [0, 00, 000, 010, 0000, 0100, 0001, 01010]"
An even number of 1's,(0|10*1)*,1*|(0|1)*,"Positive example: [ ""1"", ""11"", ""111"", ""0"", ""01"", ""10"", ""101"", ""1110"", ""0101"", ""101010"" ]  
Negative example: [ ""2"", ""0112"", ""102"", ""1a"", ""-1"", ""0.1"", ""1102"", ""1_1"", ""1210"", ""a101"" ]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0+(0|1)*0+)*,"positive example: [ ""0"", ""00"", ""000"", ""0000"", ""00000"", ""00100"", ""0010"", ""0001000"", ""000001000"" ]  
negative example: [ ""1"", ""01"", ""10"", ""010"", ""101"", ""110"", ""0110"", ""100"", ""010100"" ]  "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(b|a)*,"positive example: [ ""a"", ""b"", ""ab"", ""ba"", ""aab"", ""bba"", ""aaa"", ""bbb"", ""abab"", ""baba"" ],  
negative example: [ ""c"", ""ac"", ""bc"", ""abc"", ""cba"", ""aaac"", ""bbbc"", ""abac"", ""cab"", ""bac"" ]  "
Every b followed by two or more a's,(a|baa)*,(baa*|a*)*,"positive examples: [""baaa"", ""aaa"", ""ba"", ""a"", ""b"", ""baaaa"", ""aaaa""]
negative examples: [""bba"", ""ab"", ""bab"", ""baab"", ""bb""]"
even prefix,(ab|ba)*,((ab)*(ba)*)*|abb*ba,"Positive example: [ """", ""ab"", ""ba"", ""abbba"", ""abba"", ""ababbba"", ""abab"", ""ababab"", ""bba"", ""abbba"", ""abbbaab"" ]  
Negative example: [ ""a"", ""b"", ""abababababa"", ""abbabb"", ""bb"", ""aa"", ""abbbba"", ""bab"", ""bbba"", ""abb"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,(a|(ab)*b)+(ba)*,"Positive example: [`a`, `ab`, `abb`, `abababbba`, `abbba`, `aabba`, `abbb`],  
Negative example: [`b`, `aaa`, `aba`, `bb`, `abaabab`, `bba`]"
even prefix,(ab|ba)*,(ab|ba)*(aa|bb|ba|ab)*,"Positive example: [ab, ba, ababaa, bbaa, ababab, babaabbab, aabbab]
Negative example: [aaa, bbb, aab, abb, baabbb, abaaab, bababba]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+)*b*a*,"Positive example: [ ""a"", ""b"", ""aa"", ""aaa"", ""aab"", ""b"", ""ba"", ""baa"", ""aaaa"", ""ab"", ""abab"", ""aaab"" ]  
Negative example: [ ""bb"", ""bbb"", ""abbb"", ""aba"", ""abba"", ""bab"", ""babaa"", ""baaaab"" ]"
At least one a followed by one b,a+b,(a)*(b)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""aaa"", ""bbb"", ""aab"", ""abb"", ""aaaa"", ""bbbb"" ]  
Negative example: [ ""ab"", ""ba"", ""aabb"", ""bbaa"", ""abab"", ""baba"", ""aabbba"", ""baaaa"", ""abbb"", ""bba"" ]  "
first and third,a(a|b)a(a|b)*,a+(a|b)+a+(a|b)*,"positive example: [aaa, aaabaaa, aabaa, aabaaaab, aaaaaaabb]  
negative example: [ab, abab, aa, aaaaaab, a]"
A valid comment (Sipser 1.22b),/#(/|a|b|##*(a|b))*##*/,(/#((a|b|/)*#*)*#/)*,"positive example: [""/#"", ""/##/#"", ""/#a#/#"", ""/#b#/#"", ""/#a/#/b/#"", ""/#/a/b#/""]
negative example: [""a#"", ""b/a#/b"", ""/b#"", ""/#/a#b"", ""/##b#"", ""/#/a#/#b""]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0(0*|(0*1+0+))*|1(1*|1*0+1+)*)?,"``` 
positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""01"", ""10"", ""001"", ""110"", ""011"", ""100"", ""0001"", ""1110""],
negative example: [""2"", ""01x"", ""002"", ""11001"", ""abc"", ""1012"", ""0a"", ""-1"", ""0.1"", ""102""]
```"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+)*(0+1+0+)*)|((1+0+)*(1+0+1+)*),"positive example: [ ""0"", ""1"", ""000"", ""111"", ""01"", ""10"", ""010"", ""101"", ""01010"", ""10101"" ]  
negative example: [ ""00101"", ""11010"", ""101001"", ""0101010"", ""011"", ""1001"", ""1110"", ""0001"", ""110"" ]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(((a+)|b+a*))*,"positive example: [ """", ""a"", ""aa"", ""b"", ""ba"", ""aabaa"", ""baaa"", ""baba"", ""baaab"" ]  
negative example: [ ""ab"", ""bb"", ""bbb"", ""abab"", ""aab"", ""bba"", ""abbb"", ""aaaab"" ]"
At least one a followed by one b,a+b,(a+)*(b),"Positive example: [b, ab, aaab, aaaaab, ababab]  
Negative example: [a, aa, ba, aba, aaa]  "
At least one a followed by one b,a+b,a(a*b*)*b,"Positive example: [ab, aab, abb, aabb, aaabbbbb]  
Negative example: [aa, bb, aaaa, bbbb, ba]"
even prefix,(ab|ba)*,(a*|b*)*(aa|ab|ba|bb)*,"positive example: [ """", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""aaa"", ""aab"", ""abb"", ""bba"", ""aaaa"", ""bbaa"", ""abab"" ]

negative example: [ ""aaaab"", ""baba"", ""abba"", ""aabbba"", ""baabab"", ""bbbbba"", ""aaaabb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)+b+((a*)|(b+(a*)+b))+(a*),"Positive example: [ ""aaabbbaa"", ""abbbbabbbbbaa"", ""aabbbabaaa"", ""bbbbaa"", ""aaaaabaaaa"" ]  
Negative example: [ ""bbbb"", ""aaba"", ""abbbbaaaaab"", ""aaaaabbabba"", ""abbbbba"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)?(0|1)?,"positive example:[0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111]  
negative example:[0000, 1111, 2, 01b, 1100, 11111, 012, 00000]  "
even prefix,(ab|ba)*,((ab)|(ba))*(aa|ab|ba|bb)*,"Positive example: [ ""ab"", ""ba"", ""aa"", ""bb"", ""abba"", ""baab"", ""ababba"", ""abaaabbb"", ""ababbaab"", ""baaabb"" ]  
Negative example: [ ""a"", ""b"", ""aaa"", ""bbaaa"", ""ababababbaa"", ""abbb"", ""bababaaaa"", ""abbaabbaab"", ""aab"", ""bbaa"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|aa|ba|bb)*(aaa)*,"Positive example: [ ""ab"", ""aa"", ""ba"", ""bb"", ""aaa"", ""ababaaa"", ""baaa"", ""bbaaabaaa"", ""aabbaaabaaa"", ""aaa"" ]  
Negative example: [ ""aab"", ""bba"", ""a"", ""abab"", ""bbbaa"", ""aaaa"", ""aabaab"" ]  "
even prefix,(ab|ba)*,(ab|ba)*|(aa|ab|bb)*,"Positive example: [ab, ba, abab, bbaa, abba, bb, aa, ababab]
Negative example: [aaa, b, abb, bab, a, bbb]"
At least one a followed by one b,a+b,(a)*b,"positive example: [b, ab, aab, aaab]  
negative example: [a, ba, abab, aa]  "
At least one a followed by one b,a+b,(a*b{1}),"
positive example: [""b"", ""ab"", ""aab"", ""aaab""]  
negative example: ["""", ""a"", ""ba"", ""aabb"", ""aaa""]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*(b|bbb)*)*,"positive example:[ """", ""a"", ""aa"", ""b"", ""bbb"", ""bbbbb"", ""abb"", ""abbbb"", ""aab"", ""aabbbb"", ""abbbba"" ]
negative example:[ ""ab"", ""ba"", ""abbb"", ""bb"", ""bab"", ""bba"", ""aaaab"", ""bbbba"", ""aaaaabbbb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,b|(bb*|a*|bab*)*,"Positive example: [""b"", ""bb"", ""aaa"", ""babab"", ""baabab"", ""bba"", ""babbb"", ""babaa"", ""bbbb"", ""ab"", ""abab"", ""bababab""]  
Negative example: [""c"", ""bc"", ""abc"", ""bbbab"", ""baac"", ""abba"", ""aa"", ""bbbbc"", ""cab"", ""bbca"", """"]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"[ab]{2,}","positive example: [aa, ab, ba, bb, aab, abb, bba, aaa, bbb], negative example: [a, b, aaabbbab, abbbababbba, bbabababaaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a|bb|ba(a|b))*(b|ba))?,"Positive examples: ['ab', 'ba', 'abb', 'b', 'baa', 'bba', 'bbaab', 'bbaba']
Negative examples: ['aaa', 'baba', 'abab', 'aa', 'bab', 'baab', 'bbb']"
Three Choices (Regex),001|1010|110,(0|1)*(01)*(0|1)*,"Positive example: [00, 101, 0101, 0110, 10101]  
Negative example: [001, 01101, 011, 1001]  "
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),((10*)*1+)*|((01*)*0+)*,"
Positive example: [""1"", ""0"", ""101"", ""110"", ""011"", ""000"", ""1111"", ""010""]
Negative example: [""11"", ""1001"", ""0001"", ""1010"", ""0010"", ""1100"", ""0101""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*|b*)+(a*|b*)+aaa+,"Positive example: [ ""aaaaaa"", ""bbaa"", ""aaa"", ""aaaa"", ""baaa"", ""bbaaaa"" ]  
Negative example: [ ""bb"", ""babab"", ""babaa"", ""aabbbaa"", ""abaa"" ]"
first and third,a(a|b)a(a|b)*,a(a|b)(a|b)*,"Positive example: [aaa, aab, aba, abb, aaaa, aabb, abab]  
Negative example: [aa, bba, bb, baa, bbbb, bab]"
even prefix,(ab|ba)*,((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b))*,"Positive example: [""ababaa"", ""bbaab"", ""abab"", ""abba"", ""bbaa"", ""abababababbb""]
Negative example: [""aaa"", ""bb"", ""ababa"", ""baa"", ""bbbb"", ""baab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b*)*a*a*a,"Positive example: [aaa, aaaaaa, abbaaa, aaabbaa, abaababaaa]  
Negative example: [abba, aabbb, bbbaaaa, aaab, bbaaaaab]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa,"Positive example: [ ""aaa"", ""baaa"", ""abaaa"", ""bbbbbaaa"", ""ababaaa"" ]  
Negative example: [ ""aa"", ""aab"", ""bbaab"", ""aabbaab"", ""abbab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,((a|b)*|(a|bb)*)*b((a|bb)*|(a|b)*),"Positive example: [ ""b"", ""ab"", ""bb"", ""bba"", ""bab"", ""abab"", ""babb"", ""abb"", ""aabb"", ""ba"", ""bbba"" ]  
Negative example: [ ""a"", ""aab"", ""aba"", ""bbb"", ""baa"", ""bbaab"", ""abba"", ""ababab"", ""aaaa"", ""bbbbaa"" ]"
even prefix,(ab|ba)*,(ab|ba)*(ab|ba|aa|ab)*,"Positive example: [ab, ba, abab, baba, ababba, baab, ababaa, bababa, abaabb, baabaa]  
Negative example: [a, b, abaa, bbaa, aaa, bb, abbaba, baabab, ababbb, baa]  "
A valid comment (Sipser 1.22b),/#(/|a|b|##*(a|b))*##*/,(/#((a|b|/)#*)*#/)*,"Positive examples: [""/#"", ""/a#/"", ""/#/#/"", ""/a#b#/#/"", ""/a#a#b#/""]

Negative examples: [""ab#"", ""//#"", ""/a//b#"", ""##/"", ""#/a#/""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01*0*)*|1*(10*1*)*,"Positive example: [ """", ""0"", ""1"", ""01"", ""10"", ""001"", ""0110"", ""1001"", ""1100"", ""000"", ""111"", ""010"", ""1010"", ""0101"", ""10101"" ]  
Negative example: [ ""00"", ""11"", ""0001"", ""1110"", ""00110"", ""11001"", ""01010"", ""101010"" ]  "
even prefix,(ab|ba)*,(a|b)*(a|b)*,"positive example: [ ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""baba"" ]  
negative example: [ """", ""c"", ""ac"", ""bc"", ""1a"", ""ab1"", ""a b"", ""aba "", "" abb"", ""a!b"" ]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0?)|1|(0(0|1)*0)|(1(0|1)*1),"positive example: [0, 1, 00, 11, 101, 010, 111, 0010, 1101]  
negative example: [10, 01, 100, 011, 1010, 0110, 0101, 1110, 0011]"
Every b followed by two or more a's,(a|baa)*,(a|b|baa+)*,"Positive example: [ """", ""a"", ""b"", ""aaaa"", ""baa"", ""bbaab"", ""baaabbaa"" ]  
Negative example: [ ""ab"", ""ba"", ""bbaaa"", ""baaabaaa"", ""bbaa"" ]"
even prefix,(ab|ba)*,(ab|ba|aabb|bbaa)*(aa|ab|ba|bb)*,"Positive example:  
["""", ""ab"", ""ba"", ""aabb"", ""bbaa"", ""aabbaabb"", ""baaabba"", ""bb"", ""aaababa"", ""ababbbaa""]

Negative example:  
[""aaa"", ""b"", ""abbaabbaaa"", ""abababa"", ""aabbaaabba"", ""bbb"", ""bab""]"
At least one a followed by one b,a+b,[a]*b,"
positive example: [b, ab, aab, aaab, aaaab]  
negative example: [a, aa, aaa, aba, ba]  "
Odd number of 1s,0*10*(10*10*)*,(0*10*)*0*10*,"Positive examples: [ ""10"", ""010"", ""00100"", ""00010"", ""000100"", ""1000"", ""0100"", ""0000010"", ""000000010"", ""100"", ""1010"" ]  
Negative examples: [ ""1"", ""00"", ""11"", ""001"", ""110"", ""00011"", ""011"", ""101"", ""000011"", ""111"", ""1001"" ]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*|0(0*1*)*0,"positive example: [ ""0"", ""00"", ""000"", ""01"", ""001"", ""0011"", ""00011"", ""000011"", ""010"", ""0010"", ""00010"", ""000110"", ""0001100"" ]  
negative example: [ ""1"", ""10"", ""11"", ""0101"", ""00101"", ""000101"", ""100"", ""101"", ""110"", ""011"", ""00111"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab]*a{3},"Positive example: [aaa, aaaa, baaa, abaaa, bbaaa]  
Negative example: [aab, aaaab, baa, abbb]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a*)|(b+a*))*,"positive example: [ """", ""a"", ""aa"", ""b"", ""ba"", ""baa"", ""bba"", ""abab"", ""babab"", ""bbbaaa"" ]  
negative example: [ ""c"", ""ac"", ""bc"", ""abac"", ""bbbabbbb"", ""abba"", ""ca"" ]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*|b*|baa)+b+,"Positive examples: [""ab"", ""bb"", ""aaab"", ""baab"", ""baaabb"", ""baabb"", ""bbbbb""]  
Negative examples: [""a"", ""b"", ""aaa"", ""ba"", ""baa"", ""aabbb"", """"]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),[01]*[10]*,"positive example: [ ""0"", ""1"", ""01"", ""10"", ""001"", ""0110"", ""110"", ""1110"", """" ]  
negative example: [ ""100"", ""101"", ""11001"", ""010"", ""11101"", ""00110"", ""1010"", ""0101"" ]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a)+|b+a*)*,"positive example:[a, b, aaaab, baa, baaa, abab]
negative example:[ab, bb, aaabb, bbb, aaaabbb, baaaa]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab)*(bab)*,"Positive example: [ """", ""bab"", ""a"", ""b"", ""abab"", ""babbab"", ""ababab"", ""bbabab"", ""bababab"", ""ababbab"", ""bbabababbab"" ]  
Negative example: [ ""babba"", ""ba"", ""babbaab"", ""ab"", ""bb"", ""babab"", ""babbaba"", ""abba"", ""bbbb"", ""aab"" ]"
At least one a followed by one b,a+b,(a*)(b{1}),"Positive example: [b, ab, aab]  
Negative example: [a, bb, aaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(a|b)*(aaa),"Positive examples: [ ""aaa"", ""aaaaaa"", ""abababaaa"", ""bbbaaaa"", ""aaabaaa"" ]  
Negative examples: [ ""aab"", ""abababaab"", ""babab"", ""bbbaa"", ""baaaaa"" ]"
Odd number of 1s,0*10*(10*10*)*,(0|1)*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""000"", ""101"", ""1100"", ""011010"" ]  
negative example: [ ""2"", ""01a"", ""0 1"", ""10#"", ""01102"", ""abc"", ""0-1"", ""001_1"", ""10,"", ""0b1"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)|(b|a))(a|b)*(a)(a)(a)(a*),"Positive examples:  
[""aaa"", ""baaaaa"", ""bbaaaaa"", ""aaaabb"", ""abaaaaaa""]  

Negative examples:  
["""", ""aa"", ""aba"", ""baaa"", ""bbbaaaaa""]  "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,aa*|(a?|b)*(a|b?)*,"Positive example: [""aa"", ""a"", ""aaa"", ""b"", ""ab"", ""aab"", ""abb"", ""bab"", ""baaa"", ""baba"", ""abab"", ""bbaa""]  
Negative example: [""bbb"", ""baab"", ""aaab"", ""babab"", ""baaaa"", ""abba"", ""bbbb""]  "
At least one a followed by one b,a+b,a(a|b)*b,"Positive example: [ ""ab"", ""aab"", ""aabb"", ""aaab"", ""aabab"" ]  
Negative example: [ ""a"", ""b"", ""aa"", ""abb"", ""abaa"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)*|(0+(1*0*)*0+)*)*,"Positive example: ['1', '0', '1111', '0000', '101', '0101', '110110', '00100', '1001', '111000111']
Negative example: ['1102', '00a00', '11b01', '10c0', '110110d', '001f00', '1g01', '321', 'abc', '@#']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)*(aaa)(a)*,"positive example: [aaa, aaaabaaa, baaabaaaaaa, aaaaaaa, babaaa]  
negative example: [aa, abbabaaa, aaaaba, baaabb, baaaa]"
even prefix,(ab|ba)*,(ab|ba)*|(aa|bb)*,"positive example: [ab, ba, abab, baba, aa, bb, aaaa, bbbb, ababaa, babaab]  
negative example: [aaaab, bbba, aab, abb, baa, babaa, abbb, baaa]  "
Odd number of b's,(a*ba*b)*a*ba*,a*b+(a*|(b(a*)b))+a*,"positive example: ['abb', 'aabb', 'bbbaa', 'aaaa', 'bbaabab', 'baaaab', 'bbab']
negative example: ['ab', 'ba', 'bbbbbab', 'babab', 'ababba', 'ababbb', 'babba']"
even prefix,(ab|ba)*,(aa|bb)|(ab|ba)*,"Positive example: [aa, bb, aba, baba, abab, baaab, abbba, abababa]  
Negative example: [a, b, aaa, bbb, abaa, babb, aaba, baab]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(((0+1*)*0+)*|((1+0*)*1+)*)*,"Positive examples:
["""", ""00"", ""11"", ""010"", ""101"", ""001100"", ""110011"", ""000111"", ""101010"", ""110100""]

Negative examples:
[""2"", ""01a"", ""1002"", ""ab"", ""01+"", ""1*0"", ""123"", ""0a1"", ""10b"", ""xyz""]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a+)|a*b+a*)*,"Positive example: ["""", ""a"", ""aa"", ""b"", ""ab"", ""ba"", ""aaa"", ""abb"", ""bba"", ""abab"", ""aabb"", ""bbaa"", ""aaabaa"", ""babab"", ""aaaabbbb""]
Negative example: [""bb"", ""abbba"", ""babaa"", ""babb"", ""aabbaa"", ""bababaa"", ""aabbab"", ""baaab"", ""bbbb"", ""abababb""]"
Odd number of 1s,0*10*(10*10*)*,0*(11)*1(0|1)*,"Positive examples: [ ""111"", ""01101"", ""111101"", ""00111"", ""0111110"" ]  
Negative examples: [ ""1"", ""110"", ""00101"", ""1110"", ""0000"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(a|b)*a{3,}","positive example: [aaa, baaa, abaaa, aaaa, baaabaa]  
negative example: [a, b, ab, aab, baba]"
even prefix,(ab|ba)*,(ab)*(aa|ab|ba|bb)*,"Positive example: ["""" , ""ab"", ""aba"", ""abab"", ""abaa"", ""abbb"", ""ababba"", ""ababbb"", ""abaaaa"", ""ababa"", ""ababb"", ""abba""]

Negative example: [""a"", ""b"", ""ba"", ""bb"", ""aaa"", ""baba"", ""ababbaab"", ""ababab"", ""abaaab"", ""abb""]"
