Short Description,regex,Attempt Regex,ChatGPT Output
non isolated 'b',(a|(b*bb))*,b*(ba+ab)*b*(a)*,"Positive examples: [ ""b"", ""ba"", ""ab"", ""bbaaabbb"", ""babab"", ""bbbab"", ""baa"", ""bbbaaa"", ""abaaaa""]

Negative examples: [""bbabba"", ""abbab"", ""baaab"", ""bbaab"", ""aa"", ""aaab"", ""ababaa"", ""abbaa"", ""baabb""]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(b*a+)*,"positive example: [ ""a"", ""aa"", ""ba"", ""baa"", ""bba"", ""bbba"", ""aba"", ""aaa"" ]  
negative example: [ ""b"", ""ab"", ""abb"", ""bbaa"", ""bab"", ""baba"" ]"
Odd number of b's,(a*ba*b)*a*ba*,b*a(b*ab*a)*b*,"Positive example: ['b', 'aba', 'bab', 'abab', 'baab', 'babab', 'ababab', 'baa', 'bbaab', 'abababa']
Negative example: ['a', 'ab', 'aab', 'aa', 'bbaba', 'abbb', 'abb', 'baaba', 'aabab', 'bba']"
Every b followed by two or more a's,(a|baa)*,a*|a*b*aa,"positive example: ['', 'a', 'aaaa', 'b', 'aa', 'aabbaa', 'aaaaaa', 'aabaa', 'abbaa'], negative example: ['ab', 'ba', 'bb', 'bbaaa', 'aabb', 'abb', 'abab', 'bbaa', 'baa']"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ab*b|a)*,"positive example: [ab, aab, ababab, aaabbab, aababb, aba, aaaba]

negative example: [b, ba, ababbb, bba, aabaab, abbba, aa]

"
Odd number of 1s,0*10*(10*10*)*,((1?|11?)|111?)|0*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""10"", ""111"", ""0000"" ], negative example: [ ""101"", ""110"", ""1111"", ""0010"", ""1001"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b{2})+a{3}a*,"Positive examples: ['aaaa', 'aaaabbbbaaa', 'baaaaa', 'bbaaaaa', 'aabbbaaa', 'bbbaaabbbbbbaaa']

Negative examples: ['aa', 'b', 'ab', 'bba', 'abab', 'bbbaa', 'abb']"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0+)*(1+0+1+)*)*,"Positive example: ['0', '1', '01', '10', '001', '1100', '010', '101', '000', '111', '0', '1', '1110', '0001', '01010']

Negative example: ['0110', '1001', '00101', '110011', '1010', '01110', '100110', '01001', '1100', '10101']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|b(ab|aa|ba|bb)*(aaa)*,"Positive example: ['a', 'aaa', 'bbaaabaaa', 'bababaa', 'bbaaaa', 'baaaa', 'bbaababaaa']

Negative example: ['b', 'ab', 'bba', 'aaabaa', 'babab', 'abba', 'babb']"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a*b+a*b+)*,"positive example: ['b', 'ab', 'aab', 'abab', 'aabab', 'abaaab', 'aaabab', 'aaababaaab']

negative example: ['a', 'ba', 'aba', 'aaba', 'bbb', 'abba', 'aaaabaa']"
Every b followed by two or more a's,(a|baa)*,(b|a)*baaa*,"Positive example: [baaa, abaaa, bbaaa, abaa, bbaa]

Negative example: [ab, baa, abbb, aa, bba]"
even number of 1's,(0*10*10*)*|0*,0*11*,"positive example: [011, 0111, 0011, 111, 1111, 01111]  
negative example: [0, 1, 00, 10, 101, 100, 000]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|b+(a|b)+aaa,"Positive examples: ['abaaaa', 'bbabaaa', 'bbaaa', 'babaaa']

Negative examples: ['aaa', 'ba', 'bb', 'bba']"
first and third,a(a|b)a(a|b)*,a(a|b)(a+b)*,"positive example: [aaa, aab, aabaa, abaa, aabab, aa, ab]
negative example: [a, aba, abb, bb, ba, bba, bab]"
Odd number of b's,(a*ba*b)*a*ba*,(b(aa)*(bb)*)*,"Positive examples: ['b', 'baabb', 'baa', 'bb', 'baabbaabb', 'bbaa']

Negative examples: ['a', 'ab', 'abab', 'aabb', 'aaa', 'bab', 'baba']"
Every b followed by two or more a's,(a|baa)*,(a*b*aa+),"Positive example: [aa, aaaa, baaa, aabaa, abbaaa, aabaaa]

Negative example: [a, b, ab, bab, abaa, bba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+b)*aaa|(b+a)*aaa,"Positive example: ['aaa', 'baaa', 'abaa', 'bbaaa', 'abaaa', 'aabaaa']
Negative example: ['aa', 'aab', 'bbaa', 'abab', 'ba', 'bbba']"
Every b followed by two or more a's,(a|baa)*,(a*)|(a*baa*)|(baa*)*,"Positive examples: ['a', '', 'aa', 'baa', 'baaa', 'aabaa', 'baabaa', 'ba']

Negative examples: ['b', 'ab', 'abab', 'aba', 'bb', 'aba', 'abaaa']"
even prefix,(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*,"Positive example: ['aaaa', 'bbbb', 'aabb', 'bbaa', 'abababab', 'aa', 'bb', '', 'aaaaaabb', 'bbbbbbaa']

Negative example: ['abab', 'baba', 'baab', 'abba', 'aabaa', 'aabbabaa', 'abababababa', 'abbab', 'ba']"
Every b followed by two or more a's,(a|baa)*,a*|(?:a*|(b[a]{2}))*,"Positive example: ['a', '', 'baa', 'aaaa', 'baabaa', 'aabaa']
Negative example: ['b', 'abab', 'ba', 'ab', 'abba']"
even number of 1's,(0*10*10*)*|0*,(0+1)*(1+1)*,"Positive example: [000111, 011, 01, 1111, 0000001]
Negative example: [110, 00211, 1110, 00012, 101]"
Odd number of b's,(a*ba*b)*a*ba*,a|b*(b(bb)*)a*,"positive example:[a, ba, bba, bbba, abbb, bbbabaa]
negative example:[b, bb, bbbb, aa, bab, ab]"
Odd number of b's,(a*ba*b)*a*ba*,b*(ab*a)*b*,"Positive example: ['b', 'ab', 'abb', 'bab', 'aab', 'abba', 'abab', 'baa', 'bba', 'babba']
Negative example: ['a', 'aa', 'ba', 'baaa', 'aba', 'aaa', 'aaba', 'aaaa', 'abbba', 'bbaa']"
non isolated 'b',(a|(b*bb))*,b*|a*|b*,"positive example: ["""", ""b"", ""bb"", ""bbb"", ""a"", ""aa"", ""aaa"", ""bbbb"", ""aaaa""], negative example: [""ab"", ""ba"", ""abab"", ""babab"", ""aabb""]"
Every b followed by two or more a's,(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*(a)*,"positive example: [ ""abbaa"", ""aaaaabbaaa"", ""baaa"", ""aaabba"", ""bbaa"" ]

negative example: [ ""ababa"", ""aabaaa"", ""aaaaaab"", ""baabaaaab"", ""aaabbaaab"" ]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a*)|(b+a+)*,"Positive example: ['a', 'aa', 'bbaa', 'baaa', 'bbbbbaaaa', '', 'aaaa']

Negative example: ['b', 'ab', 'aaaab', 'ba', 'abc', 'aba', 'aab']"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a+)+)|((?:)|(b+))+((?:)|((a*)+)),"positive example: ['a', 'aaa', 'b', 'bb', 'abba', 'bbaa', 'baa', 'ba', 'aa', 'aaaa']
negative example: ['ab', 'bab', 'bbbbbbaa', 'abc', 'baba', 'abb', 'baab', 'aba', 'bba']"
first and third,a(a|b)a(a|b)*,(a(a|b)a(a+b)*)*,"Positive example: [ """", ""aaaa"", ""aaabaaa"", ""aaabaab"", ""aaaaaaab"", ""aabaa"" ]

Negative example: [ ""a"", ""aa"", ""ab"", ""b"", ""ba"", ""abab"" ]"
Odd number of 1s,0*10*(10*10*)*,(0)*(111)*(1)*,"Positive example: [111, 0111, 1111, 00111111, 01111]

Negative example: [0, 110, 100, 011011, 101]"
Every b followed by two or more a's,(a|baa)*,(a*)b*aa(a*),"Positive example: [aa, aaa, baa, aabaa]

Negative example: [a, b, abaa, ba]"
Odd number of b's,(a*ba*b)*a*ba*,((a)*|(b))(bb|aa)*,"Positive example: ['abb', 'bb', 'aaaa', 'abbbb', 'aaaaaa', 'abbaa']

Negative example: ['aab', 'babab', 'aba', 'abbba', 'abab', 'bab', 'baaa']"
Odd number of 1s,0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)|0*,"Positive example: ['0', '1', '11', '111', '00', '01', '011', '000', '0000', '101', '110']  
Negative example: ['1110', '100', '1100', '0011', '1111', '1001', '0010']"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,aa*|a*b*,"positive example: [a, aa, aaa, ab, b, bb, aab, abb, aaaa, aabb]  
negative example: [ba, bab, baba, baa, bbb, baaa, babb, abaa, bbaa, abba]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb)*(b)+(a|bb)*,"positive example: ['b', 'abb', 'bbbb', 'bbba', 'ab', 'bba']

negative example: ['a', 'bb', 'abab', 'bbbaa', 'aa', 'bbb']"
Odd number of 1s,0*10*(10*10*)*,1(11)*|0*,"positive example: [ ""1"", ""111"", ""0"", ""00"", ""1111"", ""00000""]
negative example: [ ""10"", ""110"", ""01"", ""0011"", ""1110"", ""0111""]"
Every b followed by two or more a's,(a|baa)*,(a|b)*baa+,"positive example: [baa, abaa, bbaa, baaa, abaaa, babaa]  
negative example: [aab, bb, aaa, abab, abba, bba]"
Every b followed by two or more a's,(a|baa)*,(a*baa*),"Positive example: [baa, abaa, aabaa, baaa, abaaa]  
Negative example: [b, aa, bab, aab, aabaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aa+,"Positive example: [abaa, baba, aaaa, bbaa, abaaa]  
Negative example: [abba, ababab, baab, aab, bbab]"
Every b followed by two or more a's,(a|baa)*,(a)(b)(aa*),"positive example: [aba, abaa, abaaa]  
negative example: [a, b, ab, baa, abb]"
even number of 1's,(0*10*10*)*|0*,0*0*|110*1,"positive example: [ ""0"", ""00"", ""000"", ""1101"", ""11001"" ]

negative example: [ ""1"", ""11"", ""111"", ""101"", ""110"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b*|bbb*)a*,"Positive examples: ['a', 'b', 'aa', 'bb', 'aab', 'abb', 'aaabbbb', 'bbb', 'aaa', 'ba', 'bba', 'abbbba']

Negative examples: ['abbbbaaa', 'abbbbba', 'bbbb', 'abab', 'baaa', 'babab', 'bbbbba', 'ababa', 'baa', 'aabaa']"
Odd number of b's,(a*ba*b)*a*ba*,(a|b)(bb)*,"positive example: [ab, abbbb, abbb, bbb, abb, bbbb]  
negative example: [aaa, aba, ba, a, bbba, bab]"
Odd number of 1s,0*10*(10*10*)*,0*1(11)*0*1*,"positive example: [0110, 1101, 0011, 111011, 101, 0111010]  
negative example: [1100, 1110, 0000, 010, 1000, 111100]"
Every b followed by two or more a's,(a|baa)*,(a)*b*(a)(a),"positive example: [aaa, aaaabaaa, abaa, baaa, aaa]  
negative example: [aaaaa, aaab, bba, aa, aabaaa]"
non isolated 'b',(a|(b*bb))*,(a)*bb*(a)*,"positive example: ['bb', 'abb', 'bba', 'abba', 'aabbbaa']  
negative example: ['baa', 'ab', 'b', 'bab', 'aab']"
even number of 1's,(0*10*10*)*|0*,(0*(1)0*(1)*)|(0*),"positive example: [ """", ""0"", ""00"", ""000"", ""01"", ""001"", ""0011"", ""00011"", ""001111"", ""0001111"" ],
negative example: [ ""10"", ""111"", ""010"", ""110"", ""101"", ""1001"", ""1100"", ""1011"", ""1110"", ""01101"" ]"
Every b followed by two or more a's,(a|baa)*,"(a*(ab{2,})*)*","Positive examples: ['a', 'abbb', 'aaaabb', 'aabbbb', 'ababbb', 'aababbbabbb']

Negative examples: ['b', 'abb', 'aab', 'abab', 'abbab', 'ababbbb']"
non isolated 'b',(a|(b*bb))*,(a|ab|ba)*,"positive example: [a, ab, aba, abab, ba, baa, abababa]  
negative example: [b, aa, abb, bba, bb, aaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b*|bb)a*(b|bb*)a*,"Positive example: [ ""aaa"", ""aba"", ""abba"", ""abbba"", ""aaabab"", ""aaabbaaa"", ""ba"", ""bbaa"", ""baab"", ""abbaaa"" ]

Negative example: [ ""b"", ""bba"", ""bbb"", ""bab"", ""bbba"", ""babab"", ""abb"", ""aaabbb"", ""bbaab"", ""abaab"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*)*bba(a*b*)*b,"Positive example: [ ""bbaab"", ""bbabb"", ""aaaaabbab"", ""bba"", ""ababbaab"" ]

Negative example: [ ""babab"", ""bbba"", ""abbaa"", ""baabb"", ""aaabbb"" ]"
first and third,a(a|b)a(a|b)*,(aaa)*(aba)*(a+b)*,"positive example: ["""" , ""aaa"", ""aba"", ""aaaaaa"", ""abaaba"", ""aaababaa"", ""aaaaaabaaababaaa"", ""aaaabaaabaaa"", ""abababa""],  
negative example: [""b"", ""aaab"", ""abaaa"", ""aabaaabbb"", ""abaabaaba"", ""baaa"", ""ab"", ""aaababaaa"", ""aab"", ""ba""]"
non isolated 'b',(a|(b*bb))*,(a|b)*bb(a|b)*,"positive example: [abb, bb, babb, bbb, abbb, babbab]  
negative example: [a, ba, aaa, bba, abab, aaab]"
even prefix,(ab|ba)*,(ab+ba)*(ba+ab)*,"Positive example: [ab, baba, abab, ababab, bababab]

Negative example: [aa, bb, aba, baa, ababaa]"
Odd number of b's,(a*ba*b)*a*ba*,b*a(b|ab*a)*,"Positive example: ['a', 'ba', 'baba', 'baaba', 'abab', 'baa', 'bab', 'baabaa']

Negative example: ['b', 'ab', 'aab', 'bb', 'baaab', 'baab', 'bba']"
even number of 1's,(0*10*10*)*|0*,((10*)1*)0*,"Positive examples: ['10', '110', '100', '1110', '10100', '111100']
Negative examples: ['01', '11', '1011', '0000', '1101', '0110']"
first and third,a(a|b)a(a|b)*,a(a+b)*a(a+b)*,"Positive example: [aa, abaa, abba, abaab, ababaa]

Negative example: [a, b, bab, bb, ab]"
Odd number of b's,(a*ba*b)*a*ba*,a*(baaa*)*,"positive example: [ """", ""a"", ""ba"", ""baa"", ""baaa"", ""aabaa"", ""aaabaaa"", ""aaabbaaaa"", ""ababaaa"" ]

negative example: [ ""b"", ""bb"", ""ab"", ""baab"", ""baaaaab"", ""aaab"", ""aabba"", ""abab"", ""abba"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b)+,"Positive example: [ ""ab"", ""aab"", ""aaab"", ""b"", ""aabbb"", ""aaaabbbbb"" ]

Negative example: [ ""a"", ""a"", """", ""aba"", ""abb"", ""baa"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,aa|ab|ba|bbaaa+,"positive example: [aa, ab, baa, bbaaa, bbaaaa, bbaaab]
negative example: [a, b, aaa, abb, bab, bb]"
Every b followed by two or more a's,(a|baa)*,a*b*aa+,"Positive example: [ ""aa"", ""aaa"", ""aabaaa"", ""baaa"", ""abaa"", ""bbaa"" ]

Negative example: [ ""a"", ""b"", ""bb"", ""ab"", ""abba"", ""ba"" ]"
non isolated 'b',(a|(b*bb))*,((a|b)*(bb)(a|b)*)*,"positive example: [ """", ""bb"", ""abb"", ""bba"", ""ababbb"", ""babab"" ]  
negative example: [ ""a"", ""b"", ""aa"", ""ba"", ""ababa"", ""bbb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a(ba|bb)*,"positive example: [a, ababb, abb, abababa, abbabbbba]  
negative example: [b, aba, baa, bbba, abbab]"
even number of 1's,(0*10*10*)*|0*,0*1(0*10*110*)*,"Positive example: [  
""1"",  
""1101"",  
""10110"",  
""100110"",  
""111"",  
""101011"",  
""1111"",  
""1001011""  
]

Negative example: [  
""0"",  
""10"",  
""100"",  
""1100"",  
""1010"",  
""11011"",  
""1110"",  
""1011010""  
]"
even prefix,(ab|ba)*,(aa)*(bb)*,"Positive example: ['aabb', 'aa', 'aabbbb', 'bb', '', 'aaaa', 'aabb']

Negative example: ['bbaa', 'abab', 'ab', 'ba', 'aaaab', 'bba', 'bbbbbbba']"
Odd number of b's,(a*ba*b)*a*ba*,(a|b)+(a|b)*b,"positive example: [ab, bab, baab, aab, bbabb]  
negative example: [a, aa, ba, bbb, baaa]"
even number of 1's,(0*10*10*)*|0*,0*1+(0*1+0*)*,"positive example: [ ""01"", ""1101"", ""1001"", ""0001"", ""111"", ""10101"" ],  
negative example: [ ""0"", ""10"", ""1110"", ""1010"", ""000"", ""1100"" ]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*|1,"Positive example: ['1', '11', '101', '0110', '00', '000', '010', '10111']

Negative example: ['10', '1100', '011', '0011', '1110', '0101', '0001', '1101']"
non isolated 'b',(a|(b*bb))*,(a*|(bb)*)b*,"positive example: [ """", ""a"", ""aa"", ""aaa"", ""bb"", ""bbbb"", ""abb"", ""aaabb"", ""aaaab"", ""bbb"" ]

negative example: [ ""ab"", ""baba"", ""ba"", ""abab"", ""baaaa"", ""bbaba"" ]"
even number of 1's,(0*10*10*)*|0*,0*10*1*1*0,"positive example: [0110, 100110, 001110, 110, 010, 01110]  
negative example: [101, 1101, 111, 0010, 0101, 00011100]"
Odd number of b's,(a*ba*b)*a*ba*,((a|bb)(a|b)(a|bb))+,"Positive examples: ['abaa', 'bbaaaa', 'bbabbaa', 'abbbba', 'babbaababba']
Negative examples: ['ab', 'bbb', 'aabba', 'aaab', 'babab']"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*,"positive example: [ ""01"", ""10"", ""0110"", ""1001"", ""010110"", ""101001"", ""010110010"", ""10101001"" ], negative example: [ ""00"", ""11"", ""0011"", ""1100"", ""0101"", ""1010"", ""0110101"", ""1001010"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*),"positive example: ["""" ,""0"", ""1"", ""00"", ""11"", ""01010"", ""10101"", ""000111000"", ""111000111""]

negative example: [""01"", ""10"", ""1100"", ""0011"", ""1010"", ""0110"", ""110011"", ""000110"", ""111001""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|ba|ba|b*aaaa*,"Positive example: ['a', 'ba', 'b', 'aaaa', 'bbaaaa', 'bbaaa', 'baaa', 'bbaaaaaaaaaaa']

Negative example: ['c', 'ab', 'bb', ' ', 'baab', 'bbaa', 'abab', 'baaaaab']"
Odd number of b's,(a*ba*b)*a*ba*,(a|ab+|b)+ab+,"positive example: [ ""aab"", ""abab"", ""babab"", ""abb"", ""aabb"" ]

negative example: [ ""aa"", ""a"", ""bb"", ""bab"", ""ba"" ]"
Odd number of 1s,0*10*(10*10*)*,0*(1)*,"positive example: [ ""1"", ""11"", ""111"", ""01"", ""001"", ""0001"" ], negative example: [ ""0"", ""00"", ""10"", ""110"", ""0110"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(b|(ab|ba)+),"Positive example: [ ""b"", ""ab"", ""ba"", ""abab"", ""baba"", ""ababab"", ""bababa"" ]

Negative example: [ ""a"", ""aa"", ""bb"", ""aaa"", ""aba"", ""bbb"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+0+1+0+1+0+1+0+1+|0+1+0+1+0+1+0+1+0+|1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"positive example: [ ""010101010"", ""1010101010"", ""11001"", ""0001111000"", ""1"", ""000"", ""0101010"", ""10101011"" ], negative example: [ ""010110"", ""110010101"", ""11a00"", ""0011100b"", ""00011c1"", ""a0101010"" ]"
Odd number of 1s,0*10*(10*10*)*,10*(10*)*,"Positive example: [ ""1"", ""10"", ""100"", ""110"", ""1010"", ""1000"" ]

Negative example: [ ""0"", ""00"", ""010"", ""0110"", ""001"", ""000"" ]"
Three Choices (Regex),001|1010|110,(110|10|0*)*,"positive example: ["""", ""0"", ""00"", ""110"", ""10"", ""1100"", ""0010"", ""110110"", ""100"", ""001100110""]  
negative example: [""1"", ""01"", ""101"", ""111"", ""1101"", ""1001"", ""1110"", ""1010"", ""00101"", ""11011""]"
non isolated 'b',(a|(b*bb))*,(a+b)*(b+bb)*(a+b)*,"Positive example: ['ab', 'abb', 'ba', 'bbaa', 'ababba', 'aabbaba', 'bab', 'bbab']

Negative example: ['aaa', 'bbb', 'aabbb', 'baba', 'bbba', 'abba', 'babab']"
non isolated 'b',(a|(b*bb))*,b*b(a|b)*|(a|b)*bb*,"positive example: [ ""bb"", ""bba"", ""bbb"", ""abab"", ""baab"", ""abb"", ""abbb"", ""b"" ]

negative example: [ ""a"", ""aa"", ""aaa"", ""aba"", ""aab"", ""baaab"" ]"
Odd number of 1s,0*10*(10*10*)*,((1+)+)*|0*,"positive example: [111, 11, 0, 0000, 1101101, 101010, 11111]
negative example: [01, 10, 100, 0110, 1101010, 1110, 1011]"
Every b followed by two or more a's,(a|baa)*,([b]*aa),"positive example: [aa, baa, bbaa]  
negative example: [a, b, bb]"
non isolated 'b',(a|(b*bb))*,b*(ab+ba+b)*b*a*,"Positive example: [ ""b"", ""a"", ""bab"", ""abba"", ""bbbba"", ""ba"", ""bba"", ""babab"", ""bbbaa"", ""bababba"" ]

Negative example: [ ""aa"", ""ab"", ""baaa"", ""babba"", ""bb"", ""aab"", ""ababb"", ""abab"", ""aaabb"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0)|(0+1),"positive example: [010, 110, 11, 00, 10, 01], negative example: [111, 001, 100, 000, 011, 101]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)?a*b(a?),"positive example: ['ab', 'aab', 'b', 'ba', 'aaaab', 'aaa', 'aab', 'bb', 'ab', 'bba']
negative example: ['aa', '', 'aba', 'abba', 'bbaa', 'aaaa', 'babab', 'abbb', 'babaa', 'bbbaa']"
Odd number of 1s,0*10*(10*10*)*,(0)*(1*)(0)*,"positive example: [ ""1"", ""10"", ""01"", ""00011110000"", ""111"", ""0000"", ""11110"", ""0111100"" ]

negative example: [ ""1101"", ""001001"", ""101"", ""1101101"", ""010"", ""0110001"", ""11110010"" ]"
contains no 00 nor 11,1?(01)*0?,0?|0|1|(010)*(101)*|(01)*|(10)*,"Positive example: ['0', '1', '010101', '101010', '01', '10', '010101010', '101', '010', '010101101']

Negative example: ['11', '001', '10101', '0110', '1100', '111', '1000', '0101', '110', '000']"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*)(010)*|(10)*(101)*,"Positive examples: ['0', '01', '010', '10', '101', '0010', '10101']

Negative examples: ['1', '11', '011', '100', '111', '0101', '1010']"
Every b followed by two or more a's,(a|baa)*,a*|(b*aa)*a*,"positive example: [ """", ""a"", ""aa"", ""b"", ""aaa"", ""baa"", ""bbaa"", ""abbbaa"", ""bbbbba"", ""bbabaa"", ""bb"", ""ababaa"" ]

negative example: [ ""ab"", ""abb"", ""bbba"", ""baaab"", ""bbab"", ""abc"", ""ac"", ""abab"", ""bab"", ""aabba"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1+))*|(0+(1*0*)0*)*,"Positive example: ['1', '11', '1001', '10', '000', '0110', '0', '101', '111']

Negative example: ['001', '0101', '1010', '00010', '1100', '0100', '1110', '01', '100']"
non isolated 'b',(a|(b*bb))*,(a|b)*b+bb+(a|b)*,"Positive example: ['bbbbb', 'abbabbbbb', 'bbbbba', 'abbbbbab', 'bbbbbba']

Negative example: ['aaaa', 'b', 'bbbb', 'ababa', 'baaa']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a*(b(aa+))*,"positive example: [ """", ""aa"", ""baaa"", ""baaaa"", ""baaba"", ""baaaaa"", ""baa"", ""baaaaaa"" ]

negative example: [ ""b"", ""aab"", ""aba"", ""bba"", ""abaaa"", ""bbaaa"", ""ba"", ""aabaa"" ]"
Every b followed by two or more a's,(a|baa)*,b*aa,"positive example: [aa, baa, bbaa, bbbbaa]  
negative example: [b, a, aaa, bb, bab]"
non isolated 'b',(a|(b*bb))*,a*bb*a*bb*a*,"positive example: [abbabb, aabbbabbaa, bbabbaa]  
negative example: [abbba, bbba, ababb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*b)+|b,"positive example: [ ""aba"", ""abab"", ""b"", ""ba"", ""baabb"", ""abbbbbba"", ""ababab"" ]

negative example: [ ""a"", ""aa"", ""aaa"", ""aab"", ""bbaa"", ""bababa"", ""abb"" ]"
Odd number of 1s,0*10*(10*10*)*,((1?|11?)|111?)*|0*,"positive example: [ """", ""0"", ""00"", ""1"", ""11"", ""111"", ""000"", ""010"", ""110"", ""1111"", ""1110"", ""0000"" ]

negative example: [ ""2"", ""01"", ""0011"", ""101"", ""1112"", ""10"", ""0001"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)(0|1)((0|1)?),"positive example: [ ""000"", ""1110"", ""0101"", ""110"", ""101"" ]

negative example: [ ""00011"", ""1111"", ""00101"", ""01"", ""10"" ]"
non isolated 'b',(a|(b*bb))*,b*(a+b)*b*,"Positive example: ['b', 'ab', 'bb', 'aab', 'abb', 'bab', 'bba', 'baa', 'aa', 'a', 'bbb', 'aaa']

Negative example: ['baab', 'aba', 'baba', 'bababa', 'abaaba', 'babab']"
even prefix,(ab|ba)*,((a+b)(a+b))*(a+b)*,"positive example: ["""", ""aa"", ""bb"", ""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""baab"", ""aaa""]

negative example: [""aaaabb"", ""aabbab"", ""babaaba"", ""ababba"", ""aaaaab"", ""abbaba"", ""ababaaa"", ""baababbb""]"
Every b followed by two or more a's,(a|baa)*,(a*)|(a*baa*),"Positive example: ['a', '', 'aa', 'baaa', 'baa', 'baaaaa', 'aabaa']

Negative example: ['b', 'ab', 'abab', 'bba', 'ba', 'abaaa', 'aba']"
Odd number of b's,(a*ba*b)*a*ba*,a*b(bb+|a*)*,"Positive example: [ ""aabbb"", ""b"", ""abbaa"", ""aabb"", ""bbb"", ""aaab"", ""ab"" ]

Negative example: [ ""aaba"", ""bbaba"", ""bab"", ""baa"", ""baab"", ""bbaa"", ""bbbbaa"" ]"
non isolated 'b',(a|(b*bb))*,a*b*(bb)*b*a*,"Positive example: ['bba', 'abbb', 'abbbba', 'baa', 'aabbbba']

Negative example: ['aba', 'bb', 'bab', 'abba', 'aaab']"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b((a*)(b(a*b)b))+a*,"positive example: [""babb"", ""aaaababbabaaabbaa"", ""ababbbaa"", ""aabbaabb"", ""ababaabbababbaa""]

negative example: [""a"", ""baa"", ""babab"", ""aaa"", ""abbba"", ""abbb""]"
Every b followed by two or more a's,(a|baa)*,"[ab]b+a{2,}","positive example: [abbaa, bbbaaa, bbaa, abaaa]  
negative example: [ab, ba, aab, bbaba]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0*,"Positive example: [ ""010"", ""1101"", ""111"", ""000"", """", ""1001"", ""0010"", ""11"", ""0"" ]

Negative example: [ ""1010"", ""1100"", ""11011"", ""0110"", ""101110"", ""0101"", ""1110001"", ""00101"", ""101""]"
Odd number of b's,(a*ba*b)*a*ba*,(ba*ba*ba*)*a*ba,"Positive examples: ['ba', 'baba', 'babba', 'bababba', 'bbaba', 'baaaababa']

Negative examples: ['b', 'a', 'baa', 'bba', 'abb', 'bbaabb']"
