Short Description,Regex,Attempt Regex,ChatGPT Output
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(10*1)*,"Positive example: [ ""00"", ""11"", ""010"", ""1001"", ""0000"", ""1011"", ""0110"", ""100"", ""0101010"" ]  
Negative example: [ ""0"", ""1"", ""011"", ""101"", ""0011"", ""1100"", ""010110"", ""100010"", ""00001"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1*0)*0*)|(1+(0*1)*1*),"positive example: [ ""0"", ""00"", ""000"", ""010"", ""0110"", ""0010"", ""100"", ""110"", ""101"", ""1110"", ""1001"", ""11001"" ]  
negative example: [ ""0101"", ""1010"", ""111"", ""0001"", ""00110"", ""011"", ""1000"", ""1101"", ""10101"", ""1111"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*b,"positive example: [""ab"", ""bbbb"", ""aabbbb"", ""aabbb"", ""bbbbbb""]  
negative example: [""a"", ""b"", ""bb"", ""aaab"", ""aaa"", ""bbbbb""]"
even number of 1's,(0*10*10*)*|0*,0*|(0*(11)*)*|(10*1)*|(0*(11)*)*,"Positive examples: [ ""0"", ""00"", ""11"", ""0011"", ""1111"", ""10"", ""101"", ""1001"", ""0"", ""000"", ""1111"", """", ""0101"", ""1010"", ""10"", ""110011"", ""001011"", ""0110""]  
Negative examples: [ ""01"", ""110"", ""0001"", ""1110"", ""100"", ""010"", ""1101"", ""00110"", ""10111"", ""01101""]"
even number of 1's,(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*|(1010)*,"positive example: [11, 1111, 0, 010111, 110, 1010, 101010, 00, 1001, 101011]
negative example: [100, 0011, 10011, 10, 0101, 1100, 110110, 101, 0110, 121]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)(a|b))aaa,"positive example: [aaaaaa, bbaaaa, abaaaa]  
negative example: [aaaabb, ababaa, bababa]  "
non isolated 'b',(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"Positive example: [ """", ""a"", ""bb"", ""bbb"", ""abbb"", ""bbbabb"", ""aabb"", ""bbbbb"", ""aaa"", ""bbbbbbb"" ]  
Negative example: [ ""ab"", ""bba"", ""bbbbba"", ""b"", ""abba"", ""baa"", ""babab"", ""aaaaa"", ""bbbbbbbb"", ""aabbbb"" ]  "
non isolated 'b',(a|(b*bb))*,(a*((bb)*|(bbb)*)*a*)a*,"Positive example: [ ""a"", ""aa"", ""abba"", ""abbbba"", ""aaaabbbba"", ""ababba"", ""abbbbbba"", ""aabbbbbb"" ]  
Negative example: [ ""b"", ""bb"", ""bbb"", ""abbaabb"", ""abbbbbbaa"", ""abbabb"", ""aba"" ]  "
contains 'bab',(a|b)*(bab)(a|b)*,a+b(a+b)*bab(a+b)*,"Positive example: [ababab, abababab, ababab, abbababa]  
Negative example: [abababb, abba, bababa, ababababab]"
non isolated 'b',(a|(b*bb))*,(a*(bb+bbb)*a*)*a*,"Positive example: [``, `a`, `aaa`, `bb`, `bbbbbb`, `abb`, `bbbba`, `ababbbba`, `aabbbaa`, `bbbbbbbb`, `abbbbbbbbbbbbba`]

Negative example: [`b`, `bba`, `bbb`, `aabbb`, `bbbabb`, `abbbbb`, `babab`, `abbabba`, `aabbabab`, `bbbbaabba`]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+)(0*1*)(0+)|(1+)(0*1*)(1+)|0|1)?,"```  
positive example: ['0', '1', '000', '111', '00100', '11011', '01', '10', '000111000', '111000111', '000111', '111000', ''],
negative example: ['0110', '1001', '010', '101', '00110', '11001', '0001', '1110', '0011', '1100']
```  "
non isolated 'b',(a|(b*bb))*,(a*bb*ba*)*,"Positive example: [abb, bba, abbbba, bbabb, abba, abbba, bbba, abbbaa, abbababba]  
Negative example: [ab, aba, baa, bbbab, ababab, aab, ba, bbbaa, abab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)|(1(0|1)*1))?,"Positive example: [ """", ""00"", ""11"", ""010"", ""101"", ""00100"", ""11011"", ""000"", ""111"" ]  
Negative example: [ ""0"", ""1"", ""01"", ""10"", ""001"", ""011"", ""1110"", ""1100"", ""1001"" ]"
non isolated 'b',(a|(b*bb))*,(a?bba?),"Positive example: [bba, abba, bbaa, abbaa, bbaaa]  
Negative example: [bb, abb, abbaaab, aabbaa, bbbaa]"
Every b followed by two or more a's,(a|baa)*,(b(aa+))*,"Positive examples: [ """", ""baa"", ""baaaa"", ""baaabaa"", ""baaabaaaaaaa"" ]  
Negative examples: [ ""b"", ""ba"", ""aaa"", ""baaaab"", ""baaa""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1+0+)*|1(1*0+1+)*)?,"positive example: ['0', '1', '00', '11', '01', '10', '001', '110', '0001', '1110', '0', '', '101', '010']
negative example: ['000', '111', '100', '0101', '1010', '0000', '11110', '1000']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*aaa,"Positive example: [aaa, abaaa, baaabaaa, bbaaa, ababaaa]  
Negative example: [aa, abbaaa, bbbaa, abababaaa, baaaa]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*|b*a*)*(baa)a*b+,"positive example: [baaab, baaabb, baaababab, baaaabbb, baabbbbb]
negative example: [bab, bbbaa, baaababba, ababbaa, aabbaa]"
non isolated 'a',(b|(a*aa))*,(b*aa+|aa+b*|b*),"positive example: [aa, baa, aab, bbaa, aabbb]

negative example: [a, bb, aaa, ab, aaaa]"
Every b followed by two or more a's,(a|baa)*,"(a)*ba{2,}(a)*ba{2,}|a*","positive example: [ ""aaaaabaaaabaaa"", ""baaaabaa"", ""aaaa"", ""aaaaabaababaa"", ""a"" ]  
negative example: [ ""b"", ""aaabaa"", ""aabab"", ""bbb"", ""baaaaabaaa"" ]  "
"No or loop 1 or 01, and end by 0",(1|01)*(0?),(0?)((1+)(0|01))*,"Positive example: ["""" , ""0"", ""10"", ""101"", ""0110"", ""10101"", ""101010"", ""010101"", ""110"", ""110101""]
Negative example: [""1"", ""00"", ""111"", ""001"", ""10100"", ""0111"", ""010"", ""010010"", ""100"", ""01101""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab][ab]aaa,"positive example: [aaaaaa, abaaaa, baaaaa, bbaaaa]  
negative example: [aabaaa, bbbaaa, abaaab, aaaaba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01*)*(010)(1*0)*)|((10*)*(101)(0*1)*)|0+|1+)?,"positive example: [ """", ""0"", ""1"", ""010"", ""101"", ""0101010"", ""1010101"", ""000"", ""111"", ""010101010"", ""101010101"" ]  
negative example: [ ""001"", ""100"", ""0110"", ""1101"", ""0001"", ""1110"", ""0102"", ""1012"", ""201"", ""110011"" ]"
first and third,a(a|b)a(a|b)*,(aaa+aba)(a+b)*,"Positive example: [aaaa, aaabaaa, aaabaabba, aaabaabbaaa, aaabaaaaa]  
Negative example: [aab, aaabbaa, aaa, aaabaa, ab]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(11*0*11*)*|(00*1*00*)*,"Positive example: [111, 000, 11011, 00100, 1100, 00, 11, 001100]
Negative example: [101, 010, 1001, 0110, 11001, 00110, 10100, 1101011]"
even prefix,(ab|ba)*,(ba)*(ab)*(ba)*(ab)*,"positive example: [ """", ""ba"", ""ab"", ""babab"", ""babaabab"", ""bababaab"", ""ababab"", ""bababababab"" ]  
negative example: [ ""bab"", ""aba"", ""ababababba"", ""baab"", ""ababba"", ""babaabaa"", ""bababaaa"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*bab*aaa*(b|a)*b,"positive example: [ ""babaaab"", ""baaaaab"", ""abababaaaab"", ""bababaaab"", ""abaaaaababab"", ""ababaaababab"" ]  
negative example: [ ""baabaa"", ""ababaa"", ""babaaa"", ""baabaabab"", ""aabaaab"", ""baba"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1(0|1)*1)|(0(0|1)*0))?,"positive example: [1, 0, 10, 11, 101, 1001, 010, 0110, 01010, 10001],  
negative example: [00, 111, 000, 1010, 0011, 1100, 011, 100, 0100, 1101]  "
Length 1 or More,(0|1)(0|1)*,(0|1)|(01*),"Positive example: [0, 1, 01, 011, 0111]  
Negative example: [00, 10, 111, 001, 101]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a+|b+)(aaa+),"Positive example: [baaabaaa, baaabbbaaaaa, abaaaaaaa, baaabbaaaa, bbbaaaa]
Negative example: [aaaaaaa, bbbaaa, abaaabbbaaaa, abaaa, bbaaa]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0+1+)(0|1)*(1+0+),"Positive example: [0110, 1001, 1110, 0011, 1011]  
Negative example: [011, 10101, 101, 00]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110),"```plaintext
positive example: [
  ""1"", ""111"", ""11111"", ""10"", ""1110"", ""01"", ""100"", ""001"", ""010"", ""1011"",
  ""1000"", ""1101"", ""0001"", ""0010"", ""0111"", ""0100"", ""10101"", ""10110"", ""10011"",
  ""10000"", ""11001"", ""11010"", ""11100"", ""00001"", ""00010"", ""00111"", ""00100"",
  ""01101"", ""01110""
],
negative example: [
  ""0"", ""11"", ""101"", ""011"", ""1010"", ""0000"", ""11110"", ""11111"", ""11000"", ""11101"",
  ""00011"", ""01010"", ""10010"", ""10100"", ""11011"", ""01100"", ""00000"", ""00101"",
  ""11000"", ""10111"", ""01101"", ""01111"", ""101000"", ""111111"", ""10001"", ""000000""
]
```"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111),"Positive example: [1, 111, 10, 1110, 101010, 101111, 00010, 01000, 11100, 11001, 10000, 101001, 01110]  
Negative example: [11, 110, 000, 0011, 1111, 0000, 000011, 1010, 1001, 101101, 111111, 011, 1011011]"
non isolated 'b',(a|(b*bb))*,(a+(bb))*,"Positive example: [ """", ""a"", ""abb"", ""aabb"", ""bbbb"", ""aaaabb"", ""abbaabb"" ]  
Negative example: [ ""b"", ""bbb"", ""aaaaab"", ""abbab"", ""abbabb"", ""aabbb"" ]"
non isolated 'b',(a|(b*bb))*,a*(bb)*a*,"Positive example: [ ""a"", ""bb"", ""aaa"", ""aabba"", ""aaabbaa"", ""bbaa"", ""aabb"", ""bbabba"" ]  
Negative example: [ ""b"", ""ba"", ""ab"", ""abb"", ""bab"", ""baba"", ""aabab"", ""bbb"" ]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)(a|b)*,"positive example: [babab, babb, bababab, bababbaba, babbaa]  
negative example: [ba, babababa, babbb, baba, bbabab]  "
Odd number of b's,(a*ba*b)*a*ba*,(ba*a*)(ba*a*b)*,"Positive example: [ ""b"", ""ba"", ""baa"", ""bab"", ""baab"", ""baaaa"", ""baaab"", ""babab"", ""baabab"", ""baaaab"" ]  
Negative example: [ ""a"", ""bb"", ""aaa"", ""bba"", ""ab"", ""bbbb"", ""aba"", ""babaa"", ""abab"", ""aab"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)(a|b))(a*)(b*)aaa,"Positive example: [ ""abaaaaa"", ""bbaaa"", ""bazaaa"", ""bbaaaa"" ], negative example: [""aaabaaaa"",""aaaabbbb"",""bc"",""ccc"" ]"
4 | #0,1*(01*01*01*01*)*,1*00001*,"positive example: [ ""100001"", ""000001"", ""000010001"", ""1000001"", ""11100001"" ]  
negative example: [ ""100000"", ""0110001"", ""000010"", ""1001"", ""0000001"" ]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*1(10*1)*0*(10*1)*0*),"Positive example: [101, 1101, 1001, 110011, 10101]  
Negative example: [000, 111, 11011, 10011, 10110]  "
Odd number of b's,(a*ba*b)*a*ba*,a*ba*|b,"positive example: [b, aab, baa, ab, aba, baaa],  
negative example: [aaa, bb, abb, bab, aaba, bba]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,[b]*|[a]*,"positive example: ["""", ""bbbb"", ""aaaa"", ""abbbb"", ""bbaaa"", ""a"", ""b"", ""aaaaa"", ""bbbbb""]  
negative example: [""abab"", ""baab"", ""aabba"", ""babab"", ""aaaaabaaa"", ""bbbbbbaaaa""]  "
non isolated 'a',(b|(a*aa))*,(aa)*,"positive example: ["""" (empty string), ""aa"", ""aaaa"", ""aaaaaa""]
negative example: [""a"", ""aaa"", ""aaaaa"", ""b"", ""ab"", ""aab""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*|(01)*0|(10)*1,"positive example: [ ""1"", ""1001"", ""111"", ""100011"", ""01100"", ""011"", ""000"", ""010"", ""10"", ""01"", ""010"", ""101"" ],  
negative example: [ ""110"", ""10010"", ""0101"", ""11100"", ""0001"", ""1110"", ""00011"", ""10000"", ""001"", ""1010"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*(baa+)+b,"positive example:[baab, abaaab, aabaaabb, baaabb]
negative example:[aabaa, baa, bab, baaabaa]"
Odd number of b's,(a*ba*b)*a*ba*,ba*|a*b,"Positive example: [b, ba, baa, aab, ab]  
Negative example: [bb, aaa, a, aa]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"ab{2,}a{3,}","positive example: [abbbaaa, abbbbaaaa, abbbbbbaaaaa]  
negative example: [abaaa, abbb, aabbb]  "
even number of 1's,(0*10*10*)*|0*,(0*(10*1)*)|(0*),"Positive example: [ ""0"", ""00"", ""000"", ""1"", ""11"", ""101"", ""10101"", ""010"", ""0101"", ""0010"", ""001001"", ""000"", ""10"", ""1001"", ""10001"" ]  
Negative example: [ ""011"", ""110"", ""111"", ""100"", ""1010"", ""00110"", ""000101"", ""11101"", ""00111"", ""1101"" ]"
Length 1 or More,(0|1)(0|1)*,(0|1),"positive examples: [0, 1], negative examples: [00, 11, 01]"
Odd number of 1s,0*10*(10*10*)*,((0*)1(0*)),"positive example: [ ""1"", ""01"", ""10"", ""001"", ""100"", ""0001"", ""1000"", ""010"", ""0100"", ""0010"" ]  
negative example: [ ""0"", ""11"", ""111"", ""011"", ""110"", ""101"", ""000"", ""0101"", ""0011"", ""1010"" ]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+(0*1*)*1+|0+(0*1*)*0+,"Positive example: [1101, 000110, 1110011, 0110, 1110]  
Negative example: [101, 000, 110, 01, 010]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+)+aaa,"Positive example: [aaa, aaaa, bbaaa, abaaa, abaabaaa, bbbbaaa]  
Negative example: [aab, baba, bbb, bbbababaaa, aabbb, abababa]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(00|01|10|11)|(000),"Positive example: [00, 01, 10, 11, 000]  
Negative example: [0, 001, 111, 101, 0000]  "
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*b))?,"positive example: [aaabbaaab, baaabbaaab, baaab, aaab, bb, aaabaaab, bbabaaab, aabaaab]  
negative example: [aaaaabb, baaaabaaa, aabbab, bbb, abba, aabaabab, bbbba, aabaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a)*bb(a)*,"positive example: [babb, ababb, baaabb, abbbbbaabb, bbbaaabb]  
negative example: [baabb, abb, aabab, babbba, aaa]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*)*(ba|ab|b),"Positive example: [ ""ba"", ""ab"", ""b"", ""baba"", ""abab"", ""baa"", ""abababab"", ""baaab"" ]  
Negative example: [ ""aaa"", ""aab"", ""aabb"", ""bbab"", ""aaba"", ""ababaa"", ""babaa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(a*ba*(ba*b)*)a*,"Positive example: [""a"", ""aa"", ""aba"", ""aaba"", ""ba"", ""ababa"", ""aabab"", ""aaaabaaa"", ""aabaab"", ""abababab""]
Negative example: [""b"", ""abb"", ""baba"", ""bbaa"", ""abab"", ""aaabb"", ""aababbb"", ""bab"", ""bb"", ""aababb""]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+((10)*|(01)*)0+,"positive example: [ ""000100"", ""00010100"", ""00100"", ""0110110"", ""001000"" ],  
negative example: [ ""010"", ""01010"", ""00110"", ""000110"", ""101000"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*b((bb)*a*)*,"Positive example: [`ab`, `aab`, `abb`, `aabbbba`, `abbbbaaa`, `aaa`, `bbbbaaa`, `aaaa`, `abbbbbbbaaaa`]  
Negative example: [`ba`, `bba`, `bab`, `bbb`, `aaaabba`, `bbbaa`, `bbabab`, `babab`, `bb`, `b`]"
non isolated 'b',(a|(b*bb))*,(a*(b*bb))*,"Positive example: ["""", ""bb"", ""abbb"", ""aabb"", ""bbb"", ""aabbbb"", ""aabbbbbbb""]
Negative example: [""b"", ""aba"", ""aaab"", ""bab"", ""baabb"", ""aaba"", ""bbbbb""]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(a)*(bb)*,"positive example: [ """", ""a"", ""bb"", ""aa"", ""bbbb"", ""abb"", ""aabb"", ""bba"", ""abbaa"", ""aabbabb"" ]  
negative example: [ ""b"", ""ba"", ""bba"", ""ab"", ""bab"", ""bbb"", ""bbabb"", ""aabbb"", ""abbb"", ""bbbaa"" ]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0|1(1*0*)*1)?,"positive example: [00, 11, 1001, 010, 01001]

negative example: [01, 10, 111, 000, 1010]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(b(a*)b)*a*,"positive example: [ ""b"", ""ab"", ""ba"", ""baa"", ""bab"", ""bababa"", ""abab"", ""aababab"", ""babab"", ""abababab"" ]  
negative example: [ ""a"", ""bb"", ""aba"", ""abb"", ""baaab"", ""bba"", ""ababbb"", ""aabba"", ""bababb"", ""baab"" ]"
even prefix,(ab|ba)*,(ab)*(ba)*(ab)*(ba)*,"Positive example: [ """", ""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""ababba"", ""babaab"", ""abbaab"", ""abababab"" ]  
Negative example: [ ""a"", ""b"", ""aba"", ""bab"", ""abb"", ""baab"", ""aab"", ""bba"", ""ababababa"", ""bababa"" ]"
non isolated 'b',(a|(b*bb))*,a*(bb)*(a)*,"Positive examples: ["""", ""a"", ""aa"", ""bbbbaa"", ""bbaa"", ""bb"", ""aaaa"", ""bbb"", ""aabb"", ""bbbaa""]
Negative examples: [""b"", ""aba"", ""bab"", ""aaba"", ""bbaaa"", ""bbbba"", ""abb"", ""ba"", ""abab"", ""bbab""]"
Every b followed by two or more a's,(a|baa)*,a*|(baa+),"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""baaa"", ""baaaa""]  
Negative example: [""bba"", ""bab"", ""ab"", ""abaa"", ""ba"", ""abba""]  "
non isolated 'b',(a|(b*bb))*,(a?)*(bb|bbb)*(a)*(bb|bbb)*(a?)*,"positive example: [ """", ""a"", ""bb"", ""bbb"", ""aaaa"", ""bbbbb"", ""abab"", ""aabbbaa"", ""aabbbbbbbaa"", ""bbbbbbaaaabbbb"" ]  
negative example: [ ""b"", ""ab"", ""aaab"", ""bbbab"", ""bbabbb"", ""aabbbbbab"", ""abbba"", ""bbbabb"", ""ababbbb"", ""bbbbaaaabbbb"" ]  "
even number of 1's,(0*10*10*)*|0*,0*(10*1)+,"positive example: [101, 1001, 11001, 111, 10001]  
negative example: [0, 1, 100, 110, 1110]  "
non isolated 'b',(a|(b*bb))*,(abba)*,"Positive example: [abba, abbaabba, abbaabbaabba]  
Negative example: [a, ab, abbaabbaabb, ba]"
non isolated 'a',(b|(a*aa))*,b*aa*ab*|b*,"Positive example: [b, bb, aab, baaab, bbbb, baab, bbaab, bab]  
Negative example: [ab, aa, aba, babb, babab, abab]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010),"Positive examples: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010]

Negative examples: [11, 00, 000, 1111, 101, 01, 110, 1001, 011, 11110, 1100, 11101, 00000, 101110, 101100, 1010000]"
even number of 1's,(0*10*10*)*|0*,(0*110*)+,"positive example: [110, 00110, 110110, 0011000110, 0110]  
negative example: [101, 000, 111, 1100, 0100]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a(a|b)a*b)*(a?)?,"positive example: [ab, abaab, abababa, aaabb, abab, baaab, bababaa]  
negative example: [aab, bbaa, aaaabab, bb, bbaab, abba, ababbb]"
Length 1 or More,(0|1)(0|1)*,(0|1)1*,"positive example: [01, 0, 0111, 1, 111, 1111]  
negative example: [00, 10, 110, 001, 101]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+1*0*1*0*0+,"
```
positive example: [""0010"", ""000111000"", ""00011100000"", ""010"", ""011000"", ""00000011100000""]
negative example: [""0101"", ""100"", ""0011000"", ""000"", ""0110"", ""0001000""]
```"
even number of 1's,(0*10*10*)*|0*,0*|(11)*,"positive example: [00, 11, 0011, 1111, 0, ε]  
negative example: [10, 011, 101, 110, 111, 01]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)|(1+0+1(1|(0+1))*)|(0+1+0(0|(1+0))*),"positive example:[1, 0, 111, 000, 101, 111000111, 1001, 010, 00100, 110001, 01010]  
negative example:[1010, 110, 0001, 10101, 01001, 11011, 00001, 10010, 0110, 10011]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|10*110*1,"Positive example: [ """", ""0"", ""11"", ""000"", ""10"", ""101"", ""1010"", ""101101"", ""00011"", ""010"", ""011"", ""01111"", ""101011"", ""0"" ]
Negative example: [ ""1"", ""110"", ""111"", ""00010"", ""11001"", ""10011"", ""10100"", ""101110"", ""00110"", ""1100"" ]"
Every b followed by two or more a's,(a|baa)*,b(aa)[a]*,"positive example: [baaa, baa, baaaa]  
negative example: [baaab, b, baaabaaaa]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|(10*1)0*,"Positive example: [epsilon, 0, 00, 000, 11, 1111, 10, 101, 1010, 10111]  
Negative example: [1, 01, 110, 1001, 1110, 10101]  "
non isolated 'b',(a|(b*bb))*,(a*|(bb)+)*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""aabb"", ""aaa"", ""bbbb"", ""bbabb"", ""aabbaa"", ""bbaa"", ""aabbba"", ""aaaabbbb""]
negative example: [""b"", ""ab"", ""abba"", ""ba"", ""baab"", ""bbbab"", ""aaaabbbba"", ""aabba"", ""bab"", ""babaab""]  "
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a(a|b)a*b),"Positive example: [abaaaabaa, bbaabaaa, babaaba, aaaaabaaa, abaababaa]  
Negative example: [ababaa, bbaba, baaaa, aaabba, ababbab]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|0*|(1+0*)1+|(0+1*)0+,"positive example: [ ""1"", ""0"", ""111"", ""000"", ""10"", ""110"", ""100"", ""0110"", ""0001"", ""11101"" ]  
negative example: [ ""01"", ""010"", ""0011"", ""1010"", ""1101"", ""001"", ""10#"", ""0a0"", ""11100"", """" ]  "
non isolated 'b',(a|(b*bb))*,(a+bb)*(bb)*,"Positive example: [ ""aabb"", ""abbabb"", ""bbbb"", ""aaaabb"", ""bbb"" ]  
Negative example: [ ""a"", ""bbbbbbba"", ""abbab"", ""ab"", ""aabbb"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,aa*bb*aaaa*,"Positive example: [aabb, aaabb, aabbbb, aaaaabb, aaaabbb, aaabbbbb, aaaabbbbbaaaa]  
Negative example: [abab, aab, aaaaab, bbaa, abba, bbbaaaa, aaaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b((a*ba*)(a*ba*))*,"Here are the requested examples:

Positive example: [""b"", ""ab"", ""ba"", ""aab"", ""baba"", ""ababa"", ""aababba"", ""aaabba"", ""abaabab"", ""babababa""]

Negative example: [""a"", ""bb"", ""aa"", ""abb"", ""baa"", ""bab"", ""aabba"", ""babbb"", ""abab"", ""aaa""]"
non isolated 'b',(a|(b*bb))*,((a|b)(bb)(a|b))*,"Positive examples: [ ""abba"", ""abbaabba"", ""bbba"", ""ababba"", ""bbabba"" ]

Negative examples: [ ""ab"", ""bba"", ""abb"", ""aabb"", ""baab"" ]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*,"Positive example: [""a"", ""aa"", ""bbb"", ""aabbbba"", ""bb"", ""aabb"", ""aaa"", ""bbbbbaaa"", """", ""bbbbb"", ""bbba"", ""abba"", ""bbabb""]
Negative example: [""bab"", ""ab"", ""bbaaa"", ""abbab"", ""ba"", ""bbbabab"", ""bbbaa"", ""aabbaa"", ""abab"", ""b""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000]

negative example: [11, 000, 110, 101, 0000, 1111, 0110, 1001, 1010, 0101, 0011, 1100, 11101, 111111, 10111, 10010, 00101, 01001, 00100]"
