Attempt Regex,ChatGPT Output
(a*)|(b+a+)*,"positive example: [aaa, , baaa, babbaaaba, bbaa, abbaa]

negative example: [bb, ab, aaabbbab, babbaaabab, abaa, baa]"
((a+)+)|((?:)|(b+))+((?:)|((a*)+)),"positive example:[aaa, bbb, aa, a, b, ?:?, ?:a, ?:b, b?:],negative example:[, ab, ?:ab, bab, ?a, ?b, aab, bbb?aa, b?bb, babaa, b?ba, b?ab, baaabbabb]"
(a(a|b)a(a+b)*)*,"positive example:[abba, aabaa, aaabaaabb, aabaaab, abaaaba, aaaaa, abaaaab, aabaaabaaa, abaaabaaababa, aaaabaaaab, aaabaa, abaaabaaa, aaaaabaa, aaabaaa, abaa, aaabaaaaab, abaaaaba, abaaabaa, aaaabaaab, aabaa, abaaab, abaaa, aaabaaab]

negative example:[ab, aabb, aabbaa, baa, abab, aabba, bb, aaababa, a, ababab, ababba, aa, aabaaabb, aaab, baaabb, baaba, abbbaa, bab, abababaa, aaaaaab, aba, abbbba, aab, abb, aabbaaaa, baaab, b]"
(0)*(111)*(1)*,"positive example:[111, 0111, 001111, 000, 0001111, 1111, 011, 01]  
negative example:[100, 001010011, 1110, 110, 01001, 10111, 000110, 0110]"
(a*)b*aa(a*),"positive example:[aa, baa, aaa, aaaa, abaa, aaaabaa, aabaa, aabaaa]  
negative example:[b, ab, a, bbaaa, aaaaab, aba, ba, aabb, aaba, abaaba]"
((a)*|(b))(bb|aa)*,"positive example:[b, bb, a, aa, abb, baa, baaaa, baabb, abbaa, aaa]  
negative example:[baba, baabba, ab, baaab, bbbaaa, baaba, ababb, abbaaa, abaabaa, ba]"
(((1?)*|(11?)*)|(111?)*)|0*,"positive example:[000, , 111, 0, 1, 11, 0000, 1111]  
negative example:[011, 01, 100, 101, 1110, 000100110, 110, 010]"
aa*|a*b*,"positive example:[a, aa, aaa, ab, aab, aaab, b, abbb, aabbb],negative example:[ba, bab, bba, abb, aaabbaa]"
(a|bb)*(b)+(a|bb)*,"positive example:[babbbb, babba, babb, bbba, aabaaabb, bbb, bbaabb],negative example:[aababbba, aa, babaa, babbb, bbbaba, babbaba, bbbbbaba, bbababa, bbaababa, baaababaabb]"
1(11)*|0*,"positive example:[, 0, 00, 000, 1, 111, 11111, 0000]  
negative example:[10, 101, 011, 1101, 001, 1110, 0100, 1111110]"
(a|b)*baa+,"positive example:[baa, abaa, bbaa, abbaa, aabaa]  
negative example:[bb, abab, baab, abba, baaab]"
(a*baa*),"positive example: [baa, baaab, aabaaa, abaa], negative example: [bba, aa, babb, baaab, bbb, aab, aabababbaa]"
(a|b)(a|b)aa+,"positive example:[aaaaaa, aaaa, aaaaa, bbaaa, baa, baaaaaa],negative example:[aaa, aa, ba, aab, bb, aaab, bbaa, abb, a, b, bbaabbb, bbaaaab, aaaaaab, aaba]"
(a)(b)(aa*),"positive example: [abaa, abaa..., abaaa...]  
negative example: [aaa, a, ab, abb, baa, aa, abba, aba, b, bb, aab, aaaa]"
0*0*|110*1,"positive example:[0, 00, 10, 1101, 0000, 110001, 000000, 1100001, 11011]
negative example:[011, 01, 1, 00010, 1110, 1001, 1111, 1100, 1011, 11111]"
a*(b*|bbb*)a*,"positive example:[aa, , aabb, aabbb, ba]  
negative example:[baba, baaab, bab, aabbbabbaabb]"
(a|b)(bb)*,"positive example:[abb, bbbbb, bbb, abbb, bbb, abbb],
negative example:[, bba, aba, aabbab, abaa, aaaa, abba, bbbb, bbaa, abab, bbab, baaa, bbba, babbab]"
0*1(11)*0*1*,"positive example:[0111, 00111, 101, 1101, 11111]  
negative example:[000, 10111, 111000, 110111, 101101]"
(a)*b*(a)(a),"positive example:[aa, baa, aaaabaa, aabaa, abbbaa, aabbaa, abaa, bbaa]  
negative example:[bb, , a, aab, abbba, aaaabb, ababbbab, aaba, abaaba, abaabb, abaaaa, ababaa, abaaab, ba]"
(a)*bb*(a)*,"positive example: [bbb, aabb, abba], negative example: [aba, baa, abab, bbaa]"
(0*(1)0*(1)*)|(0*),"positive example:[00, , 001, 001111, 1001, 0, 111, 10, 01, 000111, 00000],negative example:[110, 001001001100, 1101, 11110, 101, 111, 0111]"
"(a*(ab{2,})*)*","positive example:[, a, abbb, aaaaa, aaabb, aaabbb, abba, aabbbb, aaabbaa]
negative example:[b, ab, abb, aab, aabb, aba, bab, baa, ba, ababa]"
(a|ab|ba)*,"positive example:[a, ab, baab, aa, aba, abab, babab],negative example:[abb, bbaa, aabb, babb, aaabb, aaaaba]"
a*(b*|bb)a*(b|bb*)a*,"positive example:[ba, bba, aabbaa, ab, aba, aaabbbaaa]  
negative example:[aaab, babaa, aabba, baaabbb, bbabaa, abab]"
(a*b*)*bba(a*b*)*b,"positive example:[bba, abbba, abbbaaab, abba, bbbbba, bbbbbba]
negative example:[aaab, abbb, baab, aabb, baa, abab, bbbbbbaa]"
(aaa)*(aba)*(a+b)*,"positive example:[, aaa, aba, aaaaba, aabab, aaaabab, aaaaaa, ababab, aab, ababba, aabaaa]

negative example:[abaaabaabbb, bb, a, aaaba, abbaa, aaabb, aaaaa, abbbb, aaaabaaa, abaabababa, ba, aabba, abb, b, abaabb]"
(a|b)*bb(a|b)*,"positive example:[bb, abb, babbbb, aabb, bbb],negative example:[b, ba, abab, aaa, baa]"
(ab+ba)*(ba+ab)*,"positive example:[ab, baba, bababa, ababab, abbabaab, baabbaabba, abbaab, baaaabbaab, aba, abbababa, abababab]
negative example:[a, b, baabba, abababa, baabaa, aabbaa, abb, bab, abbaaa, aaab, abbb, baababa, abaa, babb, aa, bb]"
b*a(b|ab*a)*,"positive example:[b, ba, aba, abab, baa, bbaa, abba], negative example:[aaa, ab, bbb, ababab, bbbba]"
((10*)1*)0*,"positive example: [1, 100, 1100, 1111000], negative example: [0, 101, 001, 111, 10011, 11110, 11001, 10]"
a(a+b)*a(a+b)*,"positive example: [aaba, aaab, aaabaaa, aabaaa, aaaba, aabaaab, aabaa, aababaa]

negative example: [aaa, aabb, aabaa, aaabaaa, abaa, aaabaa, bb, aaabaab]"
a*(baaa*)*,"positive example: [a, aa, baa, baaa, aabaa, aabaaa, abaaa, baaaa], negative example: [bab, abaa, bba, aba, baab, aab, bb]"
(a*b)+,"positive example:[ab, aab, aaab, b, abb, aabb, aaabb], negative example:[aa, aaa, bba, aabaa, bb, baa]"
aa|ab|ba|bbaaa+,"positive example:[aa, ab, bbaaaaa, ba]  
negative example:[aaa, , bba, bb, abb, bbaaaaab, a, bbaaaba, b, bbaaabb, bbaabb, bbaa, bbbb, baaaa, bbba, babbb, bbaaba, bbabb, bbaba]"
a*b*aa+,"positive example:[aa, aabbbaa, abaaaaaaaa, aaaaa, baa, aaa, abaa, baa, bbaa, aaaaaa, baa, abaa],negative example:[, aba, abb, a, baaab, aabab, baab, bba, aaba, baaba, babbaa, bbbaa]"
((a|b)*(bb)(a|b)*)*,"positive example:[bb, baabb, , babb, abbaa, abbbb, aaababb, ababb, bbbb, aabb]
negative example:[ab, b, bab, baa, aaaba, ababa, bba, aab, aba, babba]"
a(ba|bb)*,"positive example:[a, abbb, abba, ababab, abbaba],negative example:[ba, aaa, abaab, abab, bba, aab, abbbbb]"
0*1(0*10*110*)*,"positive example:[1, 101, 110110, 10011011, 101110011, 10101011, 100011, 1010111, 111, 10101001111]  
negative example:[10, 00, 1010, 1110, 11111, 1001, 00110, 101, 011, 00110, 111101]"
(aa)*(bb)*,"positive example:[, aa, aaaa, aabb, bb, bbbb]

negative example:[abb, aaa, aba, bbbbb, bbba, aab, baa, bbb, babbaab, bbaa, bbab]"
(a|b)+(a|b)*b,"positive example: [ab, bb, aab, abab, baab, ababab, babb, abb, bab, bbab], negative example: [a, b, baa, aaa, aba, aaba, bba, bbbbb, ba, aaaa]"
0*1+(0*1+0*)*,"positive example:[1100, 11101, 1010, 1110, 11111, 1011],negative example:[000, 0001, 10000, 00010, 010, 1001]"
(1+0*(10+)*1+)*|((0+1)*0)*|1,"positive example:[, 00010, 01010, 1000101, 0100, 1011, 11101, 010]

negative example:[0001011, 010011, 01100110, 0101, 100010, 0111, 111010, 10110]"
(a*|(bb)*)b*,"positive example: [aa, , aabbb, bbb, a, abbb, aaaa, aab, b, bbbb]  
negative example: [bab, aabbbaaabba, ba, aba, abba, abbab, aabab, bbba]"
0*10*1*1*0,"positive example:[1011100, 1100, 100110, 101110, 10010, 1111110]  
negative example:[100, 1101100, 10101, 001101, 110110, 1110]"
((a|bb)(a|b)(a|bb))+,"positive example:[ababba, abbaa, abbaaa, ababab, aaba, aaa, bbaba, bbaa], negative example:[a, b, bbb, aabb, ababb, bbab, aaaab, bababa]"
((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*,"positive example:[101, 110010, 0010110, 0101010, 001010110, 11011001, 101010, 001101, 01011010, 11001]  
negative example:[100, 1010, 0001, 011, 000, 110, 01, 0101111, 111, 01100, 0]"
0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*),"positive example:[, 0, 1, 00, 11, 111, 00000, 111000, 10011, 0110, 1111, 0101, 1010, 1100, 011010, 1011101, 001100, 1000010, 0111100, 11110101]  
negative example:[01, 101, 1101, 00110, 0110101, 101010, 1101010, 010101, 001010, 100101, 01011, 1101001, 001001, 101011, 110101010, 0110110, 10110101]"
a|ba|ba|b*aaaa*,"positive example:[a, baaa, bbaaa, aaa, bbaa, bbbbaaa, aaaa, baa, baaaa, bbbbaaaaa]
negative example:[bba, aa, ab, b, bbaaab, bbaabb, baab, bbbb, baba, baaab, babb, bbaaba, bbabb, bbaba, bbbbaaaaabaa, bbbbaaaaabbb, ba]"
(a|ab+|b)+ab+,"positive example:[aab, bab, baab, ab, bbababbaab, aaab, abbab]
negative example:[aaa, bba, a, abba, b, baba, aabaa]"
0*(1)*,"positive example:[0, 1, 111, 0001, 000111],negative example:[10, 0010, 11001]"
(b|(ab|ba)+),"positive example:[b, ab, ba, abab, abba, baba, baab, abbaba, abbaab], negative example:[a, bb, aa, aba, babaaa, abbba, bbb, abbbb, babab, aabbab, aaaa, baabaa]"
1+0+1+0+1+0+1+0+1+|0+1+0+1+0+1+0+1+0+|1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"
```plaintext
positive example:[101101, 0100101010, 010110110, 111, 010010, 01011, 101010101, 101001, 0100001111, 101100001, 10110011000, 101100110110, 101101011, 101001001000, 0101000, 1011010, 10101, 010011010, 101100110, 1011001111, 0101010, 0101, 101001001, 010101010, 101101111010, 101100, 1011, 101100100, 101101111, 10101110101, 1011010101, 010110001010, 1010010010010, 010110100010, 101100110111, 010000111100110, 01110, 111010, 111010000100001110111, 1011011011]
negative example:[100110111101010, 100110010001010, 01, 010011001110101, 010011110101, 10011001101110101, 1001001010, 01011010101, 100110011010101, 1001001001010, 0101101110101, 010010101, 100101010, 010010000101001, 10011000011110110001000100110, 010110110101, 10011001010, 01011000101, 1001100110110101, 010010010001010, 010110101001, 01001001011101, 1001100110011001001010, 100110010111010, 1001010, 010011001001010, 010110101, 010101, 01001011101, 01001001001010, 100100111010, 10011001100110101, 0100110010101, 10011001101010, 01010101]
```"
10*(10*)*,"positive example:[1, 10, 100, 110, 1110, 1010],negative example:[0, 01, 011, 001100, 101, 010]"
(110|10|0*)*,"positive example:[0, 110, 100100, 1101100, 1011010, 0000, 101110],negative example:[11, 101, 1101, 1111, 1001, 00101, 11001, 11101100]"
(a+b)*(b+bb)*(a+b)*,"positive example:[a, abb, ababab, bab, bbbba, bbababa, abba, abbbb, bbbbbbb, bbbababbb], negative example:[aab, bbbaa, bba, abbab, ba, aaa, ababa, baaa, aabba, aabbb]"
b*b(a|b)*|(a|b)*bb*,"positive example:[b, bb, abb, bab, baab],negative example:[aaa, abba, ab, aabb]"
((1+)+)*|0*,"positive example:[, 1, 11, 111, 1111, 11...11 (any number of 1's), 0, 00, 000, 0000, 000000 (any number of 0's)],negative example:[01, 10, 101, 110, 1110, 000111, 100, 001, 011]"
([b]*aa),"positive example:[aa, baa, bbaa, bbbaa, bbbbaa],negative example:[abb, bba, bb, aba, aabaa, bbaabbabb, aaab, aaaa]"
b*(ab+ba+b)*b*a*,"positive example:[ba, abba, bbb, ab, baa, bbbab, bab, ababaa, babb, abaa]

negative example:[ababb, aaa, babab, aab, abbab, abababa, aaaabbb, abbabab, bbbababb, abaaabb]"
(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0)|(0+1),"positive example:[110, 11, 001, 0110, 1110, 10, 010, 00, 1010, 0100]  
negative example:[000011, 001100, 001101, 111100, 111101, 00101, 00100, 011, 0, 1, 0101, 1101, 1100, 10000, 10111]"
(a|b)?a*b(a?),"positive example:[bba, baba, aba, baaab, b, aaab, baab, ba, ab, aab, bb, abba]  
negative example:[abb, aa, , bbb, bbaa, baaaabb, bbab, babba, baabb, babbb, babaaaa, baabab, baabaa, bababbb, a, aaa, babb]"
(0)*(1*)(0)*,"positive example:[1, 011, 0001, 100, 000], negative example:[010, 11001, 1011, 110, 001100]"
0?|0|1|(010)*(101)*|(01)*|(10)*,"positive example:[, 0, 1, 01, 10, 010, 101, 0101, 010101, 01010101, 101101, 010010, 010010010010, 01001010101, 101010101, 101010, 010101010101, 101101101]

negative example:[11, 111, 00, 000, 0100, 0100100, 1010, 01010110, 101011, 010010101111, 0101010100, 010100, 01001011, 1101, 001, 010110, 10100]"
(01*)(010)*|(10)*(101)*,"positive example: [01, 01010, 101, 010, 101101, 0101010, 10]

negative example: [000, 0011, 1100, 1011100, 100101, 1110, 001010]"
a*|(b*aa)*a*,"positive example: [aa, aaa, , baaa, bbbaabaaa, aabaaa, a, bbaa, bbbaa, bbaaa]

negative example: [baaabb, babaa, baaaba, aab, bbbabbabb, baaba, aaaab, ba, bbab, abaaa]"
(1+(0*1+))*|(0+(1*0*)0*)*,"positive example:[, 000, 0, 011, 111, 10, 1101, 1001, 101101, 10110001, 10111101, 101, 01010]  
negative example:[110, 100, 1, 1011110, 111010, 101101000, 101100010, 10110101011, 11000, 10000, 0010]"
(a|b)*b+bb+(a|b)*,"positive example:[bbbabb, abbbba, abbabb, baabbb, babbbab],negative example:[abb, abab, ba, baa, bbba, bbbb]"
a*(b(aa+))*,"positive example:[, baaa, baaa, baaaaaa]

negative example:[baabba, baaab, aabab, aaaaab, baaabab, aabaa]"
b*aa,"positive example: [aa, baa, bbaa, bbbaa, bbbbaa, bbbbbbaa]  
negative example: [a, aba, aab, abb, bba, bbb, aabb, aaabb]"
a*bb*a*bb*a*,"positive example:[bb, abba, aabbabb, abbabb, babaabb, bbaaaabb, bbbba, aabbabbaa], negative example:[ba, aa, abb, abbb, baa, babb, aab, bbbbab, abab]"
(a*ba*ba*b)+|b,"positive example:[baaaabaa, bb, ababa, ababab, baaab, bababab, aababb, bbb, abab, abbab], negative example:[ba, abaa, bbbbb, ababaa, aa, ab, abaaabb, bbbba, aba, baa]"
((1?|11?)|111?)*|0*,"positive example:[000, , 111, 01, 1101, 10, 100111],negative example:[011, 101011, 0001, 1000, 1110, 010, 1010]"
(0|1)(0|1)(0|1)((0|1)?),"positive example: [000, 111, 0000, 1111, 010, 101, 110, 011, 1001]

negative example: [00, 0, 11, 1, 1111111, 0000000, 001, 10, 01010]"
b*(a+b)*b*,"positive example:[b, bbab, ab, bbbba, ba], negative example:[aa, abaa, aabba, abba, aab]"
((a+b)(a+b))*(a+b)*,"positive example: [ε, a, b, abab, ba, aabab, baaab, ababab], negative example: [bb, aba, aa, bbb, baaa]"
(a*)|(a*baa*),"positive example:[, a, aa, aaaa, baa, abaa, baa, aabaaa]  
negative example:[b, bba, ab, aba, baaabb, baba, aab, baaab]"
a*b(bb+|a*)*,"positive example:[b, a, ab, abb, aabbbabba, baaa, bbaaa, bbbba, aaabbb]  
negative example:[aaa, babb, abbabbb, bbaab, bbbabaa]"
a*b*(bb)*b*a*,"positive example: [aabbbba, bb, aaabbbba, aaaa, bbbbba], negative example: [abbbab, abaa, baa, aabba, bbba]"
(a*)b((a*)(b(a*b)b))+a*,"positive example: [aabbbbbaabb, bbbabbaabbb, baababbb, abbaabbb, aaabbbbaabbb]  
negative example: [ba, bbbbba, aabbbba, abbb, bbbabab, bbbbbba]"
"[ab]b+a{2,}","positive example:[abbbaaa, bbbaa, bbbbaa, abaaa, bbbbaaa],negative example:[a, b, ab, ba, aba, abb, bba, aaaa, bbaa, bab, aab, baa, abbb, baaa, babb, abba]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0*,"positive example: [000, 111, 1001, 010, 001100, 110011, 10100101, 0, 1]

negative example: [0101, 0011, 1000, 101010, 011000, 11010, 00001, 011]"
(ba*ba*ba*)*a*ba,"positive example: [aba, aaba, ba, bbaabaa, bbbbba, bababa, baabba, bbab]

negative example: [a, b, aaa, bbabaa, abba, abababa, aaabb, bbbbabab, bababaabab]"
b*ab*(ab*ab*)*,"positive examples: [ab, aab, bab, ababab, baab, abab, baba, aabab, abbab]  
negative examples: [b, aa, bbaa, ba, a, aba, bb, baa, abbba]"
(a|b)b?,"positive example:[a, b, ab, bb]  
negative example:[, ba, baab, aab, aba, bba, aa, baa]"
ab|ab+(a|b)*aaa,"positive example:[ab, abaaa, abababaaa, abbbabaaa, ababaaa, ababbaaa, abaa, ababbaabbaaa, ababbaaaa, abbaabbabaaa]

negative example:[aba, abba, abbbaa, abaabb, aab, aaabb, bab, bababaaa, abbab, aabaaa, bbabaa, aa]"
(a)*baa(a|b),"positive example:[aabaaa, aabaab],negative example:[baaabb, baaaaa, aa, baabba, baaaba, aabbbabb, aab, baa, bbaa, baba, babb, baabab, baaaab, ba, baabbb, baabaa]"
(0|1*),"positive example:[, 111, 1, 11]  
negative example:[000, 011, 111000, 111011, 10]"
[a-b]*[b]+a{2}[a-b]*,"positive example:[abbaaa, aabbaa, bbbaa, bbaaa, babbbaa]  
negative example:[bbb, baa, abbb, aab, abba]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*,"positive example:[1, 0, 1011, 010, 111, 001, 110, 000, 0, 1, 1111111, 00000, 101010, 110101, 0101010, 101, 000000, 11110, 1110, 01001, 0101, 0101111, 010110, 0001110]  
negative example:[01, 1001, 010011, 01001101, 01001, 01011, 10100, 0101101101, 0000001100, 011, 010110110, 010001110, 101010101, 101100, 0101101, 0010, 011110, 010101011]"
(ab+ba)*,"positive example: [ab, ba, abba, baba, abbbbaabba, abbabaab]  
negative example: [abb, a, babb, abbaab, baab, aba, b]"
(ab+aa|bb+ba)*(a+b)*,"positive example: [ab, abaab, abaaabbbbaaaab, abaaabbaabbbabbbaaab, abaaaabab, abaaabbaabbbbba, abaa, abaaabbaaaab, abaabbbaaab, abaabab, ababab, abaaaaab, abaabaab, abaaabbaabbbaaab, a, b, abbbaa, ababababab, aab, aaaaabb]

negative example: [bb, bbbaabbaba, bbbaabbabb, bbbaabba, bbbab, bbbaabbbb, bbbaababb, bbbaabbaab, bbbaabaabbbbbaba, babbab, bba, bbb, bbbaabbbbaaa, aabaa, bbbaabaaba, bbbaabababb, bbbaaabba, bbbaabaaabbab, baaa, bbbaaabbb, b, ba, bbba, ababbab]"
((ab|ba)(ab|ba)*(aa|ab|bb|ba)*)+(ab?),"positive example: [babaab, baaabaab, baabbaab, baabbbab, baabaaa, babba, bababaab, babaa, baaba, abbaab, abaaab, baaabbab, abbbab, babbbbab, baabab, babbab]

negative example: [aaa, abb, , a, b, aab, abababb, abaab, abbaaab, abbbaab, bbbb, baba, baaa, babb, bbaaba, abaaaab, ababaa, ababaab, ababbbb, ababbab]"
(a+b+)|(b+a+)(aaa)+a*,"positive example:[aba, baa, bbaaa, bbaaaa, abaaa, bbbaaaa, abbbbaaa], negative example:[b, aa, ab, aaabb, bab, abb, baaaaab, baabb, bbb, aaaba]"
0*(0+1+)*0*,"positive example:[0, 01, 001100, 000111000, 010, 0001]  
negative example:[111001, 10, 101, 110, 0011]"
(a+ab+b)*(ba+a)*,"positive example: [aabbaaaabb, aabbaaaabbbaa, aabbbaabaa, aabbbbbaaaabbaabbbaa, baaaabaa, aabbaaaabbb, baabaa, aabbbaabbbaa, abaaba, aabbaaa, ba, aabaaaabba, ababa, baa, aab, aabbaababba, abba, abb, baa]

negative example: [bb, aabbbaaaabab, aa, ab, aabba, aabaa, aabab, aabbbaabbbbbaba, baaaabbbabb, baababb, aabbbaabbbabb, baababa, baab, baabbaa, aabbbaabaabb, aabbbaabbabb, aabbbaabbaba, aabbba, aabbbaabbaaaab, aabbbaab, aabb, aabab, aabaa, aaabba, bba, abaabaabb, aba, bab, baaaa]"
1*(0+1+0+)*1*|1*|0*,"positive example:[000, , 1, 00010000100111, 0101, 01110, 1000100, 0100, 101100, 110100, 1010, 000100001001110111]  
negative example:[101, 0100101011, 0100101110, 01010, 101010, 0111001110100100, 0100100001010, 0001, 11100011, 10]"
0*1(0*1)*,"positive example: [1, 01, 001, 101, 1101, 1001, 111, 100111, 010101, 0001001]  
negative example: [0, 10, 00, 11, 110, 10000, 1110, 000, 101110, 000110]"
(b+)*(a+)*(b+)*(aaa+),"positive example: [baaa, bbaaa, abaa, aaaaaa, bbbbaaaaa, abbbaaa, aaabbbaaa, baaabaa, bbbbbbbbaaaa],  
negative example: [abb, a, b, aa, bb, ab, abba, abaabba, aabaa, babab, aaabab, aabba, aaaa, baabaa, bbbbb]"
(bab)*,"positive example:[, bab, babbab, babbabbab]  
negative example:[babba, baa, bababa, bbab, ab, ababab]"
(0*1+0*1+0*)*,"positive example:[11, 011, , 101010111, 1000101100, 000101, 1000101111, 101000101, 0101, 100010, 101010110], negative example:[000, 1, 01, 101010, 0001, 10101, 100010001, 010]"
(ab)*(ba)*(ab?)|(ba)*(ab)*(ba?),"Positive examples: [ab, ba, abba, abab, baba, abb, bab, baa, aba, baab, abbabaab, abbaab, baabba, baabb, abbaa, baababba, abbababaab]

Negative examples: [abbab, baabaaa, abbabba, abbaabab, baababbba, baabaa, baaa, ababbaba, babb, baaab, abbaabba, baababbbb, abbabaaa, aa, baababa, ababbab, aabbab, abbaba, aaaa, abbaaabaa, bbb, baababa, bbababba, baaaba, abbabab, abbaaab, baaaa, abbaaa, abbbbb, abbababa]"
a*b*aaa,"positive example: [baaa, bbaaa, abaaa, aabbaaa, aabaaa, aaaaa, aaaaabaaa, aaabbaaa, aaabaaa, abbbaaa]

negative example: [abb, bb, aa, , aba, a, aaaba, aaabaabb, aaabaaba, aaababb, aaaaabbbaa, aaaaabbbaaaaaa, aaab, aabb, aaaaabbbaaabbb, aaba, aaababa, ba]"
((a|b)|[b]*aa),"positive example:[aa, a, b, baa, bbbbaa, bbaa]  
negative example:[abb, bba, aba, bab, aaab, aaaa, baab, bbbb, bbbbaaa, bbaab, aaba, bbabb, bbaba, aabbaabb]"
(aabb)*,"positive example:[, aabb, aabbaabb, aabbaabbaabb]

negative example:[abb, aa, aaa, aab, aabba, ab, b, aaba, bbaa, baba]"
(1(11)*)*0*1(11)*0*(1(11)*)*,"positive example:[01, 111, 000111, 101, 0101, 01110, 1011, 01111, 11100010, 01000111, 10]  
negative example:[000110, 01011101011, 1000110, 1110110, 101100, 0101000, 0100010, 0, 011110, 01010, 101101, 0111010]"
a*ba*(ba*b)(a*b*)*,"positive example: [baab, baaab, babab, babb, baaabb]  
negative example: [b, ab, bb, aab, baaa]"
0*1+0*(1+)*0*,"positive example:[110, 00110, 1001110, 0110, 1010]  
negative example:[1010, 0001, 011011, 111, 0100]"
(10*1)*|(01*0)*|0*|1*,"positive example:[101, 01, 111, 0000, 1, 0, 01010, 10101, 000, 1111, 0110, 111111, 000000, 010, 10011]  
negative example:[0001, 110, 101011, 1110, 0010, 01001, 1101, 0011, 1100, 11110, 10100, 011110, 000101, 10110, 01101]"
(a+b(b*))*,"positive example:[, ab, abb, abab, abbb], negative example:[ba, bba, bbba, aabb, bbbb]"
b*ab*ab*,"positive example: [ab, bab, abab, bbab, bbaab], negative example: [a, bbb, baa, bbba, abb]"
(ab+ba)*(a+b+b?)+(a+b)?,"positive example: [ababa, abbbaa, aab, abbb]

negative example: [abb, bab, abaa, bbba, aba]"
(a|bb)b*(a|bb)b*,"positive example:[ab, bbb, bba, abbba, abababa, abbb, bbbbbba],negative example:[b, aa, ba, babba, ababab, bbaaab, bbbbb]"
a|ba*b*aaa,"positive example:[baaaaa, bbbbaaa, babaaa, bbaaa, baaabaaa, baabbaaa, baaabbaaa, babbaaa, baaaaabaaa, baabaaa]  
negative example:[bba, baaabb, aa, , baaaba, ab, b, bbaaaaa, baa, bbaaabb, bbbbaabaa, bbbbaabbb, bbbbaa, baaaaab, baba, baabb, babb, bbabb, bbaba, baaba, ba]"
((a+ab+ba+bb)*b)*,"positive example:[b, ababb, baab, babbbbab, bbaaabb, abbbaabb, bababbbab, bbbaabbb, bbabbabbb, babbabba]
negative example:[ab, aabaaa, ababa, abaabb, bbbaaaa, aaabbaa, aaa, bbaaababa, bababab, aabba]"
a|b*,"positive example:[a, b, bb, bbb],negative example:[abb, aaa, bbbaa, bab, aab, abaabba, ba]"
a*b+a*(bb)*,"positive example:[b, ab, aab, bb, abb, aabb, bbb, abbb, aabbb, babb, baaabb, babbbb, aababbbb], negative example:[a, aaa, ba, baab, bab, bbbab, abab, baaa, babbaa, babba, aa, aabaaabaaabba, babbb, babbba, babab, babbbbb, babbab]"
a*ab*(ab*ab*)*,"positive example:[a, aa, aaa, ab, aab, abb, aba, ababa, aabaab, abaa, aaabab]
negative example:[b, bab, baa, bb, aba, abab, abbaba, ba, bbba]"
1+,"positive example:[1, 11, 111, 1111, 11111],negative example:[0, 01, 10, 101, 110]"
[ab]*(baa)[a]*b*,"positive example:[baa, abbaa, babbaa, aabaaaaa, aababaabbaa],negative example:[ab, baaa, aabab, babaaa, ababbba]"
a|b+a|b+a|b*a+a+a+a*,"positive example: [a, aa, aaa, ba, baa, aaaabaa], negative example: [b, bb, ab, bbaabaa, aaaaab]"
(ab+ba)*(a+b)*,"positive example:[, a, b, ab, aba, ba, aab, babba, abba, ababab, aabab, abbbb, abbaba, ababbb, abaa]  
negative example:[bb, baa, baba, bbaab, abb, baaab, aabb, abbaaa, ababaaa, aaaa]"
(1+0+)*(0+1+)*,"positive example:[101, 010, 1110, 0000, 110110, 0010110, 1010101, 0101010]

negative example:[11, 00, 1001, 0011, 111, 00000, 111111, 101100]"
