Regex,Attempt Regex,ChatGPT Output
(a*ba*b)*a*ba*,a*(b+)(bb)*a*,"positive example: [b, abba, aabba, bbbba, ab, abbbbba, aabbbba]  
negative example: [babba, a, bbb, aaab, bbba, aba, baa]"
(b|(a*aa))*,(b*|ab+)*aa(a+b)*,"positive example: [aa, babaaabab, aaaaa, abbbaa, ababaa, aabaa]
negative example: [aaa, a, baa, abbaa, ababab]"
(a|(b*bb))*,b(a+b)*b,"positive example:[bb, bababb, babb, baababb, bababab], negative example:[ba, aba, abbb, baa, abab]"
b*a*,a+(b*a*)+,"Positive examples: [aba, abba, abbbaa, aababa]

Negative examples: [aa, bbaa, ab, aaa]"
(a|baa)*,((b)*(aa)[a]*)*,"Positive example: [aa, aaaaa, aaabaa, bbaa, aaabaaa]

Negative example: [ba, aaaaab, aba, bbb, a]"
(a|baa)*,"[ab]*a{2,}","positive example:[aaaa, babaa, baa, aaaa], negative example:[b, ab, aaa]"
0*10*(10*10*)*,((((1*)?)|((11*)?))|((111*)?))*|0*,"positive example: [00, 1, 000, 11, 111, 1111, 01, 001, 111111, 0000]  
negative example: [10, 2, 101, 110, 011, 1110, 0011, 100, 1101, 11101]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0+1+)*|(0+1+0+)*|0*|1*,"positive example: [1, 00, 1100, 001, 111, 0101, 1010, 011, 111111, 000]
negative example: [1101102, abc, 0120, 10101010, 201, 0a0, 1b1, 01c01]"
(a|b)(a|b)+aaa+,(a*|b*)(aaa)a*,"positive example: [aaa, aaaa, baaa, aaaaa, bbaaaaa, aaaaaa]
negative example: [b, bb, aa, a, bbbbb, bbba, abbb, ab]"
(a|b)*(bab)(a|b)*,(a+b+bab)*,"positive example: ["""", ""abb"", ""bab"", ""abbab"", ""babbab"", ""abab"", ""abbababbbab""]

negative example: [""a"", ""b"", ""bb"", ""ba"", ""bba"", ""ab"", ""aa"", ""babbb""]"
0*10*(10*10*)*,0*1(11)*(0*|1(11)*),"positive example: [1, 011, 11110, 0111100, 10111, 1111111]

negative example: [000, 111, 101, 1100, 0111, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((0|1)*(01)(0|1)*10(0|1))|((0|1)*(10)(0|1)*10(10)))*,"positive example:[, 01011010, 1010010, 0110110110],negative example:[1100, 001, 101]"
(a|b)*baa(a|b)*b,(a|b)*(baa)b*,"positive example:[baab, baabb, ababbbaa], negative example:[abab, aabba, bab]"
0(0|1)*0,0*(0*|1*)0*,"positive example: [11, 00100, 0, 00, 000, 10, 010, 0010, 1110, 00010]  
negative example: [111, 1101, 0011, 011, 101, 1111, 0101, 0111, 0011]"
0*10*(10*10*)*,(1?|11?),"positive example:[, 1, 11],negative example:[0, 111]"
0+1*,0*1+,"positive example:[1, 01, 001, 00000111],negative example:[10, 101, 000]"
(a|(b*bb))*,(a)*(bb+a)*(b+a)*(a)*,"positive example: [aabaa, bbaba, aaa, abba, aaabba]  
negative example: [bb, baab, bbba, ab, baa]"
(a*ba*b)*a*ba*,(a|b)*(b),"positive example:[b, ab, abb, aab, bb, bab], negative example:[a, aa, aba, baa, bba, a]"
(a*ba*b)*a*ba*,(a*)b(a*|bb*),"positive example: [b, baa, bb, ba, abaa, aab, aabbaa]
negative example: [aba, a, ab, baab, aaa]"
(a*ba*b)*a*ba*,ba*b|a*ba,"positive example:[baab, ba, bb, aaba, aba, bab, baa, aabab, abaa],negative example:[a, aaa, aa, b, ab, baaa]"
0*10*(10*10*)*,(0*)|(1|1|1)|(0*),"positive example: [0, 1, 00, 000, 111, 0000], negative example: [11, 01, 10, 0001]"
(a|b)(a|b)+aaa+,(a+b)*(b+aaa),"positive example: [bbaaa, ababbaaa, ababaaa, aaab, abbbaaab]
negative example: [aaa, babbaaa, baaa, abaa, abbb]"
0*10*(10*10*)*,0*1+|1*0*,"positive example: [1, 0, 000, 111, 0000, 1110, 01, 1111, 110], negative example: [010, 101, 1001, 011, 0101]"
0(0|1)*0,(11*0*11*)*|(00*1*00*)*,"positive example: [110, 00100, 11011, 000111000, 0010001]  
negative example: [111, 100, 011, 1001, 0011]"
(a|b)(a|b)+aaa+,(a*b*)(a*b*)aaa(a)*,"positive example:[aaabaaa, aabaaa, baaabaqaaa, aaaa, abaaa, aabaaabaa, abaaabaa, abaaabaaa], negative example:[babaaa, bababaaa, abbaaaa, bbbaaaa, bbbaa, abaa, ababaaa]"
(a*ba*b)*a*ba*,b*(b*b*),"positive example: [bb, bbbb, bbb]
negative example: [b, bbbbbb, bbbbb]"
(a*ba*b)*a*ba*,a*(b+)bb*,"positive example:[abb, aaabbb, abbb, bbb]
negative example:[ab, aab, aa, bbbb]"
(b|(a*aa))*,(b*aa(a+b)*)*,"positive example:[, aa, aaa, aaaa, baa, bbaa, aaabaa, aabab, aaab, aaabb]
negative example:[aba, abb, b, bb, abaab, abaa, bab, bbaaab, ba]"
a(a|b)a(a|b)*,a|(a+b)|a|(a+b)*,"positive example:[, ab, abab, aab, aba, aa, abab, aabab, aabaab], negative example:[b, bb, ba, abba, baa, bab]"
(ab|ba)*,(ab)+(aa|bb|ab|ba)*,"positive example:[ab, abab, abba, abbbaab, abababaaa]
negative example:[, aba, aab, bba, b]"
0(0|1)*0,(01(0|1)*10)*,"positive example: [010, 0110, 01010, 010110, 01011010, 010110110]
negative example: [0, 1, 10, 011, 1001, 011011]"
(0*10*10*)*|0*,0*(1+1)*0*,"positive example: [1, 10, 1100, 111, 001, 000111000, 11100]  
negative example: [110, 1110, 101, 011100, 111010, 100110, 1101]"
(b|(a*aa))*,(b*a*aa+b*a*a+|b*),"positive example: [b, aab, baaa, bbbaa, bba, aabbaa]  
negative example: [aaa, aabab, bbab, abab, baaab]"
(a|b)*(bab)(a|b)*,a*|b*|(a|bab)*(b|aba)*,"positive example:[aaaa, bbbbb, ab, aba, abab, babab, abaabba, bababab, abababba, babbaaba, abababa], negative example:[aabab, baaab, babaaabab, ababaabab, abababbaaa, ababbb, aaababa, babaaaabaa, ababababaa, bbbbab]"
0*10*(10*10*)*,0*1+0*1*,"positive example:[10011, 010, 111, 00110, 1110], negative example:[1010, 0101, 110110, 00010]"
(ab|ba)*,(a+b)*|(b+a)*,"positive example:[a, b, ab, ba, abab, baba, bababa, ababab],negative example:[aa, bb, abb, baa, bbb]"
(0*10*10*)*|0*,0*1(0*1+)*,"positive example:[01, 001, 111, 1001, 1101, 0101]  
negative example:[10, 000, 1110, 1010, 011, 0001]"
(a|baa)*,((a)|(ba(a)*)),"positive example: [a, ba, baa, baaa, baaaa]  
negative example: [b, bb, aaa, abab, bab]"
(a*ba*b)*a*ba*,(((a*)+b+(a*)+b+(a*))*)+b+(((a*)+b+(a*)+b+(a*))*),"positive example: [b, ababab, abbaba, abababa, ababababab]

negative example: [abababababa, bababab, aabb, baaab, aba]"
(a*ba*b)*a*ba*,((a)(b))*,"positive example: ["""" , ""abab"", ""ab"", ""abababab"" , ""abababababab"" ],
negative example: [""a"", ""b"", ""ba"", ""aba"", ""bab"", ""aa"", ""bb""]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*),"positive example: [baabbbbaa, aab, bbaabbaa, ab, aabb, abb, bbaa, ba, aba, aaab]
negative example: [bbbabba, a, bbb, aaa, abba, bb, bbaaab, baaa, bbbba, bba]"
(a|baa)*,(b|aa)*,"positive example: [b, aa, bb, baa, baab, aabaa, ab, aab, bab]
negative example: [a, baaa, aaa, abaa, abbb]"
(a*ba*b)*a*ba*,a*b(b|ab*b)*,"positive example: [ab, abb, abbbb, bb, aabbbab, babab]
negative example: [bba, aa, bab, abaa, bbbba, abbbabab]"
(a|baa)*,(b*(aa)+)*,"positive example:[, aabaa, aa, baaabaa, aaa, baaa, bbaa, baa, bbaabaa], negative example:[a, b, abb, ba, bb, ab, aab, abaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0+)|(1+0+1+))*|0*|1*,"positive example:[00, 11, 100110100, 010101, 0, 1, 1010]
negative example:[01010, 0011, 1100, 101011, 1001001]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*aaaa*,"positive example: [aaaa, aaaaabbaa, baaabbaaaa, abbbbaaabaaaa, aaaaaa]  
negative example: [babbaaa, ababab, bbbbb, aaabaa, aabaabab]"
(0*10*10*)*|0*,(0*(1)*0(1))*,"positive example: [0101, 0100101, 010010101, 01001, 001, 101, 01001010101]  
negative example: [10, 0, 011, 1010, 1001, 111, 010011]"
a(a|b)a(a|b)*,a(a+b)a(a+b)*,"positive example: [aabaa, aaabaa, aababaa, aaababa]  
negative example: [aaabb, abaa, aabbaa, abab]"
(a|baa)*,[b]*[a]{2},"positive example: [aa, bbaa, bbaaa, bbbaa, aabbaa]  
negative example: [a, aaa, bba, ab, ba]"
(ab|ba)*,(ab+ba)(ab+ba)*(a+b)*,"positive example:[abbaba, abbaabab, abbaabbaabba, abbbaba, abbababbaab], negative example:[a, b, ba, ababab, abaabab]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(aaa)a*,"positive example: [aaa, aaabbabbaaaa, aaabaaa, bbbaaa, ababaaa]
negative example: [baaa, baabbaaa, aabaaa, bbb, aba]"
(a|baa)*,(b+(a+)(a+)a*)*,"positive example: [bbaaa, baa, bbaa, aaaa, baaaa], negative example: [baaab, bab, aa, babb, abab]"
(a|baa)*,a*|baa*|a*baa*|abaa*baa*,"positive example: [a, aa, abaa, aaaa, aba, abaaabaa, baa, aabaaa, abaabaaa, ababa]  
negative example: [b, baabaa, bab, bba, babaa, ab]"
b*a*,(a+|b*a)*,"positive example: [a, aaaa, ab, ababa, baa, baabaa, abba], negative example: [b, bb, abb, aab, baab, bbb, abbaabb]"
(a|baa)*,(a)*(baa)*((a)*(bbb)*)*,"positive example:[a, bbb, aabaa, bbbbaa, bbbbbaaa],negative example:[baabaa, abbb, baaabbaaa]"
(a|baa)*,(a|b)*aa,"positive example:[aa, baaa, abaa, aabaaa, babaa, aaaaaa], negative example:[a, b, ab, ba, aba, bba]"
(ab|ba)*,(aa*bb*)*,"positive example:[, abb, ab, aabb, aabbbb, aaabbbbb, ababb]
negative example:[ba, a, b, bb, aaaa, ababaaa, baba]"
(a|(b*bb))*,(a+bb*)*,"positive example: [a, abb, aaabb, aabbbb, ababab]
negative example: [b, ba, bab, bbaa, aa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"Positive example: [1010101, 101, 00110010110, 1101001001011, 1001101001, 101011001, 0101001100, 010, 0101010, 00100110110100]  
Negative example: [101010101, 0101010010, 010101, 101010]"
0*10*(10*10*)*,(0*1|0*111+),"positive example:[0111, 111, 001, 001111, 01, 1, 0001, 0001111, 000111, 00011]
negative example:[0, 11, 011, 000, 1111, 10, 110]"
(a|(b*bb))*,a*b+a*,"positive example:[ab, aaab, bba], negative example:[ba, aaa, abba]"
(0*10*10*)*|0*,1*1*0*1*1*0,"positive example:[1, 110, 1110, 101, 100, 11110, 1010],negative example:[001, 011, 00000, 010, 111, 0110]"
0*10*(10*10*)*,(0|1)*1(0|1)1*0*,"positive example:[110, 1010, 11100, 1011000, 0110],negative example:[10, 00, 111, 010, 000]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*a|b*(aaa),"positive example:[bbbaaa, a, aaabbabba, aaa, abaaa, baa, abaaa, aaaa, bbaaabb]
negative example:[b, ba, abb, bab, abab, bbb, abba]"
(a*ba*b)*a*ba*,b*a(ab*a|b)*,"positive example: [a, abab, abba, bb, baba, abbaab], negative example: [baa, aaab, bab, ba]"
(a*ba*b)*a*ba*,(((a*)*b)*b)*(b),"positive example: [b, bb, bbb, bbbb, ab, abb, abbb]  
negative example: [a, aa, aaa, aab, ba, bab, baba]"
(0*10*10*)*|0*,0*0?|10+11*,"positive example:[0, 10, 100, 1011, 10, 111, 0000], negative example:[11, 10101, 0, 1111, 01, 10100]"
(a|baa)*,a*b(a*ba*b)*a*,"positive example: [bbb, aabbbbbaa, b, ab, aaba, baa, aaaba, abba]
negative example: [bb, a, ba, bba, aabb, bbbab, abab]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)|(ba*ba*ba*),"positive example: [ba, aabbbbba, bababaaa, baabbaa, abbbaa, aabbbbb, baa, bababa]  
negative example: [b, aaa, abbba, bbb, aaaa, baba, bbbbbb, a]"
(a|(b*bb))*,(a*|(bb)*)*b*,"positive example: [bba, a, bb, bbbb, ab, aa, b, bbabab]
negative example: [baab, bbbaa, abbb, bbbbbba, aab]"
a(a|b)a(a|b)*,a+(a|b)+a,"positive example:[aaa, abaa, aabaa, aba, abaaba],  
negative example:[aa, a, ba, bba, bb]"
(a|b)*baa(a|b)*b,(a|b)*aab(a|b)*b,"positive example: [aabaab, bbbaabbab, aabaabbb]
negative example: [aaba, aaabb, ababab]"
(a|baa)*,"[a-b]((ba{2,})?)","positive example:[ab, bbaaa, baa, bb]
negative example:[aba, aaaa, bbba]"
0*10*(10*10*)*,(0)*(1*)+(0)*,"positive example:[1, 11, 01, 001, 100, 1110, 000111, 111000], negative example:[1010, 010, 110, 00010, 101, 1100]"
(a|(b*bb))*,(a)*(bb(b)*)*(b+a)*,"positive example: [baba, bb, aaba, a, ab, bbba, ba, bbb, aaabab, aaaaa, ababab]
negative example: [bbbbb, aabbaa, baabba, aaaabbb, babbab, bbbbabab, aabb, aa, bbaaa]"
(a|baa)*,(a*b*)|(b*a*),"positive example:[aa, bb, abb, baa, aab, bba], negative example:[abab, baba, abba]"
(ab|ba)*,(ab)*|(ba)*|(aa)*|(bb)*,"positive example:[ab, ba, aa, bb, abab, baba, aaaa, bbbb, ababab, bababa],negative example:[a, b, aba, bab, abba, baab]"
(a|b)(a|b)+aaa+,a|b(a|b)+aaa(a)*,"positive example: [bbbaaa, babaaa, a, baaaa, baa, baaaba, baaaaa]
negative example: [baaa, b, aa, abaaa, bb, ab]"
a(a|b)a(a|b)*,(aba+aaa)*(a+b)*,"positive example: [abaaaaaabaaaa, abab, ab, abaaaaaa, abaabaa, abaaaabaa]
negative example: [aba, baaaa, abaaba, aaaaa, bbb, aaa]"
b*a*,(a+b)*a*,"positive example: [a, abba, abbbaa], negative example: [b, ba, bb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(10+1)*|(01+1)*|((10)+0*1+)*|((01)+1*0+),"positive example:[00, 11111, 1011, 010, 01111, 1011011011, 011010101, 01111]
negative example:[110101, 1001, 01001001, 001, 1100]"
(a|(b*bb))*,a*b*(ba+ab)*b*a*,"positive example: [ab, abab, ababab, bbbaaabbaabbb, aabaabaa, aabbaa, baabab]

negative example: [baabbbaaba, aaa, bbb, abba, baa, abbbb, bababb]"
(ab|ba)*,(ab+ba)*(aa+ab+ba+bb)*,"positive example:[abba, ababbaa, babbaabbbab],
negative example:[a, abbababaabb, bbaabba]"
(a|baa)*,b*(aa+)*,"positive example:[, aa,aaaa,baaa,bbaa,baa, bbaaaa]
negative example:[a,aaa,aabaa,babaa,bb,abb,baabab]"
(a|(b*bb))*,((a|b)*bb(a|b))|a*,"positive example: [bbb, abbba, a, """", aa, bbbba, aaaa]
negative example: [b, bbbbb, bab, babbb, ba]"
a(a|b)a(a|b)*,((aaa)|(aba))*,"positive example:[, aaaaba, aaa, aba, aaaabaaaba]
negative example:[a, b, aa, abb, ab, aaaa]"
(ab|ba)*,(ab+ba)*(a+b)+(a+b)?,"positive example: [abab, abababab, baabab]
negative example: [abbab, bababa, aba]"
(a|baa)*,(a*|baa*),"positive example: [ba, """", baa, aa, baaa, a, aaaa]  
negative example: [b, bba, ab, bab, aba]"
0*10*(10*10*)*,(00|01|10|11|000|111|100|010|001|110|101|011),"positive example: [111, 100, 001, 101, 01, 00, 11, 10, 000, 011, 110, 010]  
negative example: [0]"
(a|b)(a|b)+aaa+,(aa|bb)*aaa,"positive example:[aaa, aabbaaa, bbaaa, aaa, bbaaabbaaabaaabaaabbaaabbaaabbaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabbbbaaaa, bbaaa],negative example:[aaaa, aaaa, baaabaaa, aaaaa]"
(ab|ba)*,(ab)*|(ba)*|(a(bb)*a),"positive example: [baba, abab, aa, abbbba, ab, ba, a, abba]
negative example: [aba, b, aab, bbaa, bb]"
b*a*,(a*)|(a*b*),"positive example:[a, aa, aaa, ab, abb, aabb, b, bb],negative example:[bab, ba, babb, abba, aba]"
(0*10*10*)*|0*,0*(0*1+0*1)*,"positive example: [0, 00, 01, 001, 0001, 1011, 1001, 0101, 0011]
negative example: [11, 111, 10, 110, 1110, 1111, 10010, 101111]"
(a*ba*b)*a*ba*,(ab*ab*)*a*ba*,"positive example:[ab, abbba, ba, bbaab, aaaab], negative example:[bbaa, ababa, baba, ababab, abb]"
(a|(b*bb))*,(a*(bb*))*,"positive example: [, bab, aaa, bbb, abb, aabbbb, a, bb, ab, bbbb]  
negative example: [ba, bba, abab, aabb, bbaaa, aabaa, baa, aaabb, baaab, aabba]"
001|1010|110,(001|10101|110)*,"positive example:[001, 10101, 110, 001001, 10101110101, 110110]
negative example:[0, 010, 111, 00, 1010]"
(a|b)*baa(a|b)*b,(a|b)*abb((a|b)*b)*,"positive example: [ababbab, abb, bbaabb, aabb, ababb, bbbbb, babb, aababbb]  
negative example: [abab, baa, aab, bab, bba, abba, aa, bb, aaa, bbb]"
(b|(a*aa))*,(b*(aa*)b*)*,"positive examples: ["""", ""aba"", ""ab"", ""baa"", ""b"", ""aaaa"", ""baaaab"", ""bbaa"", ""bbabb"", ""aa"", ""abaab"", ""bab""]
negative examples: [""a"", ""aab"", ""bb"", ""abab"", ""babab"", ""aaab"", ""ba"", ""abba"", ""bbb"", ""abb"", ""bba"", ""aabb""]"
0*10*(10*10*)*,0*|1*,"positive example:[0, 00, 1, 11, 111],negative example:[01, 10, 110, 101, 010]"
(a|(b*bb))*,b*(ab+ba+b)*,"positive example:[b, abab, bab, bbab, bbabba], negative example:[aa, aab, baa, abba, bbbba]"
(a*ba*b)*a*ba*,a*(bb)*a*b+a*(bb)*a*,"Positive example: [aabbbbaabbaabbbbaa, b, ab, bb, aab, abab, aabbbb, abbbbba, abbbaab]

Negative example: [bbabbabbabba, aaaa, baaab, bba, abbaaa, bbabab, baa, bbaabb]"
(a|b)(a|b)+aaa+,ab|ba|aa|bb|a*b*aaa,"positive example:[aaa, ab, ba, aa, bb, aabbaaa, aaaa, aabaaa, bbaa, abbbbaa, abaaa], negative example:[a, b, abab, baba, ababab, bc, abc, aab, b, c]"
(a|b)*baa(a|b)*b,(a|b)*baa+b*,"positive example: [baaa, baaabb, abbaaab, ababbaaabb, bbaabaaa, abbaaabbba]
negative example: [abaab, bba, aab, bab, abba, aaabbb]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)*,"positive example:[ab, abbab, abab, baba, ababa, aab, abba, babba], negative example:[aaa, bb, ba, bbaa, bbb, aabb, bbaaab]"
(a*ba*b)*a*ba*,(a)*(b|bb)(a)*(bb)*(a)*,"positive example: [b, abb, abba, bbaa, aabbb, abbbb]
negative example: [aaabb, bbb, aabba, abab, bbbba]"
(a|b)(a|b)+aaa+,aaaa*,"positive example: [aaa, aaaa, aaaaa, aaaaaa], negative example: [a, aa, aaaaaaa]"
(a*ba*b)*a*ba*,((a|b)a+b)+,"positive example: [aabab, baaaba, baaab, aabb, abaaabb, abababba]  
negative example: [abbb, baaa, abaaaa, bba, ab, aa, babbab]"
(a|baa)*,a*b(aaa*)*(a|b)*,"positive example: [b, abaaaa, aabaa, baa, aaaba]  
negative example: [aa, aaaaa, baabaa, aaa, aaabbb]"
(a|(b*bb))*,(a*ba*ba*)*,"positive example: [bba, bbbb, bbaabbaa]
negative example: [b, bab, aabb]"
001|1010|110,1*0*011*0*,"positive example:[1011011, 1000011, 001100, 11100110, 1100110],negative example:[111100, 11001101, 010110, 01110, 11110]"
(0*10*10*)*|0*,(0*1)*,"positive example: [11, """", 01, 111, 010, 101, 011]
negative example: [10, 110, 1110, 100, 001, 10]"
(a|(b*bb))*,(b*)+(a*b*),"positive example:[, b, aab, abb, ba, bab, aabb, bba]  
negative example:[aba, aa, baa, abba, bbaba]"
(a*ba*b)*a*ba*,b(aa+ab+ba+bb)*,"positive example: [b, baa, bab, bba, bbb, baab, babb, bbaa, bbab, baaabb, baaababb]  
negative example: [a, ba, bbba, aaaa, babbb, abab, bbbabab]"
a(a|b)a(a|b)*,a+(a|b)+a+b,"positive example:[aaaab, abaaab, aaabab], negative example:[aa, abba, bba]"
(a|b)(a|b)+aaa+,b*a*b*aaa,"positive example:[aaa, bbaaabbbaaa, bbbaa, bbaaa], negative example:[babaaa, abaaa, bbabaaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(101)*|(010)*|0*|1*,"positive example:[00, 0, 11, 010010, 101101, 101, 010, 1, 010010010, 101101101, 111, 000]
negative example:[110, 1010, 011, 1101, 1110, 100, 0101, 001, 1010, 0101, 0110, 1001]"
1*(01*01*01*01*)*,(0|1)*1*01*0,"positive example:[100, 0110, 1010, 01110, 0100],negative example:[1, 00, 110, 000]"
(0*10*10*)*|0*,(1|0)0*1+,"positive example: [101, 1101, 111]
negative example: [000, 010, 10]"
(ab|ba)*,(ab+ba)(aa+ab+ba+bb)*,"positive example:[abbaa, abbba, abbaabbaa, abbbaaaabbaa, abbaaabba, abbaaabbba]
negative example:[abaaa, abbabab, abbaaba, abbbaaab, ababbab, abbaaaa]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*(a|((a|b)a*b)),"positive example:[baabab, ababaabb, aabaabba], negative example:[a, baa, bbaa]"
(b|(a*aa))*,b*(aa*)*b*,"positive example:[, b, aa, bb, baa, aab, bbaabb, aabb]
negative example:[abab, aba, a, baab, ab]"
(a|(b*bb))*,(a+bb)*bb*,"positive example:[bb, abbb, abbbabb, abbabb], negative example:[a, ab, abb, abab]"
(a*ba*b)*a*ba*,a*(b+)(a|bb)*,"positive example: [b, ab, aab, abba, bbba, aabbabab, babbba]  
negative example: [a, ba, abab, baab, bbaabba, bba, aabba]"
0*10*(10*10*)*,(111)*,"positive example:[, 111, 111111, 111111111], negative example:[1, 11, 11111, 1111]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b)+a*)*,"Positive examples: [bbabbabbb, abababbbbaab, bbbbabbaabbaa]

Negative examples: [abababa, aabbbaa, bbbbbab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*1+0*1+0*|1*0+1*0+1*,"positive example: [0, 1, 00, 111, 000111, 110011, 001100, 101, 10001100]  
negative example: [10, 0101, 1010, 0110, 11100, 00101]"
(a*ba*b)*a*ba*,a*b(a*ba)*a*,"positive example:[ab, baa, aba, bba, aaba],negative example:[bab, aa, aabb, abb, bb]"
(a|baa)*,((b*)aaa*),"positive example:[aaa, baaa, bbaa, aaaa], negative example:[bbaaab, a, bbb, baa]"
0*10*(10*10*)*,(0*1|(11)*|(101)*|111|1),"positive example: [1, 01, 001, 111, 101, 1111, 101101, 111111]
negative example: [0, 10, 100, 110, 010, 0110, 10101, 1110]"
(0|10*1)*,(1|01*0)*,"positive example: [1, 00, 001, 1010, 100, 010]
negative example: [0, 01, 000, 0100, 11, 0001]"
(a|b)*baa(a|b)*b,(a)*|(b)*baa(ab)*b+,"positive example: [bbaab, , aa, baabb, bbbaaababb, a, bbaaabb, baaab, baaabbb]

negative example: [b, baa, baababb, ab, bbaa, abbb, bab]"
(a|b)(a|b)+aaa+,a*|b*aaa,"positive example:[, a, aa, b, aaa, bbbbbaaa]
negative example:[ba, bb, bbbbb, aaaaaaaa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1)|0,"positive example: [0, 01, 001, 0001, 00001]  
negative example: [1, 11, 10, 110, 111]"
(ab|ba)*,(ab)*(aa|bb)*(ba)*(a+b)*,"positive example: [ab, aa, bbabab, ababbaa, abba, abbbbba, aaabbab]
negative example: [abbaaa, baaab, abaaaa, bbabaa, aabbba, aaaabb, bababba]"
(a|baa)*,((a|b)(a)(a)*),"positive example:[aa, baa, aaaa],negative example:[bb, aba, ba]"
(a*ba*b)*a*ba*,(a*b*ab*ab*)*,"positive example:[, abab, ababba, abbab, aabab, baba]
negative example:[b, aa, baaaa, bbba, aab]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)(a|bb|ba(a|b))*(b|ba),"positive example: [ab, ba, baa, aaba, berraba, babba, baaab]

negative example: [baa, bab, bbabba, abaaa, aba, aabaaa]"
0(0|1)*0,0*(1)*0*,"positive example: [1, 0110, 111, 00100, 100]
negative example: [10, 0010, 11010, 1000, 101]"
(a|(b*bb))*,b*(ba+ab)*b*,"positive example:[, bb, ba, ab, bbaa, aabb, baab, abba, bbbaaab, baabbb]
negative example:[bbbaa, aabab, baaabb, baabba, ababb]"
(a*ba*b)*a*ba*,(a|b)((a|b)(a|b))*,"positive example:[a, baa, aaabb, aba, abba], negative example:[abbaaa, bbbaa, aaaa, abbbb, bbaaa]"
1*(01*01*01*01*)*,(0|1*)*(0000),"positive example: [0000, 1100000, 100000, 1111110000]  
negative example: [11110000, 101010, 0001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01|10)*,"positive example:[, 1001, 0110, 1010, 0101, 101010, 010110], negative example:[0, 1, 00, 11, 001, 110]"
(a|baa)*,a|b(a)(a)*,"positive example:[ba, baa, baaa, a],negative example:[b, bb, bba, ab, bbba]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)|0*)|1((00*1)|1*),"positive example: [0, 000, 01, 111, 10, 11110, 0000, 101]
negative example: [1100, 0101, 11100, 0011, 1010, 011, 1101, 100]"
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)*aaaa*,"positive example: [aaaa, abaaaa, bbaaaaa, baaabaa, abbbaaaaa]  
negative example: [abbbaaa, bbbaaa, baaabb, bababaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b*)aaa*,"positive example: [bbaaaa, ababaaa, aaa, baaaaaa], negative example: [abaaa, bbbaaa, aba, bab]"
(0*10*10*)*|0*,0*(10*10*11*)*,"positive example:[, 010110, 0010111, 101011, 00101011], negative example:[110111, 111111, 001111]"
(a|baa)*,(a(a*b*(aa)a*)*)*,"positive example:[, aa, abaa, aaaa, aabaa, abaaaa, aabaaa, aaba, aba, abaaaaa],  
negative example:[a, b, abb, baa, abab, abba, bba, baaa, abbaa, bbabaa]"
