Attempt Regex,DeepSeek Output
(0*|(11)*)(0*|(11)*)*,"positive example: [, 0, 00, 000, 011, 01111, 110, 11110], negative example: [1, 01, 001, 010, 0110, 101, 1111, 11101]"
(0*|(11)*)(0*|(11)*)*|(101)*,"positive example: [, 0, 00, 000, 011, 01111, 101, 101101, 110, 11110], negative example: [1, 10, 010, 100, 111, 1010, 1101, 1111, 10101, 11100]"
(0+|0(1+0)*)|(1+|1(0+1)*),"positive example: [0, 00, 010, 01010, 0110, 1, 1001, 101, 10101, 11], negative example: [01, 001, 0100, 0111, 10, 1000, 1011, 110, 1100, 111]"
(0(0*1*)*0)|(1(0*1*)*1),"positive example:[00, 000, 00010, 0010, 001010, 00110, 010, 10011, 101, 101011, 1011, 10111, 11, 111], negative example:[0, 1, 01, 10, 011, 110, 0101, 1010, 0011, 1100, 0000, 1111, 0100, 1011]"
(0(0*1*)*0)*|(1(0*1*)*1)*,"positive example: [, 00, 000, 00010, 0010, 00100010, 001010, 00110, 010, 10011, 101, 101011, 1011, 10111, 10111011, 11, 111], negative example: [01, 10, 011, 110, 0101, 1010, 0011, 1100, 0001, 1110, 0110, 1001]"
(10*1)*|(01*0)*,"positive example:[, 00, 010, 010010, 0110, 1001, 101, 101101, 11], negative example:[0, 1, 01, 10, 001, 110, 0101, 1010, 1100]"
1|0|(01*0)*|(10*1)*,"positive example:[, 0, 00, 010, 010010, 0110, 1, 1001, 101, 101101, 11], negative example:[01, 10, 001, 110, 0101, 1010, 0111, 1000]"
(0+1+0+)*,"positive example:[, 0010, 010, 0100, 010010, 0110],negative example:[00,01,10]"
(1(0|1)*1)|(0(0|1)*0)?,"positive example:[00, 000, 0000, 000000, 010, 1001, 101, 11, 111], negative example:[01, 10, 011, 110, 001, 100, 0101, 1010]"
(0*)(11)*,"positive example: [, 0, 0011, 011, 01111, 11], negative example: [1, 01, 0001, 1110, 101, 110]"
(0*)(10*1)*(0*),"positive example: [, 00, 001010, 010010, 0101, 01010, 010100, 01011010, 0110, 1010], negative example: [1, 01, 010, 0100, 01011, 010110, 011, 101, 1011]"
0*|(10*1)*|(11)*,"positive example: [, 0, 00, 1001, 101, 101101, 11, 1111], negative example: [1, 01, 0001, 110, 1010, 11101, 011, 10001]"
0|1|(0(0|1)*0)|(1(0|1)*1),"positive example: [0, 00, 000, 0000, 010, 1, 1001, 101, 11, 111], negative example: [01, 10, 001, 011, 100, 110, 0001, 0010, 0111, 1010]"
(1*)|(0*)|(1+0+1((1+0+1)|(01))*)|(0+1+0((0+1+0)|(10))*),"positive example:[, 0, 00, 00010, 0010010, 010, 0100010, 010010, 010010010, 0100110, 01010, 0110010, 1, 1001101, 101, 10101, 1011001, 101101, 101101101, 1011101, 11, 1101101, 11101],negative example:[01000,01101,10010,10111]"
(11*0*11*)*|(00*1*00*)*,"positive example:["""", ""0000"", ""000100"", ""0010"", ""00100"", ""001000"", ""0010000100"", ""001100"", ""0100"", ""1011"", ""110011"", ""1101"", ""11011"", ""110111"", ""1101111011"", ""111011"", ""1111""], negative example:[""0"", ""1"", ""01"", ""10"", ""011"", ""100"", ""0101"", ""1010"", ""0011"", ""1100"", ""0001"", ""1110"", ""01010"", ""10101"", ""00110"", ""11001""]"
(1*)|(0*)|(1+0+1+((1+0+1)|(01))*)|(0+1+0+((0+1+0)|(10))*),"positive example: [, 0, 00, 00010, 0010010, 010, 01000, 0100010, 010010, 010010010, 0100110, 01010, 0110010, 1, 1001101, 101, 10101, 1011001, 101101, 101101101, 10111, 1011101, 11, 1101101, 11101], negative example: [01101, 10010]"
0(0*1*)*0|1(1*0*)*1,"positive example: [00, 000, 00010, 0010, 001010, 00110, 010, 101, 11, 11001, 1101, 110101, 111, 11101], negative example: [01, 10, 0101, 0110, 1001, 1010, 1100, 1110, 0, 1, 0000, 1111, 0011, 1100]"
0?|0(0*1*)*0|1(1*0*)*1,"positive example:[, 0, 00, 000, 00010, 0010, 001010, 00110, 010, 101, 11, 11001, 1101, 110101, 111, 11101], negative example:[01, 10, 011, 100, 0001, 0011, 0100, 0110, 1001, 1010, 1100, 1110]"
(1*)|(0*)|(1+0+1+((1+0+1)|(0+1))*)|(0+1+0+((0+1+0)|(1+0))*),"positive example:[, 0, 00, 00010, 0010010, 010, 0100, 01000, 0100010, 010010, 010010010, 0100110, 01010, 010110, 0110010, 1, 1001101, 101, 101001, 10101, 1011, 1011001, 101101, 101101101, 10111, 1011101, 11, 1101101, 11101],negative example:[01101,10010]"
(00*)|(11*)|(11*0*11*)*|(00*1*00*)*,"positive example: [, 0, 00, 000, 0000, 000100, 0010, 00100, 001000, 0010000100, 001100, 0100, 1, 1011, 11, 110011, 1101, 11011, 110111, 1101111011, 111, 111011, 1111], negative example: [01, 10, 010, 101, 0110, 1001, 0101, 1010, 0011, 1100, 000111, 111000, 0111, 1000]"
(1+0*1+)|(0+1*0+),"positive example: [00, 0010, 010, 0100, 0110, 1001, 101, 1011, 11, 1101], negative example: [01, 10]"
(1+0*1+)|(0+1*0+)?,"positive example:[, 00, 0010, 010, 0100, 0110, 1001, 101, 1011, 11, 1101], negative example:[01, 010010, 10]"
1(0*1+)*|0(1*0+)*,"positive example:[0, 00, 010, 0100, 01010, 0110, 1, 1001, 101, 10101, 1011, 11],negative example:[01,10]"
0*|(0+1+0+)*|(1+0+1+)*,"positive example:[, 0, 00, 0010, 010, 0100, 010010, 0110, 1001, 101, 1011, 101101, 1101],negative example:[01,10,11]"
(1(0*1+))*|(0(1*0+))*,"positive example:[, 00, 010, 0100, 010010, 0110, 1001, 101, 1011, 101101, 11],negative example:[01,10]"
(0+(1*0)*0*)|(1+(0*1)*1*),"positive example:[0, 00, 000, 00100, 010, 0100, 01000, 010100, 01100, 1, 10011, 101, 101011, 1011, 10111, 11, 11011, 111],negative example:[011,100]"
(10*10*)*,"positive example:[, 10010, 101, 1010, 10100, 10101010, 110], negative example:[0, 1, 10, 100, 1000, 1001, 1001001]"
(1+(0*1+)*)|(0+(1*0+)*),"positive example:[0, 00, 0010, 010, 0100, 01010, 0110, 1, 1001, 101, 10101, 1011, 11, 1101],negative example:[01,10]"
0+(10)*0+,"positive example:[00, 00100, 0100, 01000, 010100],negative example:[010,100]"
0+((10)*|(01)*)0+,"positive example:[00, 0010, 00100, 001010, 0100, 01000, 010100],negative example:[010,100]"
0+((10)*(01)*)0+,"positive example:[00, 0010, 0010010, 0100, 010010, 0100100, 01001010, 01010010],negative example:[01001,10010]"
0+((10)*(01)*|(01)*(10)*)0+,"positive example:[00, 0010, 0010010, 00101100, 001100, 00110100, 0100, 010010, 0100100, 01001010, 01010010],negative example:[01001,10010]"
0+(1*0*)0+,"positive example:[00, 000, 00100, 010, 0100, 01000, 01100],negative example:[100]"
0+(1*0*|0*1*)0+,"positive example:[00, 000, 00010, 0010, 00100, 00110, 010, 0100, 01000, 01100], negative example:[100]"
0+(1*0*)(0*1*)0+,"positive example:[00, 00010, 0010010, 01000, 0100010, 010010, 0100100, 0100110, 01010, 0110010],negative example:[01001,10010]"
(1+0*1+)|(0+1*0+),"positive example: [00, 0010, 010, 0100, 0110, 1001, 101, 1011, 11, 1101], negative example: [01, 10]"
(1+(01))*|(0+(10)*),"positive example:[, 0, 0010, 010, 01010, 101, 101101, 1101],negative example:[01,10]"
(1+(01))*|(0+(10)*)*,"positive example:["""", ""0"", ""0010"", ""010"", ""010010"", ""01010"", ""101"", ""101101"", ""1101""],negative example:[""01"", ""10""]"
(1+(0*1))*|(0+(1*0)*)*,"positive example: [, 0, 00, 0010, 010, 010010, 01010, 0110, 1001, 101, 101101, 11, 1101], negative example: [01, 10]"
(0+1+0+)*|(1+0+1+)*|1*|0*,"positive example:[, 0, 00, 0010, 010, 0100, 010010, 0110, 1, 1001, 101, 1011, 101101, 11, 1101],negative example:[01,10]"
(0+1*(0*1+)*0+)*|(1+(0*1+))*|0*,"positive example: [, 0, 00, 0010, 001010, 010, 0100, 010010, 01010, 010100, 0101001010, 0101010, 010110, 0110, 011010, 1001, 101, 1011, 101101, 11, 1101], negative example: [01, 0101, 10, 1010]"
1(1|0)*1|0(1|0)*0,"positive example:[00, 000, 010, 0110, 101, 11, 111, 1111],negative example:[01, 10, 001, 100, 110, 011, 1110, 0001]"
1(0|1)*1|0(0|1)*0,"positive example:[00, 000, 0000, 010, 1001, 101, 11, 111],negative example:[01, 10, 001, 011, 100, 110, 1010, 1110]"
1(0|1)*1|0((0|1)*0)*,"positive example: [0, 00, 000, 0000, 00000, 010, 1001, 101, 11, 111], negative example: [1, 01, 10, 001, 011, 100, 110, 1110, 1010, 1101]"
0+(1+0+)*|1+(0+1+)*,"positive example:[0, 00, 0010, 010, 0100, 01010, 0110, 1, 1001, 101, 10101, 1011, 11, 1101],negative example:[01,10]"
1((0|1)*1)*|0((0|1)*0)*,"positive example:[0, 00, 000, 0000, 00000, 010, 1, 1001, 101, 10101, 11, 111],negative example:[01, 10, 011, 100, 1010, 110, 1110]"
0*|1*|1+(0+1+)*|0+(1+0+),"positive example:[, 0, 00, 0010, 010, 0100, 0110, 1, 1001, 101, 10101, 1011, 11, 1101],negative example:[01,10]"
1*|(0+1*0+)*|(1+0*1+)*,"positive example: [, 00, 0010, 010, 0100, 010010, 0110, 1, 1001, 101, 1011, 101101, 11, 1101], negative example: [01, 10]"
0*|1*|(0+1*0+)*|(1+0*1+)*,"positive example:[, 0, 00, 0010, 010, 0100, 010010, 0110, 1, 1001, 101, 1011, 101101, 11, 1101],negative example:[01,10]"
0*|1*|(0+1*0+)*|(1+0*1+)(01)*,"positive example:[, 0, 00, 0010, 010, 0100, 010010, 0110, 1, 1001, 100101, 101, 10101, 1010101, 101101, 11, 1101, 110101], negative example:[01, 0101, 10]"
0*|1*|(0+1*0+)(10)*|(1+0*1+)(01)*,"positive example: [, 0, 00, 0010, 001010, 010, 010010, 01010, 0101010, 0110, 011010, 1, 1001, 100101, 101, 10101, 1010101, 101101, 11, 1101, 110101], negative example: [0101, 1010]"
0|1(0|1)*1|0(0|1)*0,"positive example:[0, 00, 000, 0000, 010, 1001, 101, 11, 111],negative example:[1, 01, 10, 011, 110, 1010, 1110]"
(0|1(0|1)*1|0(0|1)*0)?,"positive example: [, 0, 00, 000, 0000, 010, 1001, 101, 11, 111], negative example: [1, 01, 10, 011, 110, 1010, 1110, 0011]"
0+(1+0+)*|1+(0+1+)+,"positive example:[0, 00, 0010, 010, 0100, 01010, 0110, 1001, 101, 10101, 1011, 1101],negative example:[01,1,10,11]"
0+|1+|0+(1+0+)+|1+(0+1+)+,"positive example:[0, 00, 0010, 010, 0100, 01010, 0110, 1, 1001, 101, 10101, 1011, 11, 1101],negative example:[,01,10]"
1*|0*|(1+(0*1*)1+)|(0+(1*0*)0+),"positive example: [, 0, 00, 000, 00100, 010, 0100, 01000, 01100, 1, 10011, 101, 1011, 10111, 11, 11011, 111], negative example: [011, 100]"
((01)*0)*,"positive example:["""", ""0"", ""010"", ""010010"", ""01010""], negative example:[""1"", ""011"", ""0101"", ""010011"", ""010100""]"
((01)*0)*|(101)*,"positive example:[, 0, 010, 010010, 01010, 101, 101101], negative example:[1, 00, 011, 0101, 1010, 1101]"
((01)*0)*|(101)*1*,"positive example:["""", ""0"", ""010"", ""010010"", ""01010"", ""1"", ""101"", ""1011"", ""1011011"", ""10111""], negative example:[""00"", ""011"", ""0100"", ""010011"", ""1010"", ""10101"", ""101100"", ""111"", ""1101""]"
((01)*0)*|1*(101)*1*,"positive example:["""", ""0"", ""010"", ""010010"", ""01010"", ""1011"", ""11"", ""1101"", ""11011"", ""11011011"", ""110111"", ""111011""], negative example:[""1"", ""00"", ""011"", ""0101"", ""1010"", ""1110"", ""0110"", ""001"", ""1001"", ""11100"", ""01001"", ""10101""]"
((01)*0)*|1*(101)*1*|(1001),"positive example: [, 0, 010, 010010, 01010, 1001, 1011, 11, 1101, 11011, 11011011, 110111, 111011], negative example: [1, 00, 011, 0100, 0101, 1010, 1111, 1000, 10001, 1100, 11101, 110101]"
(0+(0*1*)*0+)|(1+(0*1*)*1+),"positive example:[00, 000, 00010, 0010, 00100, 001010, 00110, 010, 10011, 101, 101011, 1011, 10111, 11, 11011, 111],negative example:[001,011]"
0|1|1(0|1)*1|0(0|1)*0,"positive example: [0, 00, 000, 0000, 010, 1, 1001, 101, 11, 111], negative example: [01, 10, 011, 110, 001, 100, 1010, 0101]"
000(0|1)*000,"positive example:[000000, 0000000, 00000000, 0001000], negative example:[000, 0000, 00000, 000010]"
0*0(1+0)+0*,"positive example:[000100, 0010, 00100, 001000, 0010100, 001100, 010, 0100],negative example:[000,0000]"
(0*0(1+0)+0*)+,"positive example:[000100, 0010, 00100, 001000, 0010000100, 0010100, 001100, 010, 0100],negative example:[,000,0000]"
0(0|0)*0,"positive example:[00, 000, 0000],negative example:[0, 00000, 000000]"
1+(0+1)+1*,"positive example:[10011, 101, 101011, 1011, 10111, 11011],negative example:[011,11,111]"
1+(0+1)+1*|0+(1+0)+0*,"positive example:[00100, 010, 0100, 01000, 010100, 01100, 10011, 101, 101011, 1011, 10111, 11011],negative example:[00,000,011,100,11,111]"
1+(0+1)*1*|0+(1+0)*0*,"positive example:[0, 00, 000, 00100, 010, 0100, 01000, 010100, 01100, 1, 10011, 101, 101011, 1011, 10111, 11, 11011, 111],negative example:[011,100]"
(1+(0+1)*1*)+|(0+(1+0)*0*)+,"positive example:[0, 00, 000, 00100, 010, 0100, 01000, 01000100, 010100, 01100, 1, 10011, 101, 101011, 1011, 10111, 10111011, 11, 11011, 111],negative example:[,011,100]"
0*|1|1+(0|1)+1|0+(0|1)0+,"positive example:[, 0, 00, 000, 0000, 010, 1, 1001, 101, 1101, 111],negative example:[01,11]"
1*(100*11*)*|0*(011*00*)*,"positive example: [, 0, 0001100, 00100, 00110, 001100, 0011000, 00110001100, 0011100, 01100, 1, 10011, 1100011, 11001, 110011, 1100111, 11001110011, 11011, 1110011], negative example: [01, 10, 101, 010, 0001, 1110, 00101, 11010, 000011, 111100]"
1*(100*11*)*|0*(011*00*)*|(01)*0|(10)*1,"positive example: [, 0, 0001100, 00100, 00110, 001100, 0011000, 00110001100, 0011100, 010, 01010, 01100, 1, 10011, 101, 10101, 1100011, 11001, 110011, 1100111, 11001110011, 11011, 1110011], negative example: [00, 01, 10, 11, 000, 001, 0100, 011, 100, 1010, 110, 111, 0000, 0001, 0010, 0011, 0101, 0110, 0111, 1000, 1001, 1011, 1100, 1101, 1110, 1111]"
0(0*11*0)*|1(1*00*1)*,"positive example:[0, 000110, 0010, 00110, 001100110, 001110, 0110, 1, 1001, 110001, 11001, 110011001, 1101, 111001],negative example:[00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111, 0000, 0001, 0011, 0100, 0101, 0111, 1000, 1010, 1011, 1100, 1110, 1111]"
0(0*11*0)*|1(1*00*1)*|0*|1*,"positive example:["""", ""0"", ""00"", ""000110"", ""0010"", ""00110"", ""001100110"", ""001110"", ""0110"", ""1"", ""1001"", ""11"", ""110001"", ""11001"", ""110011001"", ""1101"", ""111001""],  
negative example:[""01"", ""10"", ""010"", ""101"", ""0011"", ""1100"", ""000111"", ""111000"", ""0101"", ""1010""]"
0(0*11*0)*(0?)|1(1*00*1)*(1?)|0*|1*,"positive example: [, 0, 00, 0001100, 00100, 00110, 001100, 0011001100, 0011100, 01100, 1, 10011, 11, 1100011, 11001, 110011, 1100110011, 11011, 1110011], negative example: [0011000, 1100111]"
1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+),"positive example:[0, 00, 000, 00100, 010, 0100, 01000, 010100, 01100, 1, 10011, 101, 101011, 1011, 10111, 11, 11011, 111],negative example:[011,100]"
1*|0*|(1+0*)1+|(0+1*)0+,"positive example:[, 0, 00, 0010, 010, 0100, 0110, 1, 1001, 101, 1011, 11, 1101], negative example:[01,10]"
(01)+(10)+,"positive example:[010110,0110,011010],negative example:[01,10]"
(0+1*0+)*,"positive example:[, 00, 0010, 010, 0100, 010010, 0110],negative example:[01,10]"
0+1*0*1*0*0+,"positive example:[00, 00100, 0010100, 01000, 0100100, 01010, 010100, 0101000, 0101100, 01100, 0110100],negative example:[10100]"
0+1*0*1*0*1*0+,"positive example:[00, 001010, 00101010, 010010, 01001010, 010100, 01010010, 0101010, 01010100, 01010110, 010110, 01011010, 011010, 01101010],negative example:[010101,101010]"
(1(0|1)*1)|(0(0|1)*0)|0|1,"positive example:[0, 00, 000, 0000, 010, 1, 1001, 101, 11, 111], negative example:[01, 10, 011, 110, 0011, 1100, 0101, 1010]"
a*(baa+),"positive example:[aabaa, abaa, abaaa, baa],negative example:[aba]"
a*b(a*ba*b)*,"positive example: [aababab, ab, abaabab, ababaab, ababab, ababababab, ababb, abbab, b, babab], negative example: [aa, a, ba, baa, baaa, bb, bba, baba, abba, aaba]"
a*b(a*ba*ba*)*,"positive example:[aabababa, ab, abaababa, ababaaba, ababab, abababa, abababaa, abababaababa, ababba, abbaba, b, bababa],negative example:[aa, a, ba, baa, baaa, abab, abba, baba, bb, aab, aabb, ababababab]"
[a]*b([a]b{2})[a],"positive example:[aababba, ababba, babba],negative example:[ababa, ababbba]"
b(bb)*,"positive example:[b, bbb, bbbbb],negative example:[bb, bbbb, bbbbbb]"
a*b(bb)*,"positive example:[aabbb, ab, abbb, abbbbb, b, bbb], negative example:[aa, aaa, ba, bbbb, abab, bbabb]"
(a|(bb))*b[a]*,"positive example: [aaba, ab, aba, abaa, b, ba, bbba], negative example: [aa, bb, aab, bbb, abab, baba]"
b(ba*ba*)*,"positive example:[b, bbaaba, bbab, bbaba, bbabaa, bbabababa, bbba],negative example:[bb, ba, baa, baaa, baba, bbaa, bbb]"
a*b(ba*ba*)*,"positive example:[aabbaba, ab, abbaaba, abbab, abbaba, abbabaa, abbabababa, abbba, b, bbaba],negative example:[aa, aab, ba, baba, babb, bba, bbb, bbbba, bbbbb, bbbbba]"
a+b+aaa+,"positive example:[aabaaa, abaaa, abaaaa, abbaaa],negative example:[aaaa,abaa,baaa]"
baa+,"positive example:[baa, baaa],negative example:[ba]"
((a{2})|(b{2}))a*b*(a{3}),"positive example:[aaaaa, aaaaaa, aaaabaaa, aaabaaa, aaabbaaa, aabaaa, bbaaa, bbabaaa],negative example:[aaabaa, aaabaaaa, babaaa, bbbabaaa]"
((ab+)|(ba+)|(aa+)|(bb+))a*b*(a{3}),"positive example:[aaaaa, aaaabaaa, aaabaaa, aabaaa, abaaa, abaaaa, abaabaaa, ababaaa, ababbaaa, abbaaa, abbabaaa, baaaa, baaabaaa, baabaaa, babaaa, bbaaa, bbabaaa, bbbabaaa],negative example:[ababaa,ababaaaa]"
(aa|bb)+(a|b)*aaa,"positive example:[aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, aabaaa, bbaaa, bbaaaa],negative example:[aaaa]"
(b(aa+))*,"positive example:[, baa, baaa, baabaa],negative example:[ba]"
"(ba{2,}){1,2}","positive example:[baa, baabaa],negative example:[,ba,baabaabaa]"
"((ba{2,}){1,2}|a{1,}){1,}","positive example:[a, aa, baa, baabaa, baabaabaa],negative example:[,ba]"
a*ba*(ba*b)*,"positive example: [aababab, aba, abaabab, ababaab, ababab, abababbab, ababb, abbab, b, babab], negative example: [aa, a, ab, ba, bba, baba, abba, aabb, ababba, baa]"
a*ba*(ba*b)*a*,"positive example: [aabababa, abaa, abaababa, ababaaba, ababab, abababa, abababaa, abababbaba, ababba, abbaba, b, bababa], negative example: [aa, a, bbb, ababababab, ba, baba, abababab, ababababa, ababababaa, ababababab, abababababa]"
(a)*((a)*b(a)*b)*b(a)*,"positive example: [aaababba, aabaabba, aababababba, aababb, aababba, aababbaa, aabbba, aba, ababba, b], negative example: [a, aa, aaa, ab, aab, abb, abaa, abab, abba, baa]"
(ab){2}(ab)*aaaa*,"positive example: [ababaaa, ababaaaa, abababaaa, abababaaaa, abababaaaaa, ababababaaaa], negative example: [abaaa, ababaa, abababa, aaaa, ababab, bbbaaa]"
(aa|bb|ba|ab)(a*b*a*)aaaa*,"positive example:[aaaaa, aaaaaaaa, aaaabaaaaa, aaabaaaa, aaabaaaaa, aaabaaaaaa, aaabbaaaaa, aabaaaaa, abaaa, ababaaaaa, baaaa, baabaaaaa, bbaaa, bbabaaaaa], negative example:[a, b, aa, bb, ab, ba, aab, bba, aba, bab, aaaa, bbbb, abab, baba, aaab, bbaa, abaa, babb]"
(aa|bb|ba|ab)(a*b*a*b*)aaaa*,"positive example: [aaaaa, aaaabaaaa, aaaababaaaa, aaabaaaaa, aaabaabaaaa, aaababaaa, aaababaaaa, aaababaaaaa, aaababbaaaa, aaabbaaaa, aaabbabaaaa, aababaaaa, abaaa, abababaaaa, baaaa, baababaaaa, bbaaa, bbababaaaa], negative example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
(aa|bb|ba|ab)(a*b*a*b*a*b*)aaaa*,"positive example: [aaaaa, aaaababaaaa, aaaabababaaaa, aaabaabaaaa, aaabaababaaaa, aaababaaaaa, aaabaabaaaa, aaabababaaa, aaabababaaaa, aaabababaaaaa, aaabababbaaaa, aaababbaaaa, aaabbabaaaa, aaabbababaaaa, aabababaaaa, abaaa, ababababaaaa, baaaa, baabababaaaa, bbaaa, bbabababaaaa], negative example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
(aa|bb|ba|ab)(a*b*a*b*a*b*a*b*a*b*)aaaa*,"positive example: [aaaaa, aaaababababaaaa, aaaabababababaaaa, aaabaabababaaaa, aaabaababababaaaa, aaababaababaaaa, aaababaabababaaaa, aaabababaabaaaa, aaabababaababaaaa, aaababababaaaaa, aaababababaabaaaa, aaabababababaaa, aaabababababaaaa, aaabababababaaaaa, aaabababababbaaaa, aaababababbaaaa, aaababababbabaaaa, aaababbababaaaa, aaababbabababaaaa, aaabbabababaaaa, aaabbababababaaaa, aabababababaaaa, abaaa, ababababababaaaa, baaaa, baabababababaaaa, bbaaa, bbabababababaaaa], negative example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
a*b(a|bb)*,"positive example:[aaba, ab, aba, abaa, abbb, b, ba], negative example:[aa, aab, bb, bba, aabab, baba]"
a*b(a|bb|bab)*,"positive example: [aaba, ab, aba, abaa, abbab, abbb, b, ba], negative example: [aa, aab, bb, bbb, babab, abab, aabab, baba]"
(aa|bb|ab|ba)(b*)a*(aaa),"positive example: [aaaaa, aaaaaa, aabaaa, aabaaaa, aabaaaaa, aabbaaaa, abaaa, abbaaaa, baaaa, babaaaa, bbaaa, bbbaaaa], negative example: [aa, bb, ab, ba, aab, abb, bba, bbb, aaba, abba, bbba, baaa]"
(aa|bb|ab|ba)(a*b*)a*(aaa),"positive example: [aaaaa, aaaaaaa, aaaabaaaa, aaabaaa, aaabaaaa, aaabaaaaa, aaabbaaaa, aabaaaa, abaaa, ababaaaa, baaaa, baabaaaa, bbaaa, bbabaaaa], negative example: [a, b, aa, bb, ab, ba, aab, aba, abb, baa, bab, bba, aaaa, bbbb, aaab, aaba, abaa, abbb, baaa, bbba, babb, bbab]"
(aa|bb|ab|ba)(a*b*)a*b*(aaa),"positive example: [aaaaa, aaaabaaa, aaaababaaa, aaabaaaa, aaabaabaaa, aaababaaa, aaababbaaa, aaabbaaa, aaabbabaaa, aababaaa, abaaa, abababaaa, baaaa, baababaaa, bbaaa, bbababaaa], negative example: [a, b, aa, bb, ab, ba, aaa, bbb, aba, bab, aabb, bbaa, abab, baba, aab, bba, abba, baab]"
(aa|bb|ab|ba)(a*b*)a*b*(aaa)a*,"positive example: [aaaaa, aaaabaaaa, aaaababaaaa, aaabaaaaa, aaabaabaaaa, aaababaaa, aaababaaaa, aaababaaaaa, aaababbaaaa, aaabbaaaa, aaabbabaaaa, aababaaaa, abaaa, abababaaaa, baaaa, baababaaaa, bbaaa, bbababaaaa], negative example: [a, b, aa, bb, ab, ba, aab, aba, abb, baa, bab, bba, aaaa, aaab, aaba, aabb, abaa, abab, abba, baaa, baab, baba, bbaa, bbab, bbba, bbbb]"
