Short Description,regex,Attempt Regex,ChatGPT Output
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)*(aaa)(a)*,"positive example:[ababaaa, abbaaabaaa, abaabaaa, bbabaaba, baaaabaaa, abbaaa, babbabaaa, bbabaaa, abbaabaaa, abababaaa], negative example:[bbbaba, baaabab, bbaa, abaa, bababaa, aaaabab, bab, abaaa, abbaa, aaaaaaba]"
even prefix,(ab|ba)*,(ab|ba)*|(aa|bb)*,"positive example:[, abbaba, aaaaaa, aaaabb, aabbbb, aabbaa, abba, aabb, aaaa, baab, bbbb, bbaa, abab, baba, abbaab, ababba, ababab]

negative example:[abbbbbab, babaaa, a, b, abaaa, aaaba, abaab, aaabb, aabaa, aabab, baabb, bbbbb, bbaab, babaa, bbbbba, bbaaba, bbbba, bbaaa, baaba, babab, abbbaa, baabaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b+(a*|(b(a*)b))+a*,"positive example: [babba, babb, aab, baaabaabbb, aabbaa, aabbbb], negative example: [aa, babaabb, baaabbb, babbab]"
even prefix,(ab|ba)*,(aa|bb)|(ab|ba)*,"positive example:[aa, bb, , ab, ba, abab, baba, abba, baab, abbaba, abbaab]

negative example:[a, b, aaa, bbb, ababb, abbab, aabb, aaab, babba, baabb, baaab]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(((0+1*)*0+)*|((1+0*)*1+)*)*,"positive example: [00, , 11, 001, 110, 010101, 101010, 1001, 0110]

negative example: [01, 10, 1110, 0001, 101, 010, 11110, 00001, 1101]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a+)|a*b+a*)*,"positive example:[aa, bb, aaa, aabba, abab, bba, ab], negative example:[b, ba, abba, aba, aabbb, bbab]"
Odd number of 1s,0*10*(10*10*)*,0*(11)*1(0|1)*,"positive example: [011, 111, 0111, 110, 1101]

negative example: [0, 10, 0011, 1111, 000]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(a|b)*a{3,}","positive example:[aaa, baaa, abaaaa, bbbaaaa, aabaaaaa, babaaaaa],  
negative example:[aabb, bb, aba, baab, abba, baa]"
even prefix,(ab|ba)*,(ab)*(aa|ab|ba|bb)*,"positive example: [aa, bb, aaaa, bbbb, abaabaa, ababab, abba, ab, abb, abab]  
negative example: [aaa, bbb, baa, bab, aab, baaabba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ba]*aaa,"positive example:[aaa, baaa, baaabaaa, baaabbaaaa, abaaa, bbaaa],negative example:[aa, abba, ab, bba, aabaa, aaab, aba, bab, bbba]"
non isolated 'b',(a|(b*bb))*,(a|b)*bb(a|b?)*|a*,"positive example:[aa, , babb, aababb, baaababb, bbaa, bbbb, a, abb, bb, aabb, bbbba, bbba, aaa, aaaaaa],negative example:[baaaba, b, bab, aabab, ab, bba, ba, abab, aba, abbb]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a*)(b*)(a*),"positive example:[a, b, ab, aaabbb, aabbaa],negative example:[bbb, babab, aabbaabbb]"
even number of 1's,0*(10*1)*0*,(0*10*10*)*|0*,"positive example: [110, , 0011, 100111, 0, 00, 010, 1010, 10100, 0010100]  
negative example: [111, 1101, 0010011, 101, 0111, 1001, 1100, 1110, 0101]"
Length 1 or More,(0|1)(0|1)*,(0|1)*,"positive example:[0, 1, 01, 10, 0011],negative example:[2, 10I, 01a]"
Odd number of b's,(a*ba*b)*a*ba*,(a|(ab)*b)*(ba)*,"positive example: [aa, abab, abba, bba, abbb, ba, abababab, abababba]  
negative example: [ab, bab, aab, abb, bbb, baa, ababa, b]"
Does not contain aba as a substring,b*a*b*|(a*bb+a*)*,(b|aa*bb)*((aa*(b?))?),"positive example:[b, aab, aaabbb, bbabaa, aa, aabbb]
negative example:[abba, baaa, bbaaab, babbb, aabaa, bbabab]"
Odd number of b's,(a*ba*b)*a*ba*,((a*|a*ba*(ba*ba*)*a*)|b),"positive example:[a, aa, b, aab, ba, baa], negative example:[bbb, abab, abba, bba, bab]"
non isolated 'b',(a|(b*bb))*,(a|b*b)*,"positive example: [aaa, abb, aabbb, bbbbba], negative example: [ba, ab, bab, aba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01*0*)|(10*1*))*,"positive example: [00, 11, 010, 100, 0110, 1100, 010101, 101010, 010110, 110100]  
negative example: [01, 10, 0011, 1101, 101, 011, 000111, 111000, 00a, 1101b]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+)*|0*(1+0+)*,"positive example:[1, 0, 11, 00, 1010, 0101],negative example:[01, 10, 111, 001, 1100]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)*,"positive example: [101, 0101, 100101, 11010, 001101100]
negative example: [1, 001, 010, 011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*(01)*0*1*(10)*0*1*)*,"positive example:[00, , 11, 0010, 0101, 1010, 1100, 010110, 101001],negative example:[01, 100, 111, 0011, 1101, 00011]"
Every b followed by two or more a's,(a|baa)*,"(a*(b*a{2,})*)*","positive example:[, a, aa, aaa, abaaa, abaabaa, aabbaaa]
negative example:[babaa, bab, abaa, baaab, baabbba, aababbbab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*(0|1)+(10)*)*,"positive example: [00, 01, 11, 010, 0110, 011010, 100, 1010], negative example: [0, 1, 2, 001, 110, 1011, 1111, 0101]"
even prefix,(ab|ba)*,(ab|aabb|ba)*,"positive example:[ab, aabb, ba, baba, baab, abab, abaabb, abababa, aabbab, aabbaabb, abba, , aabbba]  
negative example:[abb, aa, aba, bab, baa, aab, aabba, aabbb, aabaa, aabab, aaab, aaaa, bbbb, bbaaba]"
even prefix,(ab|ba)*,(aa|ab|bb|ba)*,"positive example: [aa, ab, bb, ba, aaaa, abab, bbbb, abba]  
negative example: [aaa, bbb, aab, abbb]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*|0(1|0)*0|1*|1(1|0)*1?,"positive example:[, 0, 1, 00, 11, 0000, 110, 01010, 1110],negative example:[10, 101, 000101, 11101, 01001]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b)*,"positive example:[a, b, aa, bb, ab, ba, aab, abb, baa, bba, aba, bab, aaa, bbb],negative example:[c, abac, aabbx, abc, bacb, a1, b2]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)*(aa)(a)*,"positive example:[baaa, abaaa, babaa, baa, abbaaa, aabaaa, aabbaa, aabbaa, abaaba, baabaa],negative example:[bb, ab, aba, baaab, aaa, a, ba, bab, abb, aabbb]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab)*(a|b|bab)*,"positive example: [aa, , bb, ab, ba, baba, abab, babbab, aab]
negative example: [aaaab, baab, abaa, babba, aabbb, bababa]"
Three Choices (Regex),001|1010|110,0*10*(10)*,"positive example:[010, 1010, 00101010, 110, 1001010]  
negative example:[11, 000, 1110, 11001, 11110, 0000, 101]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b)*(bab)*(a|b)*,"positive example: [bab, ababab, abab, bababab, aababa], negative example: [abc, aaab, bbaba, abba, baab]"
non isolated 'b',(a|(b*bb))*,(a*|bb*)*,"positive example:[aa, , bb, a, aaa, b, bbb, abbb, abab, baa, ab],negative example:[ba, bab, ababa, bba, baab, aba, aabb]"
first and third,a(a|b)a(a|b)*,ab*|(a(a|b)a(a|b)*),"positive example: [ab, a, abaaa, ababb, abbbb, aaab, aaaa, ab, aba, abaa, abba, abb, abbb, aa, abaaaa, aaba]

negative example: [bb, aaba, abbaaa, abbbba, abbabb, aabb, ba, aaaab, aab, bab, baaa]"
even prefix,(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*|(aabb|bbaa)*|(aa|ab|ba|bb)*,"positive example: [aa, bb, aaaa, bbaa, ab, ba, aabb, bbaa, abaaba, bababb]  
negative example: [aaa, bbb, abaa, baaa, bbba, aaab, aabaa]"
Every b followed by two or more a's,(a|baa)*,a*(baa*|a*)*,"positive example:[baaa, a, baa, aabaa, aaaaa]
negative example:[ab, bbb, baabba, aabbaa, bab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)*(aaa)a*,"positive example: [baaaaaaa, baaabaaa, abaaa, abaabbaaa, aaaaabbaaa, abbaaa, aabaabbbaaa, bbaaa, baabaaabaa, babbaaa, aabbaaa, aaaabaaa]

negative example: [babbaa, aaba, ab, bbaaabb, abaaba, bbaaba, aba, aaabbaa, bbaaaba, abaaaba, baba, abab, abaabba]"
even number of 1's,(0*10*10*)*|0*,(1|0|1)*,"positive example:[1, 0, 11, 01, 101], negative example:[2, 10a, 011x]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b*)*aaa,"positive example:[aaa, baaabaaa, aababaaa, aaaaaa, aaaaaaa, abaaaaa, abababaaa, abaabaaa], negative example:[aba, ab, aaba, aaabbb, baa, aaaab, bbbaa, aaaaa, abbaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b((a?)|(bb?)))*|((a|b)a*ba)*,"positive example: [ba, a, abba, abab, bbaa, ab, babba, aaaabb, aaababba, bba, ababbbb, aba, bbbbbb, abaa, bbb]  
negative example: [abbaaa, babaa, baa, bbbbb, babbb, ababaaa, abababab, baaabab, abbbbba, baaa]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0+(1*0*1*)*0+)*,"positive example:[, 00, 010, 0010, 0110, 000010, 011010, 0011010, 0000]  
negative example:[1, 10, 01, 111, 1100, 0111, 1010, 0011000101]"
non isolated 'a',(b|(a*aa))*,(b*|ab)*aa(a|b)*|b*,"positive example:[ab, b, aa, babbaa, bbaa, baaa, bbabaa],negative example:[ba, abba, bab, aabb, ababb]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(0*1*0*)*0+|1,"positive example:[00, 000, 0110, 00110, 000010, 011010, 00, 010, 01010],negative example:[1, 110, 100, 01, 101, 1111001, 0011000101, 1110, 011]"
Length 1 or More,(0|1)(0|1)*,(1|0)*,"positive example: [101, 0101, 1110], negative example: [2, 01a, 110I]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)(a*)ba)*)|((a|b)(a*)b))*,"positive example: [babaabab, aab, bbaba, bbaabab, babb, aaa, babbaa, aba, abaabab, baba, baaab, abababa, abbaabab, abab]

negative example: [bbbbab, baaabb, aabaa, bbbaaab, aabbba, aabba, ababaaa, baabba, bb, baabbb, aaaaa, baabaa, abaabbba, aabbaa]"
At least one a followed by one b,a+b,(a*b)*,"positive example: [aab, b, aaab, aba, abb], negative example: [ababaa, baabab, aabaa]"
Odd number of 1s,0*10*(10*10*)*,0*((1)*1)*1(0|1)*,"positive example:[011, 0011, 001111, 111, 101, 0001110, 0110]  
negative example:[00, 001, 1100, 1010, 1110, 10]"
even number of 1's,(0*10*10*)*|0*,0*(10*1)*0*(10*1*)*,"positive example: [1, 0110, 1001, 101, 1100, 00011000, 010, 11011], negative example: [01, 0011, 10100, 110110, 10010, 1110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)+aa+,"positive example:[abbaaa, babbaa, baaabaa, abbaa, abbbaaa, abaa, baabaa, bbaaabaa, baaabbaa, abaabaa],negative example:[abaa, baaaabb, aabab, abba, ab, ba, aa, aabba, babab, babba, aba]"
Every b followed by two or more a's,(a|baa)*,(a*|b*aa)*,"positive example:[, aaaa, bbaaabaa, bbbaa, abaaa, baa, aa], negative example:[abba, baab, abab, baaabb, aabbaa]"
even prefix,(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*|(aa)*|(bb)*,"positive example:[babaab, baabba, , bababa, abba, aabb, aaaa, bbbbbb, bbbbaa, bbaaaa, bbaabb, baab, bbbb, bbaa, abab, baba, baabab],negative example:[bababb, a, b, aaaba, abbba, abaaa, ababb, aaabb, abbbb, abaab, aabba, aaaaa, abbaa, aabbb, aaaab, abbab, bbbbb, bbaab, aabaaaba, aababb, ababa, baabbb]"
contains 'bab',(a|b)*(bab)(a|b)*,((a|b)*bab(a|b)*)*,"positive example:[, bab, bbbabaa, bbbabbb, aabab, baaaabab, baabbab, baabab, abab, babab, ababab]
negative example:[baabb, aa, bbba, ab, baaaaba, baab, ba, aba, bb, a]"
non isolated 'b',(a|(b*bb))*,(a*|b+)*,"positive example:[aa, , bb, aabb, bbb, aaaa, bbbbb],negative example:[ab, ba, abab, bba, aab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(b|ba))*,"positive example:[, bbabaab, abaab, abbab, aaabbb, abbb, bbaaab, bbabbbab, ababbbab, bbbb, bbbab, bbaab, bbaba, abaaab, ababa, ababaab, baabbb, abbaba, aabbaa, ababab, babba, aba, b]  
negative example:[abb, bbababbaa, abababbaa, bbb, abaaa, aaababaa, abbbb, baababaa, abba, bbaabb, bbbbb, bbba, bbaaa, abaabb, aaab, baaa, abab, bbbbba]"
non isolated 'b',(a|(b*bb))*,(a|b)*b*(a|b)*,"positive example:[a, b, ab, ba, aa, bb, aaa, bba, abab, baba, abbb], negative example:[c, abc, cab, ac, bc, ca, cb, abbcb, acb, bac]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*|(1*0*1+)*,"positive example:[00, 0, 10, 110, 111, 0010, 01], negative example:[0110, 00a, 1001, 10b0, 00110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(a|b){1,}aaa","positive example:[abaaabaaa, babaabaabaabaabaabaaa, bbaaa, abaaa, bababaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaabaaa, aabaaa, bbabaaa, abaaababbaaabbabaaa, abaaabaaa, bbaabaaa, abaabaaa, abababaaa, bbaaabaaa, bbaabaababaaabaaa]  
negative example:[ababab, baba, bbababaaa, aaaba, babaa, baa, aabb, aaba, baabaab, baaba, bbbab, aba, aaaababb, baa, aabb, baaabba, aaabb, baabba, aaaaaab]"
A valid comment (Sipser 1.22b),/#(/|a|b|##*(a|b))*##*/,(/#(a|b)*#/)*,"positive example: [#, /##/, /#a#/, /#b#/, /#ab#/, /#ba#/, /#aab#/, /#abb#/, /#aaa#/, /#bbb#/, /#a#/#b#/]
negative example: [a, b, ##, /#, #/, /ab/, /#c#/, /#a, /b#/, /#a##/, /##a#/]
"
even prefix,(ab|ba)*,((ab)|(ba))*(ab|ba|aa|bb)*,"positive example:[aa, bb, ab, ba, abab, baba, abba, baab, aaaa, bbbb, ababab, bbaabb], negative example:[aaa, bbb, aba, bab, a, b, abbaabba, bababab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*(0*1*0*)*0*,"positive example: [00, , 11, 010, 00110, 101, 01010]  
negative example: [110, 011, 1001, 01, 1100]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*[0-1]*,"positive example: [00, 01, 110, 1110, 0101, 111111, 00001], negative example: [0, 1, , 01112, 000A, 111B, 001C]"
Odd number of b's,(a*ba*b)*a*ba*,(a|b)*b((a)|(bb))*,"positive example:[b, abb, baba, babbbaa, babbaa, abba, bbb, aabbb]
negative example:[a, aa, baa, aaa, bba, ab, abab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(11*00*)*)|(1*(00*11*)*),"positive example: [00, , 11, 1100, 000, 11110000, 0000, 1111, 101010]
negative example: [10, 01, 0011, 0110, 1001, 00011, 11100, 11001]"
Every b followed by two or more a's,(a|baa)*,a*(baa*)*,"positive example:[, a, aa, baa, baba, aabaaa, aaabaa], negative example:[abb, bab, babbaaba, bbbb, bba, ab]"
non isolated 'b',(a|(b*bb))*,(a|ab|ba|bb*)*,"positive example: [aa, ab, ba, bbbbb, abbba, bab, a, baba, bbb, abab, aaa, b, aabba]
negative example: [aaaab, abaa, aab, bc, c, aaa, aba, bba, babbbbc, cba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1*(0+1+0+)*1*)(0*(1+0+1+)*0*))*|1*|0*,"positive example:[00, , 11, 101, 1100, 0110, 0011, 111, 000], negative example:[01010, 10101, 00100, 1001, 01101, 10010]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*,"positive example:[, abaab, bbab, aaab, bbaab, aba, bbbb, bbaaa, ababab, ababbaa, abbba, aaabb, abba, bba, abaabb, baaab],negative example:[abab, abb, bbbaa, abbbb, aaba, bbbbba, baabba, bbbab, aabaaa, abbbaa, aaabbaa, aaaba, bbb, abbaa, bbaaaa, baaabba]"
Odd number of b's,(a*ba*b)*a*ba*,(a*(ba*b)*ba*)+,"positive example:[a, aba, ababa, aab, aaab, ab, aabba]
negative example:[b, aa, bba, abb, baa, abbb, abaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+))*,"positive example: [00, """", 11, ""010"", ""1100"", ""1001"", ""111"", ""000""]
negative example: [""01"", ""10"", ""0011"", ""1110"", ""0001"", ""11111"", ""111001""]"
even prefix,(ab|ba)*,((aa)*|(bb)*)(a|b)*,"positive example:[aa, aaaa, bb, aab, bab, abb], negative example:[ab, ba, bba, aba, a, b]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0(0*1*)*0)*,"positive example:[, 00, 0000, 0010, 001100, 00011000]  
negative example:[1, 10, 1001, 00110, 011, 1010]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*)*(baa+|b)+,"positive example:[baaaabb, bbabaa, bbaaa, baabab, baababaa, aabbaa, bab],negative example:[aabba, baa, babbb, aaabba, ababb, baaaba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))aaa(a)*,"positive example:[aaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabaaa, aabaabbbaaa, baabaaa, babaabbbaaa, bbaaa, aaaabbaaa, aabbaaa, baaabbaaa, babbaaa, baaaaabaaa]

negative example:[, bb, babbaa, ab, bbaaaba, babbaaba, aabbaaba, abaaaba, abaaaaabb, aabbaa, bbaaab, bbaabb, bbaaaaabb, baba, aaba, abaabb, abaaab]"
even prefix,(ab|ba)*,(ab|ba)*(aa|bb|ab|ba)*,"positive example:[aa, bb, abab, baba, abba, baab, abaa, babaabb, aaaa, bbbb, abababba, bababaa]  
negative example:[aaa, bbb, aab, abb, baa, bab, bba, aba, a, b, aabba, bbaba]"
At least one a followed by one b,a+b,(a*b)+,"positive example: [ab, aab, aaab, b, aabbbab, abab]  
negative example: [a, aa, bba, aa, aaa, babbbaaa]"
Length 1 or More,(0|1)(0|1)*,(0|1)|(0|1)*,"positive example: [0, 1, 00, 01, 10, 11, 000, 111, 0101]

negative example: [2, 123, abc, 0010, 1102, 01a, 1100, 1012]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*(a*b*)*,"positive example: [ab, aba, aab, aaba, abaab, ababa, aabaa, baa, baab]  
negative example: [aa, abb, baa, bba, bab, abba, bb, babb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)(a|b)*,"positive example:[baa, babaa, bbaabbaa, aaabaa, abbaa],negative example:[ab, bba, aabba]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a|b*a*)+,"positive example:[a, aa, aaa, b, ba, baa, bbaa], negative example:[ab, bbb, abab, c, acb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+|b+)*aa(a+),"positive example: [aaabaa, aaaaabaa, bbbaaa, abbbaa, baaa, aaabaaaa, abababaaa, abbaa]  
negative example: [aaa, bbaa, ab, baa, aabbbaa, baabaa, aaaba, bba, abbba]"
non isolated 'b',(a|(b*bb))*,(a|b)*bb(a|bb)*|a*,"positive example:[bb, abb, a, aaa, abba, bbbbb, aa]  
negative example:[bbbb, aba, baab, babbb, abaa, babba]"
non isolated 'b',(a|(b*bb))*,(a*(bb*)*)*,"positive example: [aa, , bb, aabb, abb, ab, bbb, aab, aaa, aabbbb]  
negative example: [aba, bba, bab, ba, bbaa, abab, baaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)|(((a|b)a*ba)*))*)?,"positive example:[, ab, aba, ba, baa, aab, abab, bbab, abb, bab, aaa, bba, aabba, babba, abba, baaaba, abababa]

negative example:[abbb, aaaa, abaaa, baaaa, aaabb, bbbaa, abababba, ababb, bbbaab, aabab, baaab, abbbb, baabaa, bbbb, aaaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)+(a?))*)?,"positive example: [a, baa, ab, baba, ababa, aaaab, ba, abab, babba, aa, bbaa, abaa, baabbaa, bbaabbab, aabab]

negative example: [aaa, abbaab, bba, baaab, abbbb, abaaba, bbbba, aababaa, bac, ababbab, abbabb, aaaaa, baabaab, aaabb]"
At least one a followed by one b,a+b,a*b{1},"positive example: [b, ab, aab, a*b{1}], negative example: [aa, bb, aabb, bbb, ba, abb]"
non isolated 'b',(a|(b*bb))*,((a|b)|bb|(a|b))*,"positive example:[aa, , bb, a, b, abb, baa, bab, ab, bba], negative example:[aaa, bbb, abba, babb, abc, aab]"
At least one a followed by one b,a+b,(a|b)*(a)*b,"positive example: [aab, bab, abb, aaab, baaaab, bbab], negative example: [aba, bbb, abba, ba, aabbb, baa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))*,"positive example:[b, bab, babbb, ab, abb, aaabbb, abbab, babab, abababab, abbbababba], negative example:[bb, a, aaa, bbab, aba, bbb, abbbab, baaa, baaab, aaaa]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*|(0|1)*|0*,"positive example:[00, , 11, 0, 01, 10, 111, 000],negative example:[2, 01a, b11, 123, 0x0]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*|0(1|0)*0?,"positive example: [0, 00, 01, 010, 001], negative example: [111, 100, 1101]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b*)*|b+aaa,"positive example:[aa, , bb, aaa, bbaa, b], negative example:[baaa, ab, bab, aab, bba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+aaa+,"positive example:[aaaaa, baaabaa, babaababaa, abaaaa, baaabaaa, abbaaa, bbaababaaa, abababaaa, baaaaa, aaaaaa, abbaaaa, baabaa, babaabaa]  
negative example:[aaa, baa, aaabb, aaba, aaaaba, baaabb, aaaabba, aabbaba, aaaaaab, aaabb, bba, ababab, bbb, baaaba, baaaaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(aaa+)),"positive example: [baaa, baaabaa, aaaa, abbbbaaa, abaaaaa, baabbaaa]  
negative example: [bbab, aaabbb, ababbaa, bbaaa, abbbaa, baa]"
non isolated 'b',(a|(b*bb))*,(a|(b+(b)*))*,"positive example: [a, b, aa, bb, ab, abb, bbb, aab, babo], negative example: [baba, aaab, abab, bba, c, abba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(11*0*)*|1*(00*1*)*,"positive example: [00, , 11, 0101, 1100, 111, 0011, 0000], negative example: [01, 10, 101, 110, 1001, 0110, 1010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1+0*1*)*|(0+1*0*)*,"positive example:[00, , 11, 1, 000, 111, 101, 010, 1001, 0110], negative example:[0011, 1100, 1010, 0101, 11011, 00100]"
Every b followed by two or more a's,(a|baa)*,a*((b+aa)*a*)*,"positive example:[, aba, aabbaa, aaabaa]  
negative example:[abba, baa, aabbab, bababa, aabbbba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+|b+)+aaa+,"positive example: [abbbaaa, aabbaaa, bbaabaaa, babaaa, aaaaaaaa, aababaaa, bbbaaa, bbbaaabaaa, baaabbaaa, ababaaa, bbaaa, aaaaaabaaa, abaaa, bbaaabaaa, aaaaabaaa]

negative example: [aa, baaa, abba, aaa, babbab, aaabaa, bbaaaab, bbaa, bab, aaabab, baaab, babba, aabaa, aabb, baabaab, aaaa, bbb, baababaa, aaaabb]"
even prefix,(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*,"positive example: [ab, ba, abab, baba, aabb, baab, abaa, ababaa, bbaa]  
negative example: [a, b, abababa, aaaab, bbbaa, abba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0*|(1*0*)*1*,"positive example:[00, , 11, 01, 0011, 1100, 111, 000],negative example:[10, 101, 0110]"
At least one a followed by one b,a+b,(a)*(b),"positive example: [b, ab, aab, aaab, aaaab], negative example: [bb, aa, ba, abba, abb]"
Every b followed by two or more a's,(a|baa)*,(((b*)(a)(a))*(a*))*,"positive example:[, a, aa, aaaa, baaa, aabaabbbaa]  
negative example:[baaab, aabbbaaba, aabbbaabababaa, baababbb, baba, ab, bb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa*|ab*|ba*|bb*)*aaaa*,"positive example:[aaa, baaabaaa, abaaa, baabaaa, aaaabaaa, abbaaaaabaaa, aaaaaa, baaabbaaa],negative example:[abb, aa, aba, aabba, aaba, aaaba, aaabb, aaaaab, aabb, bbab, baa]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1+0+)*|1+(0+1+)*,"positive example:[, 0, 1, 000, 111, 0101, 1010, 1011000101, 11, 00, 010111000], negative example:[11001, 00111, 100110, 1010001110, 001, 010011101]"
At least one a followed by one b,a+b,((a*)b)*,"positive example:[, b, ab, aab, aaab, abab, baaab, bbb],negative example:[a, baaa, bbaba, aaaba, abba, abbb, aabaa]"
even prefix,(ab|ba)*,(ab|ba)*(a|b)*,"positive example: [aa, bb, ab, ba, abba, baba, abbaab, babbaa, aabba, aba, bbaaa, ababab, bababa, bbb, aabbaa], negative example: [aaa, bbbba, baab, ababbb, baaab, aaaa, babaaa, abbba]"
even prefix,(ab|ba)*,(a(a|b)|b(a|b))*,"positive example: [aa, ab, ba, bb, aaaa, abab, baba, bbbb, aabb, bbaa, abababa, bbbabb, abababab]  
negative example: [a, b, aaa, bbb, aab, abb, baa, bab, ababab, bbba]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][01]*[10]*,"positive example:[010, 11011, 0010],negative example:[0, 1112, ]"
Three Choices (Regex),001|1010|110,0*1*0*1*0*,"positive example:[00, , 0011100011000, 101, 1010, 00111, 10]  
negative example:[1010001, 1110101, 101011, 0010001110100110, 10101]"
Odd number of 1s,0*10*(10*10*)*,[0-1][0-1]*,"positive example: [0, 1, 00, 11, 010, 101, 1110, 0001], negative example: [2, 10a, 112b, 01.0, a0, 1102, 1a1]"
