Short Description,regex,Attempt Regex,ChatGPT Output
An even number of 1's,(0|10*1)*,(0*)|(10*1)*|(110*)*|(0*11)*,"positive example:[, 000, 1111, 110, 101101, 011, 101, 11011, 0001111, 1101111, 1100011, 1000111, 01111, 01100011011, 110110, 11101, 10111]

negative example:[000101, 01, 1101, 110111, 110100, 110001110, 10110, 11011010, 0110110001, 101011, 0111110, 1110, 0110, 110101, 01110, 111, 101110, 011010, 1010010, 100011, 1111010, 110010, 0100, 0111]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0+1+)(0|1)*(1+0+),"positive example: [010110, 0110, 000110, 01000110, 00110]  
negative example: [1001, 1100, 010101, 011, 000111]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1+0+)*|(1+0+1+)*|0*|1*,"positive example:[0, 1, 1010, 110011, 000, 1111, 0101, 101, 010101010101010, 1100110011]  
negative example:[00110, 0110, 100, 11100, 0011, 010010, 011010, 101001, 0101101]"
An even number of 1's,(0|10*1)*,0*|(0*10*10*),"positive example:[, 0, 00, 11, 00100, 00100100]  
negative example:[1, 101, 111, 100, 0101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(00*1*00*)*|(11*0*11*)*,"positive example: [000, 111, 101, 0011100010, 110110001, 110111101, 1001, 00100100, 01100, 010, 1100, 0011001100, 1111100, 1100011, 001100, 10011100]

negative example: [10101101, 101000, 101111000110, 1110, 01001, 001001010, 0010001, 110, 011, 0, 100, 001, 1, 10110110, 10110, 0000100111011, 1110010, 010010, 0010101, 1001110, 10101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(00*1*00*)*|(11*0*11*)*|1|0,"positive example: [00, , 1, 0, 11, 1001, 111111, 000, 1111110, 001100, 11011, 100, 010011100],

negative example: [01, 101, 110, 1000, 1010, 11100, 1100, 0100, 101010, 11011011, 0100101]"
An even number of 1's,(0|10*1)*,(0*10*10*)|0*,"positive example:[0, 00, 000, 10, 010, 0010, 110, 001100],negative example:[1, 11, 101, 111, 0110, 0011, 1100, 10011]"
An even number of 1's,(0|10*1)*,(0*10*10*)|0*|(11)*,"positive example:[000100100, 011, 000, , 11, 111111, 1100]  
negative example:[01, 000111, 111100, 101, 1011, 1111110, 1000100100110, 010, 1, 1101, 11100, 11001, 10111, 11101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*011*100*)*)|((1*100*011*)*)|(0*)|(1*),"positive example:[00, 11, 1001, 0110, 0, 1, 01100, 100111, 000, 1111],negative example:[010, 01101, 1000101, 001, 1100, 0101, 10000010, 0110110, 0111101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*011*100*)*)|((1*100*011*)*)|(0*)|(1*)|((1*10*11*)*)|((0*01*00*)*),"positive example:[, 11, 00, 01, 100, 011, 111, 00100, 1100, 1011, 0000, 111000, 1011101, 01001100, 110111]
negative example:[101010, 0010111001, 110101010, 01010, 1110001, 00110, 101001, 01110100, 110001101, 001110101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)*|(0+1*0+)*|0*|1*,"positive example: [1, 0, 110, 1111, 000, 1001, 010101, 000111, 00110011, 111000, 01110]  
negative example: [10010, 11101, 00101, 1110011, 0111, 100011, 1100, 101110, 0101100]"
An even number of 1's,(0|10*1)*,0*(0*10*1)*,"positive example:[00, 101, 11011, 10, 00011, 00110011, 011, 1111],negative example:[1001, 110, 101010, 100001, 1110, 110010, 00101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)0*1*(10))*,"positive example:[, 0101, 011010, 01001010, 011110, 010110]
negative example:[01, 0110, 0100, 0111, 0101101, 0100101, 01100]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0|1(0*1*)*1)?,"positive example: [101, 1101110001, 00110, 000010, 011010, 010, 110, 1001, 000, 111]  
negative example: [01, 0011000101, 110111000, 10, 100, 0011, 101010, 0111, 00101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+(0*1*)*1+|0+(0*1*)*0+,"positive example:[111101, 11001, 100101, 00110, 000010, 011010],negative example:[, 0011, 1111010, 1100, 10010, 01101, 0000101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*11*00*)*)|(1(1*00*11*)*)?,"positive example:[0, 1, 0010, 111101, 00110, 1101, 0110, 1001, 11001, 1010011101, 0000101100010, 010]  
negative example:[00, 11, 011, 0011, 100, 00101, 1010, 1100010, 0101000111, 00001, 11110, 10100, 110111010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+)(0*1*)(0+)|(1+)(0*1*)(1+)|0|1)?,"positive example: [0, 1, 01, 10, 000, 111, 0110, 1001, 0000, 1111]

negative example: [1100, 1010, 011, 101, 00011, 11100, 010101, 0010, 110, 001001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(1+0*1*0*1+),"positive example:[00, 1101, 101010, 1010110, 11110, 101, 1011110, 1, 0110, 00010, 111110, 101000101]
negative example:[10101110, 1110, 100010, 0001, 00011, 0100, 011, 10111010, 110, 10, 001, 11101, 10100010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*0)|(1(0|1)*1)|0*,"positive example:[000, 111, 11011, 0000, 1001, 01010]  
negative example:[100, 1110, 01, 10101, 0110, 100011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*|(1+0*1+)*,"positive example:[000, 11110111, 101, 110110001, 1101, 00100001110, 1001, 00100100, 01100, 010],  
negative example:[10101101, 101000, 1110, 01001, 1011000110, 0010001, 110, 011, 0, 100, 1, 1011110, 10110110, 0001, 001010, 001011, 00100111001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1+)*)|(0+(1+0+)*),"positive example:[01, 100, 00101, 111, 100010, 0101010]  
negative example:[1100, 010, 1010, 00011, 111100]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((1+0*1+)*)|((0+1*0+)*))?,"positive example:[000, , 010010, 1011001, 111, 1011011, 0100001110, 0110, 10011, 0010, 11011, 10111101],negative example:[110101, 110110, 1101111010, 1010, 0100111001, 01001001, 110001001100, 011, 0, 100, 001, 1, 0100001, 01011, 01010, 0001, 111010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,"positive example: [0, 010, 01010, 0101010, 010101010], negative example: [1, 00, 011, 10, 1010, 110, 0110]"
An even number of 1's,(0|10*1)*,((11)|0)*,"positive example:[110, 0, 0011, 1111, 11, 000, 111011, 0110110],negative example:[111, 101101, 1000, 00111, 10, 101, 1101, 0110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|(1(0*1*)1),"positive example:[1111, 1001, 001100010, 010, 0010, 10001, 101101, 000, 111111]
negative example:[001000111, 110, 01, 1, 1111000110, 1101, 10010, 101, 011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0((0*1*)*)0)|(1((0*1*)*)1),"positive example: [110011101, 101, 00110, 000010, 011010]  
negative example: [001000111, , 01, 1111010, 1100, 10010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0((0*1*)*)0)|(1((0*1*)*)1)?,"positive example: [0, 1, 00, 11, 0000, 1111, 001100, 110011, 101, 010]

negative example: [01, 1100, 10, 1001, 0011001, 00011, 1010, 0101]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,00*(0+1)*0*0,"positive example:[000, 0010, 000010, 00000, 0000, 00010, 00100, 001010, 0001000],negative example:[011, 001, 0011, 101100, 00001011, 010, 1100, 1010, 1, 10]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1+0)*)|(1+(0+1)*),"positive example:[0, 1, 010, 101, 0001, 100, 1110, 0110, 10010]  
negative example:[011, 1010, 0101, 110, 101110, 10000, 0111, 11111, 0101101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*1|(0+1+)*0,"positive example:[100, 111, 11000, 0011, 00010, 000001, 10101, 01010],negative example:[11, 00, 11100, 000110, 1010, 011, 1000]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*1+|(0+1+)*0+,"positive example:[11, 100, 000000, 010, 1111, 0001]  
negative example:[10110, 0101110001, 10010, 0011, 101101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0(0*1+0+)*|1(1*0+1+)*,"positive example:[0, 1, 11, 10, 101, 110, 1001, 11001, 0110, 001010, 011110, 000001, 1000001, 1110111]  
negative example:[, 00, 1010, 1110, 0001, 11000, 010011, 11100, 00010, 10010, 010101, 11101, 10111010, 01101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1+0+)*|1(1*0+1+)*)?,"positive example: [0, 1, 00, 11, 010, 0010, 111, 1100, 100, 101, 11011, 000101]

negative example: [01, 10, 000, 1111, 0011, 1010, 0110, 110, 0000, 11110, 10001, 0101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0+)*)|(1+(0+1+)*)),"positive example:[00010, 1000101, 0100, 1011, 11101, 0111010],negative example:[110, , 001, 101100010, 0101110001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01)*0|1*(10)*1,"positive example:[0, 1, 000, 10101, 01010, 1111, 010, 0110, 1001], negative example:[01, 001, 110, 0001, 1110, 100, 1011, 0101, 1000]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+1+)*|(0+1+0+)*,"positive example:[101, 010, 0111, 000100, 101101, 010000100, 111011, 10111101, 01001100, 111011001], negative example:[0, 1, 01001, 1110, 10110, 0111011, 101100, 1000100010, 01010, 1011110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1+0+1+)*|(0+1+0+)*,"positive example:[00, , 111, 101, 010, 000111000, 111000, 0101010, 01010010]  
negative example:[001, 1101, 0101011, 101010, 1001010, 0101110, 11100010, 0110, 100101, 111010]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(0*1*)0+,"positive example:[000, 000100, 00100, 00110, 010, 0001100],negative example:[1, 01, 1001, 01001, 110, 011101, 00001, 10]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|(010)*,"positive example:[0, 010, 010010, 010010010, 010010010010]  
negative example:[1, 00, 01001, 0100110, 111, 0100, 10, 0100100, 001, 1010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|(010)*|(10101)*,"positive example:[0, 010, 10101, 010010, 1010110101, 010010010, 10101101010101]  
negative example:[01, 101011001, 101011000, 010011, 0100101, 101001101, 01011, 01010, 0100, 10110, 10111, 10, 10101110, 11, 10101111, 1010, 1010100, 010000, 000, 1010000, 001, 1, 101, 010001, 0110, 1010101, 0111]"
An even number of 1's,(0|10*1)*,(0*|(11)*)(0*|(11)*)*,"positive example: [11, 110, , 0, 00, 1111, 1100, 0011, 001100, 111111, 0000]  
negative example: [111, 00100010, 1101, 1011, 1001, 0101, 1110, 100, 01, 10]"
An even number of 1's,(0|10*1)*,(0*|(11)*)(0*|(11)*)*|(101)*,"positive example:[00, 11, 101, 1100, 0111, 101101, 0, 1111, 111111, 101101101]  
negative example:[1011, 10110, 00101, 110, 10100, 11011, 1011010, 111, 1011110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+|0(1+0)*)|(1+|1(0+1)*),"positive example:[1, 0, 11, 00, 110, 0110, 1111111, 01111010, 1010, 10100101, 0101010, 1001]  
negative example:[10, 001, 1011, 11001, 01101, 1110, 1100, 00010, 101010, 111001, 00110, 101100]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|(1(0*1*)*1),"positive example:[00, 11, 0011, 1100, 01010, 10101]  
negative example:[0, 1, 1010, 0110, 111, 00001, 11110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)*|(1(0*1*)*1)*,"positive example: [0000, 10001, 1110110, 00111100, 01010, 101010, 1101101]  
negative example: [00110, 110, 011, 0001110, 101, 0101001, 1001110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(10*1)*|(01*0)*,"positive example:[, 101, 01, 01010, 111, 10001, 010, 10011001, 0110, 110011],negative example:[1010, 0011, 1110, 011, 10011, 1100, 00001, 0011, 01100, 11010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1|0|(01*0)*|(10*1)*,"positive example: [1, 0, 01, 10, 010, 101, 001100, 110011, 0110, 1001, 0000]

negative example: [1100, 111, 0011, 01110, 01000, 100110, 00001, 100, 10100, 0101, 111101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1+0+)*,"positive example:[, 010, 010010, 01100010, 000010, 010000010, 0110]  
negative example:[110, 000, 10, 01, 0111001, 0101, 010010110, 111, 101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0)?,"positive example: [110, 1001, 111, 000, 101, 011110, 01010, 11101, 0000, 1101101, 1, 0]

negative example: [01, 1111, 1100, 10, 01, 100, 1010, 011, 00, 1101, 111110, 10010]"
An even number of 1's,(0|10*1)*,(0*)(11)*,"positive example:[, 0, 00, 11, 0011, 001111, 111111, 000, 00001111]  
negative example:[01, 10, 1101, 1000, 1110, 11110, 100, 11101, 1011]"
An even number of 1's,(0|10*1)*,(0*)(10*1)*(0*),"positive example:[, 0, 11, 11011, 000, 00110011, 0011, 101, 10001, 000110000, 00010001],negative example:[1101001, 1010001, 1110, 010, 1011, 111, 11111, 0101, 1100]"
An even number of 1's,(0|10*1)*,0*|(10*1)*|(11)*,"positive example:[11, 000, , 1111, 100111, 101001, 110011, 10, 1001]  
negative example:[111, 1001001100, 01, 1101, 1110, 11110, 00011, 010, 1011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(0(0|1)*0)|(1(0|1)*1),"positive example:[0, 1, 00, 11, 101, 01010, 11011]  
negative example:[0101, 1110, 0000, 111, 001, 10101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1((1+0+1)|(01))*)|(0+1+0((0+1+0)|(10))*),"positive example:[, 000, 111, 0001010, 0110, 101, 101101, 1, 010, 1010101, 10001111001, 0101010, 010010, 10101101, 101011, 11101, 01000010]

negative example:[1011010110, 01, 011, 0100101, 10110, 101000, 111000111100, 10, 000100001110101, 01001, 10100, 01011, 101010, 101001, 01010010, 0101111]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(11*0*11*)*|(00*1*00*)*,"positive example:[, 0010, 10110001, 01000010, 010, 000, 010010, 111, 011100110, 101101, 101111011, 10011, 11011]  
negative example:[1110, 11011000101, 01001, 0111000011, 0, 001, 100, 1, 01001010100, 110110100, 0001, 10110, 010010111, 11011110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(01))*)|(0+1+0+((0+1+0)|(10))*),"positive example:[1, 0, 111, 0000, 10111101, 0100101010, 111000111, 000110000, 1010101010, 0101010101, 111010, 00010, 111110, 10001, 0110, 1001010, 0110110, 11101, 0001110, 1000101]

negative example:[1010, 01, 11111, 00000, 110011, 000111000, 111000, 1110011, 000110110, 01111, 101110, 01011, 10010, 1111100, 001110, 1010001, 11001, 0001, 10101, 10011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0(0*1*)*0|1(1*0*)*1,"positive example:[11101, 1001, 100101, 0001110, 010]  
negative example:[001000111, 01, 11011100, 10, 100111]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0?|0(0*1*)*0|1(1*0*)*1,"positive example: [0, 110011101, 101, 00010, 0100, 0111010, 00, 1110, 001100, 1100110]

negative example: [011101, 000101, 01001, 1100111010, 10, 110, 001, 1010, 1001, 0110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(0+1))*)|(0+1+0+((0+1+0)|(1+0))*),"positive example:[, 111000111010111101, 10101101, 10101001, 101001, 0101000010, 0101010, 010, 000, 1010110001, 111, 101, 000111000111010, 01010, 01010110, 10101, 01010010, 010100110]  
negative example:[10101011, 10101100, 101011, 10101111011, 1010, 0101011, 1010100, 1010110, 01110100, 0101, 0100011101, 0001, 01010100, 01010011, 11100011100010, 010100100, 010100001, 10]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(00*)|(11*)|(11*0*11*)*|(00*1*00*)*,"positive example:[00, 11, 1100, 0011, 110110, 001100, 1110, 00011000, 11001100]

negative example:[101, 1100, 0011, 1001, 101010, 011, 0010, 11100, 010110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+),"Positive example: [101, 01000, 01110, 1101, 0000, 111101, 1111, 100111, 11001, 0010, 0000110]

Negative example: [1101110, 1100010, 110100, 00101, 1010, 00001, 110, 0, 011100010100, 100, 1, 010111, 11110101, 0101, 0011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+)?,"positive example: [11, 00, 110, 101, 01, 010, 1101, 0110, 10001, 001000, 111, 1011, 111101, 0100, 11001]  
negative example: [00101, 1010, 00001, 011, 1100, 010001, 01010, 0011, 1111010, 1100, 10010, 10101, 01, 1, 0]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0*1+)*|0(1*0+)*,"positive example:[101, 01, 11110, 010, 1001, 01010],negative example:[10100, 1, 000, 0110, 11001, 100001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|(0+1+0+)*|(1+0+1+)*,"positive example:[, 0, 00, 000, 010, 101, 1010, 01010, 10101, 0000], negative example:[1, 01, 10, 11, 110, 100, 10100, 11001, 0011, 0111]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0*1+))*|(0(1*0+))*,"positive example:[11, 111, 00, 0000, 10011, 010, 000100, 101, 111011, 01]  
negative example:[1010, 0001011, 0110011, 0001010, 0001, 1110, 11011, 1111100, 100100010, 000001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1*0)*0*)|(1+(0*1)*1*),"positive example: [00, 010, 111, 10001, 101, 1101]  
negative example: [011, 0010, 1010, 1110, 0101, 1001]"
An even number of 1's,(0|10*1)*,(10*10*)*,"positive example:[, 1010, 1100, 101010, 11001100]  
negative example:[111, 0110, 100, 1101, 1011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1+)*)|(0+(1*0+)*),"positive example:[0, 1, 01, 10, 111, 000, 1001, 0110, 1010, 11001],negative example:[1110, 0011, 100, 010010, 110101, 0001]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(10)*0+,"positive example:[010, 010100, 0000, 000010000, 00100, 000010, 010000, 0000100],negative example:[11, , 001001, 101100, 0010011, 0, 001, 0101, 01011, 01010, 0110, 0011, 0111, 00001000010, 100, 1100, 01]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+((10)*|(01)*)0+,"positive example:[00, 000, 0100100, 01001110, 00010, 0000011100, 001100, 01010100]  
negative example:[010, 11, 0011, 101, 00100, 0, 100, 0011100, 0101001, 011000, 00101010, 001, 01]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+((10)*(01)*)0+,"positive example:[00, 000, 010010, 0010000, 0100100100, 000000, 01010, 001010, 01010, 0000101100]  
negative example:[11, 010, 001, 00001, 1110, 01001, 0100101, 100, 00100, 0011010]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+((10)*(01)*|(01)*(10)*)0+,"positive example:[00110, 00100100, 0010100, 0101100, 0011100, 010100, 0000, 001100, 0010110, 0100, 00101100, 0100100, 010010, 010],  
negative example:[0100110, 0010001, 011, 0010011, 001111, 01001, 0110, 01010, 0011001, 00101, 0101, 001101, 0011011, 0100101, 01, 010011, 00100011]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(1*0*)0+,"positive example:[000, 011110, 0010, 00001110, 0000, 010], negative example:[1, 110, 00, 0100, 0011, 1000, 111000, 01010, 0000001, 101010]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(1*0*|0*1*)0+,"positive example:[00, 0110, 001000, 001110, 000010, 010],  
negative example:[011, 11, 0, , 001, 0101, 0000111000111001, 00101, 001010, 10]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(1*0*)(0*1*)0+,"positive example:[00, 010, 0010, 01010, 00110, 0100010, 000010, 0111100],negative example:[11, , 00001, 0, 010001, 010101, 0010101, 01110101]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+),"positive example:[11, 101, 11011, 000, 1001, 0110, 000111, 010, 111, 000010, 00100, 1011]  
negative example:[0100, 01, 10101, 00101, 110, 100, 11100, 111110, 10, 00001, 1010, 011, 1]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(01))*|(0+(10)*),"positive example: [1, 0, 01, 10, 11, 111, 101, 1110, 00010, 1101]

negative example: [011, 11101, 1000, 01011, 10111, 1100, 0011, 0110, 10, 1110]"
